"lifecycle_id","period","component","component_id","book","birth_event","birth_server_time","birth_source_path","birth_source_row","final_event","final_server_time","final_source_path","final_source_row","deal_reason","planned_risk","stressed_net","stressed_r","stop","sloos_release_id","sloos_release_date","sloos_net_tightening_pct_points","sloos_impulse_pct_points","state","release_to_birth_lag_days","centered_stressed_r","centered_stop"
"L0574","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-16T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","115","CLOSE","2023-08-16T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","117","DEAL_REASON_EXPERT","9.0931","0.4920000000000073","0.05410696022258717","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","16","0.044527627595004615","-0.0071174377224199285"
"L0575","P1_2022H2_2023","Return","ZT-H1-US30-RETURN-I-c870a788ec","US30_BOOK","OPEN","2023-08-16T16:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","108","CLOSE","2023-08-16T22:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","118","DEAL_REASON_EXPERT","9.0781","0.07200000000004365","0.007931175025615895","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","16","-0.06173739267037623","-0.09615384615384616"
"L0576","P1_2022H2_2023","RC4","ZT-M30-US30-RANGE-COMP-64efb16616","US30_BOOK","OPEN","2023-08-17T13:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","123","CLOSE","2023-08-17T19:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","131","DEAL_REASON_EXPERT","9.1156","-0.9470000000000437","-0.10388784062486765","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","17","-0.21468444757554972","-0.13725490196078433"
"L0577","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-17T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","129","CLOSE","2023-08-17T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","132","DEAL_REASON_EXPERT","9.1156","0.475","0.05210847338628285","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","17","0.0425291407587003","-0.0071174377224199285"
"L0578","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-08-18T14:17:04","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","139","CLOSE","2023-08-18T17:45:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","153","DEAL_REASON_EXPERT","9.0968","0.045","0.004946794477178788","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","18","-0.001152555841053761","-0.009523809523809525"
"L0579","P1_2022H2_2023","Pressure","ZT-M30-US30-INTRADAY-R-2eb111fc46","US30_BOOK","OPEN","2023-08-18T15:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","143","CLOSE","2023-08-18T19:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","154","DEAL_REASON_EXPERT","9.0968","-2.1470000000000438","-0.23601706094451277","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","18","-0.2663687855007254","-0.058823529411764705"
"L0580","P1_2022H2_2023","Return","ZT-H1-US30-RETURN-I-c870a788ec","US30_BOOK","OPEN","2023-08-18T16:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","148","CLOSE","2023-08-18T22:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","155","DEAL_REASON_EXPERT","9.0968","1.6120000000000436","0.17720517104916494","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","18","0.10753660335317282","-0.09615384615384616"
"L0581","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-08-21T13:09:27","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","162","CLOSE","2023-08-21T14:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","163","DEAL_REASON_EXPERT","9.0772","0.185","0.020380734147093817","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","21","0.01428138382886127","-0.009523809523809525"
"L0582","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-21T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","167","CLOSE","2023-08-21T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","169","DEAL_REASON_EXPERT","9.0846","0.27499999999999997","0.030271008079607243","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","21","0.020691675452024695","-0.0071174377224199285"
"L0583","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-08-22T12:31:48","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","176","CLOSE","2023-08-22T14:15:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","182","DEAL_REASON_EXPERT","9.0956","-0.105","-0.011544043273670786","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","22","-0.017643393591903336","-0.009523809523809525"
"L0584","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-08-22T15:30:23","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","188","CLOSE","2023-08-22T16:45:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","189","DEAL_REASON_EXPERT","9.0914","0.615","0.06764634709725674","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","22","0.06154699677902419","-0.009523809523809525"
"L0585","P1_2022H2_2023","RC4","ZT-M30-US30-RANGE-COMP-64efb16616","US30_BOOK","OPEN","2023-08-22T13:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","180","EXTERNAL_CLOSE","2023-08-22T17:00:08","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","198","DEAL_REASON_SL","9.0956","-1.1679999999999562","-0.12841373851092355","1","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","22","-0.23921034546160563","0.8627450980392157"
"L0586","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-22T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","195","CLOSE","2023-08-22T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","205","DEAL_REASON_EXPERT","9.116","0.425","0.046621325142606404","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","22","0.03704199251502385","-0.0071174377224199285"
"L0587","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-08-23T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","210","CLOSE","2023-08-23T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","234","DEAL_REASON_EXPERT","9.0862","-0.32700000000004364","-0.035988642116621214","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","23","-0.11729973655049354","-0.02666666666666667"
"L0588","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-23T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","232","CLOSE","2023-08-23T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","235","DEAL_REASON_EXPERT","9.0862","1.345","0.1480266778191103","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","23","0.13844734519152777","-0.0071174377224199285"
"L0589","P1_2022H2_2023","Return","ZT-H1-US30-RETURN-I-c870a788ec","US30_BOOK","OPEN","2023-08-23T16:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","226","CLOSE","2023-08-23T22:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","236","DEAL_REASON_EXPERT","9.0862","1.3120000000000438","0.1443947965045942","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","23","0.07472622880860207","-0.09615384615384616"
"L0590","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-24T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","246","CLOSE","2023-08-24T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","248","DEAL_REASON_EXPERT","9.1794","2.4549999999999996","0.26744667407455824","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","24","0.2578673414469757","-0.0071174377224199285"
"L0591","P1_2022H2_2023","Return","ZT-H1-US30-RETURN-I-c870a788ec","US30_BOOK","OPEN","2023-08-24T16:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","241","CLOSE","2023-08-24T22:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","249","DEAL_REASON_EXPERT","9.1794","-2.2179999999999565","-0.24162799311501368","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","24","-0.3112965608110058","-0.09615384615384616"
"L0592","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-08-25T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","259","CLOSE","2023-08-25T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","267","DEAL_REASON_EXPERT","9.1889","-0.8370000000000436","-0.09108816071565079","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","25","-0.17239925514952312","-0.02666666666666667"
"L0593","P1_2022H2_2023","RC4","ZT-M30-US30-RANGE-COMP-64efb16616","US30_BOOK","OPEN","2023-08-25T13:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","254","CLOSE","2023-08-25T19:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","268","DEAL_REASON_EXPERT","9.1889","-0.24700000000004366","-0.026880257702232437","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","25","-0.1376768646529145","-0.13725490196078433"
"L0594","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-25T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","265","CLOSE","2023-08-25T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","269","DEAL_REASON_EXPERT","9.1889","-0.7384999999999854","-0.0803687057210314","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","25","-0.08994803834861395","-0.0071174377224199285"
"L0595","P1_2022H2_2023","RC4","ZT-M30-US30-RANGE-COMP-64efb16616","US30_BOOK","OPEN","2023-08-28T13:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","274","CLOSE","2023-08-28T19:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","282","DEAL_REASON_EXPERT","9.116","1.0029999999999564","0.11002632733654634","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","28","-0.0007702796141357271","-0.13725490196078433"
"L0596","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-28T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","280","CLOSE","2023-08-28T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","283","DEAL_REASON_EXPERT","9.116","0.375","0.0411364633611233","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","28","0.03155713073354075","-0.0071174377224199285"
"L0597","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-29T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","288","CLOSE","2023-08-29T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","290","DEAL_REASON_EXPERT","9.1711","2.1149999999999998","0.2306157385700734","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","29","0.22103640594249085","-0.0071174377224199285"
"L0598","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-08-30T15:45:55","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","297","CLOSE","2023-08-30T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","303","DEAL_REASON_EXPERT","9.2557","0.195","0.021068098577093037","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","30","0.014968748258860489","-0.009523809523809525"
"L0599","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-30T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","301","CLOSE","2023-08-30T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","304","DEAL_REASON_EXPERT","9.2557","-0.235","-0.025389759823676222","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","30","-0.034969092451258774","-0.0071174377224199285"
"L0600","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-08-31T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","309","CLOSE","2023-08-31T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","316","DEAL_REASON_EXPERT","9.2541","-0.20700000000004365","-0.022368463707982802","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","31","-0.10367955814185513","-0.02666666666666667"
"L0601","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-08-31T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","314","CLOSE","2023-08-31T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","317","DEAL_REASON_EXPERT","9.2541","-0.135","-0.0145881285052031","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","31","-0.02416746113278565","-0.0071174377224199285"
"L0602","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-09-01T12:46:41","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","324","CLOSE","2023-09-01T13:45:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","325","DEAL_REASON_EXPERT","9.2405","-0.075","-0.008116443915372544","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","32","-0.014215794233605094","-0.009523809523809525"
"L0603","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-09-01T15:46:03","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","331","CLOSE","2023-09-01T16:45:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","332","DEAL_REASON_EXPERT","9.2375","0.735","0.07956698240866035","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","32","0.0734676320904278","-0.009523809523809525"
"L0604","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-01T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","336","CLOSE","2023-09-01T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","338","DEAL_REASON_EXPERT","9.2669","0.4169999999999891","0.04499886693500406","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","32","0.03541953430742151","-0.0071174377224199285"
"L0605","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-09-04T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","348","CLOSE","2023-09-04T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","354","DEAL_REASON_EXPERT","9.2835","-1.3570000000000437","-0.14617331825281885","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","35","-0.22748441268669117","-0.02666666666666667"
"L0606","P1_2022H2_2023","RC4","ZT-M30-US30-RANGE-COMP-64efb16616","US30_BOOK","OPEN","2023-09-04T13:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","343","CLOSE","2023-09-04T19:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","355","DEAL_REASON_EXPERT","9.2835","1.0929999999999565","0.11773576775999961","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","35","0.006939160809317543","-0.13725490196078433"
"L0607","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-05T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","360","CLOSE","2023-09-05T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","362","DEAL_REASON_EXPERT","9.273","0.875","0.09435996980480967","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","36","0.08478063717722711","-0.0071174377224199285"
"L0608","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-09-07T15:46:42","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","370","CLOSE","2023-09-07T18:45:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","381","DEAL_REASON_EXPERT","9.308","0.255","0.02739578856897293","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","38","0.02129643825074038","-0.009523809523809525"
"L0609","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-07T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","379","CLOSE","2023-09-07T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","382","DEAL_REASON_EXPERT","9.308","-0.895","-0.09615384615384616","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","38","-0.10573317878142871","-0.0071174377224199285"
"L0610","P1_2022H2_2023","Return","ZT-H1-US30-RETURN-I-c870a788ec","US30_BOOK","OPEN","2023-09-07T16:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","374","CLOSE","2023-09-07T22:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","383","DEAL_REASON_EXPERT","9.308","1.3820000000000436","0.1484744305973403","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","38","0.07880586290134818","-0.09615384615384616"
"L0611","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-09-08T12:15:33","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","390","CLOSE","2023-09-08T15:15:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","391","DEAL_REASON_EXPERT","9.3377","0.15500000000000003","0.016599376720177347","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","39","0.0105000264019448","-0.009523809523809525"
"L0612","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-08T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","395","CLOSE","2023-09-08T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","397","DEAL_REASON_EXPERT","9.3439","-0.095","-0.010167060863236979","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","39","-0.01974639349081953","-0.0071174377224199285"
"L0613","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-11T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","402","CLOSE","2023-09-11T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","404","DEAL_REASON_EXPERT","9.3401","-1.065","-0.11402447511268615","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","42","-0.1236038077402687","-0.0071174377224199285"
"L0614","P1_2022H2_2023","Passive","ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8","US100_BOOK","PASSIVE_FILL","2023-09-12T12:19:53","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","411","CLOSE","2023-09-12T13:15:01","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","412","DEAL_REASON_EXPERT","9.2975","0.135","0.014520032266738373","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","43","0.008420681948505825","-0.009523809523809525"
"L0615","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-12T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","416","CLOSE","2023-09-12T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","418","DEAL_REASON_EXPERT","9.3029","-1.115","-0.11985509894763999","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","43","-0.12943443157522252","-0.0071174377224199285"
"L0616","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-13T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","429","CLOSE","2023-09-13T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","431","DEAL_REASON_EXPERT","9.2583","0.545","0.058866098527807484","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","44","0.04928676590022493","-0.0071174377224199285"
"L0617","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-09-14T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","436","CLOSE","2023-09-14T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","443","DEAL_REASON_EXPERT","9.2801","0.5529999999999563","0.05958987510909972","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","45","-0.021721219324772605","-0.02666666666666667"
"L0618","P1_2022H2_2023","Cross","ZT-H1-US100-CROSS-IN-14b72317b7","US100_BOOK","OPEN","2023-09-14T17:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","441","CLOSE","2023-09-14T21:00:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","444","DEAL_REASON_EXPERT","9.2801","-1.005","-0.10829624680768526","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","45","-0.11787557943526782","-0.0071174377224199285"
"L0619","P1_2022H2_2023","RC16","ZT-M30-US30-RANGE-COMP-61f61deaba","US30_BOOK","OPEN","2023-09-15T13:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","455","CLOSE","2023-09-15T17:30:00","lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv","467","DEAL_REASON_EXPERT","9.262","-2.407000000000044","-0.25987907579356984","0","202307","2023-07-31","50.8","4.7","TIGHTENING_IMPULSE","46","-0.34119017022744214","-0.02666666666666667"
