raw_date,session,representation,anchor_raw_epoch,causal_prefix_complete,causal_prefix_and_entry_minute_complete,complete_through_hold_end,original_full_future_complete
2024-03-12,LONDON_0800,ORIGINAL_DIRECT_UTC,1710230400,0,0,0,0
2024-03-12,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710241200,1,1,1,1
2024-03-12,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710250200,1,1,1,1
2024-03-12,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710261000,1,1,0,0
2024-03-13,LONDON_0800,ORIGINAL_DIRECT_UTC,1710316800,0,0,0,0
2024-03-13,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710327600,1,1,1,1
2024-03-13,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710336600,1,1,1,1
2024-03-13,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710347400,1,1,1,1
2024-03-14,LONDON_0800,ORIGINAL_DIRECT_UTC,1710403200,0,0,0,0
2024-03-14,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710414000,1,1,1,1
2024-03-14,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710423000,1,1,1,1
2024-03-14,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710433800,1,1,0,0
2024-03-15,LONDON_0800,ORIGINAL_DIRECT_UTC,1710489600,1,1,1,1
2024-03-15,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710500400,1,1,1,1
2024-03-15,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710509400,1,1,1,1
2024-03-15,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710520200,1,1,1,1
2024-03-18,LONDON_0800,ORIGINAL_DIRECT_UTC,1710748800,1,1,0,0
2024-03-18,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710759600,1,1,1,1
2024-03-18,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710768600,1,1,1,1
2024-03-18,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710779400,1,1,1,1
2024-03-19,LONDON_0800,ORIGINAL_DIRECT_UTC,1710835200,1,1,1,1
2024-03-19,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710846000,1,1,1,1
2024-03-19,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710855000,1,1,1,1
2024-03-19,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710865800,1,1,1,1
2024-03-20,LONDON_0800,ORIGINAL_DIRECT_UTC,1710921600,1,1,0,0
2024-03-20,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1710932400,1,1,1,1
2024-03-20,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1710941400,1,1,1,1
2024-03-20,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1710952200,1,1,1,1
2024-03-21,LONDON_0800,ORIGINAL_DIRECT_UTC,1711008000,1,1,1,1
2024-03-21,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711018800,1,1,1,1
2024-03-21,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711027800,1,1,1,1
2024-03-21,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711038600,1,1,1,1
2024-03-22,LONDON_0800,ORIGINAL_DIRECT_UTC,1711094400,1,1,1,1
2024-03-22,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711105200,1,1,1,1
2024-03-22,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711114200,1,1,1,1
2024-03-22,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711125000,1,1,1,1
2024-03-25,LONDON_0800,ORIGINAL_DIRECT_UTC,1711353600,1,1,1,1
2024-03-25,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711364400,1,1,1,1
2024-03-25,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711373400,1,1,1,1
2024-03-25,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711384200,1,1,1,1
2024-03-26,LONDON_0800,ORIGINAL_DIRECT_UTC,1711440000,0,0,0,0
2024-03-26,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711450800,1,1,1,1
2024-03-26,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711459800,1,1,1,1
2024-03-26,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711470600,1,1,1,1
2024-03-27,LONDON_0800,ORIGINAL_DIRECT_UTC,1711526400,0,0,0,0
2024-03-27,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711537200,1,1,1,1
2024-03-27,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711546200,1,1,1,1
2024-03-27,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,1711557000,1,1,1,1
2024-03-28,LONDON_0800,ORIGINAL_DIRECT_UTC,1711612800,0,0,0,0
2024-03-28,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,1711623600,1,1,1,1
2024-03-28,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,1711632600,1,1,1,1
