raw_date,session,representation,symbol,anchor_raw_epoch,anchor_raw_label,entry_raw_epoch,causal_prefix_complete,causal_prefix_and_entry_minute_complete,complete_through_hold_end,original_full_future_complete,pre_context_missing_count,pre_context_missing_relative_minutes,completed_signal_bars_missing_count,completed_signal_bars_missing_relative_minutes,entry_minute_missing_count,entry_minute_missing_relative_minutes,future_hold_path_missing_count,future_hold_path_missing_relative_minutes,unused_future_overcoverage_missing_count,unused_future_overcoverage_missing_relative_minutes
2024-01-02,LONDON_0800,ORIGINAL_DIRECT_UTC,US100,1704182400,2024-01-02T08:00:00,1704182700,0,0,0,0,1,-12,0,,0,,0,,0,
2024-01-02,LONDON_0800,ORIGINAL_DIRECT_UTC,US30,1704182400,2024-01-02T08:00:00,1704182700,0,0,0,0,1,-12,0,,0,,0,,0,
2024-01-02,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US100,1704189600,2024-01-02T10:00:00,1704189900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-02,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US30,1704189600,2024-01-02T10:00:00,1704189900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-02,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US100,1704205800,2024-01-02T14:30:00,1704206100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-02,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US30,1704205800,2024-01-02T14:30:00,1704206100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-02,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US100,1704213000,2024-01-02T16:30:00,1704213300,1,1,1,1,0,,0,,0,,0,,0,
2024-01-02,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US30,1704213000,2024-01-02T16:30:00,1704213300,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,LONDON_0800,ORIGINAL_DIRECT_UTC,US100,1704268800,2024-01-03T08:00:00,1704269100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,LONDON_0800,ORIGINAL_DIRECT_UTC,US30,1704268800,2024-01-03T08:00:00,1704269100,0,0,0,0,2,-22 -2,0,,0,,0,,0,
2024-01-03,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US100,1704276000,2024-01-03T10:00:00,1704276300,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US30,1704276000,2024-01-03T10:00:00,1704276300,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US100,1704292200,2024-01-03T14:30:00,1704292500,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US30,1704292200,2024-01-03T14:30:00,1704292500,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US100,1704299400,2024-01-03T16:30:00,1704299700,1,1,1,1,0,,0,,0,,0,,0,
2024-01-03,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US30,1704299400,2024-01-03T16:30:00,1704299700,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,LONDON_0800,ORIGINAL_DIRECT_UTC,US100,1704355200,2024-01-04T08:00:00,1704355500,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,LONDON_0800,ORIGINAL_DIRECT_UTC,US30,1704355200,2024-01-04T08:00:00,1704355500,0,0,0,0,1,-5,0,,0,,0,,0,
2024-01-04,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US100,1704362400,2024-01-04T10:00:00,1704362700,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US30,1704362400,2024-01-04T10:00:00,1704362700,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US100,1704378600,2024-01-04T14:30:00,1704378900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US30,1704378600,2024-01-04T14:30:00,1704378900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US100,1704385800,2024-01-04T16:30:00,1704386100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-04,NEW_YORK_0930,NY_CLOSE_BROKER_CONVENTION,US30,1704385800,2024-01-04T16:30:00,1704386100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,LONDON_0800,ORIGINAL_DIRECT_UTC,US100,1704441600,2024-01-05T08:00:00,1704441900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,LONDON_0800,ORIGINAL_DIRECT_UTC,US30,1704441600,2024-01-05T08:00:00,1704441900,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US100,1704448800,2024-01-05T10:00:00,1704449100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,LONDON_0800,NY_CLOSE_BROKER_CONVENTION,US30,1704448800,2024-01-05T10:00:00,1704449100,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US100,1704465000,2024-01-05T14:30:00,1704465300,1,1,1,1,0,,0,,0,,0,,0,
2024-01-05,NEW_YORK_0930,ORIGINAL_DIRECT_UTC,US30,1704465000,2024-01-05T14:30:00,1704465300,1,1,1,1,0,,0,,0,,0,,0,
