role,sequence,session,symbol,direction,anchor_epoch,anchor_time,entry_epoch,entry_time,exit_epoch,exit_time,opening_body_price,opening_range_price,volume_lots,planned_risk_usd,entry_bid,entry_ask,exit_bid,exit_ask,observed_spread_burden_price,exit_reason,actual_R,actual_pnl_usd,extra_stress_cost_usd,stressed_pnl_usd,actual_balance_before_usd,actual_balance_after_usd,stressed_balance_before_usd,stressed_balance_after_usd
OPEN_DRIVE_5M,1,NEW_YORK_0930,US100,LONG,1704205800,2024-01-02T14:30:00,1704206100,2024-01-02T14:35:00,1704206220,2024-01-02T14:37:00,3.5,8.19999999999709,0.24,1.9679999999993014,16670.0,16671.4,16663.200000000004,16664.600000000006,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-1.9679999999993014,0.336,-2.3039999999993013,100.0,98.03200000000069,100.0,97.6960000000007
OPEN_DRIVE_5M,2,NEW_YORK_0930,US30,SHORT,1704205800,2024-01-02T14:30:00,1704206100,2024-01-02T14:35:00,1704206220,2024-01-02T14:37:00,-1.9000000000014552,10.599999999998545,0.18,1.907999999999738,37508.1,37509.299999999996,37491.0,37492.2,1.2,TAKE,1.5000000000003433,2.8620000000002617,0.216,2.6460000000002615,98.03200000000069,100.89400000000096,97.6960000000007,100.34200000000095
OPEN_DRIVE_5M,3,NEW_YORK_0930,US30,SHORT,1704292200,2024-01-03T14:30:00,1704292500,2024-01-03T14:35:00,1704292980,2024-01-03T14:43:00,-2.099999999998545,9.80000000000291,0.2,1.9600000000005822,37592.4,37593.6,37576.399999999994,37577.7,1.3,TAKE,1.5000000000000002,2.9400000000008735,0.26,2.6800000000008737,100.89400000000096,103.83400000000184,100.34200000000095,103.02200000000182
OPEN_DRIVE_5M,4,NEW_YORK_0930,US100,SHORT,1704292200,2024-01-03T14:30:00,1704292500,2024-01-03T14:35:00,1704293460,2024-01-03T14:51:00,-5.25,8.150000000001455,0.24,1.9560000000003492,16420.9,16422.300000000003,16427.65,16429.050000000003,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-1.9560000000003492,0.336,-2.2920000000003493,103.83400000000184,101.87800000000149,103.02200000000182,100.73000000000148
OPEN_DRIVE_5M,5,NEW_YORK_0930,US100,LONG,1704378600,2024-01-04T14:30:00,1704378900,2024-01-04T14:35:00,1704379080,2024-01-04T14:38:00,4.149999999999636,8.450000000000728,0.24,2.0280000000001746,16345.3,16346.699999999999,16338.249999999998,16339.649999999998,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-2.0280000000001746,0.336,-2.3640000000001744,101.87800000000149,99.85000000000132,100.73000000000148,98.3660000000013
OPEN_DRIVE_5M,6,NEW_YORK_0930,US30,LONG,1704378600,2024-01-04T14:30:00,1704378900,2024-01-04T14:35:00,1704380460,2024-01-04T15:01:00,23.099999999998545,28.299999999995634,0.07,1.9809999999996946,37527.6,37528.799999999996,37500.5,37501.7,1.2,STOP_ADVERSE_FIRST,-1.0,-1.9809999999996946,0.084,-2.0649999999996944,99.85000000000132,97.86900000000162,98.3660000000013,96.30100000000161
OPEN_DRIVE_5M,7,LONDON_0800,US100,LONG,1704441600,2024-01-05T08:00:00,1704441900,2024-01-05T08:05:00,1704442020,2024-01-05T08:07:00,4.699999999998909,6.799999999999272,0.28,1.9039999999997965,16255.05,16256.449999999999,16249.65,16251.05,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-1.9039999999997965,0.39200000000000007,-2.2959999999997964,97.86900000000162,95.96500000000182,96.30100000000161,94.00500000000181
OPEN_DRIVE_5M,8,LONDON_0800,US30,LONG,1704441600,2024-01-05T08:00:00,1704441900,2024-01-05T08:05:00,1704442020,2024-01-05T08:07:00,8.200000000004366,10.0,0.19,1.9,37456.1,37457.4,37447.4,37448.700000000004,1.3,STOP_ADVERSE_FIRST,-1.0,-1.9,0.24700000000000003,-2.147,95.96500000000182,94.06500000000182,94.00500000000181,91.85800000000181
OPEN_DRIVE_5M,9,NEW_YORK_0930,US100,SHORT,1704465000,2024-01-05T14:30:00,1704465300,2024-01-05T14:35:00,1704465360,2024-01-05T14:36:00,-1.8999999999996362,4.849999999998545,0.38,1.842999999999447,16215.4,16216.8,16218.849999999999,16220.249999999998,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-1.842999999999447,0.532,-2.374999999999447,94.06500000000182,92.22200000000237,91.85800000000181,89.48300000000236
OPEN_DRIVE_5M,10,NEW_YORK_0930,US30,LONG,1704465000,2024-01-05T14:30:00,1704465300,2024-01-05T14:35:00,1704465540,2024-01-05T14:39:00,1.0,13.0,0.14,1.8200000000000003,37363.9,37365.1,37352.1,37353.299999999996,1.2,STOP_ADVERSE_FIRST,-1.0,-1.8200000000000003,0.168,-1.9880000000000002,92.22200000000237,90.40200000000237,89.48300000000236,87.49500000000236
OPEN_DRIVE_5M,11,LONDON_0800,US100,SHORT,1704700800,2024-01-08T08:00:00,1704701100,2024-01-08T08:05:00,1704701100,2024-01-08T08:05:00,-0.3500000000003638,3.75,0.48,1.7999999999999998,16268.4,16269.8,16270.75,16272.15,1.4000000000000001,STOP_ADVERSE_FIRST,-1.0,-1.7999999999999998,0.672,-2.472,90.40200000000237,88.60200000000238,87.49500000000236,85.02300000000237
OPEN_DRIVE_5M,12,LONDON_0800,US30,LONG,1704700800,2024-01-08T08:00:00,1704701100,2024-01-08T08:05:00,1704701160,2024-01-08T08:06:00,1.0,5.5,0.32,1.76,37325.4,37326.6,37334.85,37336.049999999996,1.2,TAKE,1.5,2.64,0.384,2.2560000000000002,88.60200000000238,91.24200000000238,85.02300000000237,87.27900000000237
