anchor_epoch,anchor_time,date,session,symbol,opening_body_price,opening_range_price,body_sign,drive_direction,fade_direction,entry_epoch,entry_time,entry_bid_open,entry_spread_points,entry_spread_price,minimum_lot_planned_risk_usd,minimum_lot_within_four_percent_at_100_usd
1704205800,2024-01-02T14:30:00,2024-01-02,NEW_YORK_0930,US100,3.5,8.19999999999709,1,LONG,SHORT,1704206100,2024-01-02T14:35:00,16670.0,140.0,1.4000000000000001,0.0819999999999709,True
1704205800,2024-01-02T14:30:00,2024-01-02,NEW_YORK_0930,US30,-1.9000000000014552,10.599999999998545,-1,SHORT,LONG,1704206100,2024-01-02T14:35:00,37508.1,120.0,1.2,0.10599999999998545,True
1704292200,2024-01-03T14:30:00,2024-01-03,NEW_YORK_0930,US100,-5.25,8.150000000001455,-1,SHORT,LONG,1704292500,2024-01-03T14:35:00,16420.9,140.0,1.4000000000000001,0.08150000000001455,True
1704292200,2024-01-03T14:30:00,2024-01-03,NEW_YORK_0930,US30,-2.099999999998545,9.80000000000291,-1,SHORT,LONG,1704292500,2024-01-03T14:35:00,37592.4,120.0,1.2,0.0980000000000291,True
1704378600,2024-01-04T14:30:00,2024-01-04,NEW_YORK_0930,US100,4.149999999999636,8.450000000000728,1,LONG,SHORT,1704378900,2024-01-04T14:35:00,16345.3,140.0,1.4000000000000001,0.08450000000000728,True
1704378600,2024-01-04T14:30:00,2024-01-04,NEW_YORK_0930,US30,23.099999999998545,28.299999999995634,1,LONG,SHORT,1704378900,2024-01-04T14:35:00,37527.6,120.0,1.2,0.28299999999995634,True
1704441600,2024-01-05T08:00:00,2024-01-05,LONDON_0800,US100,4.699999999998909,6.799999999999272,1,LONG,SHORT,1704441900,2024-01-05T08:05:00,16255.05,140.0,1.4000000000000001,0.06799999999999272,True
1704441600,2024-01-05T08:00:00,2024-01-05,LONDON_0800,US30,8.200000000004366,10.0,1,LONG,SHORT,1704441900,2024-01-05T08:05:00,37456.1,130.0,1.3,0.1,True
1704465000,2024-01-05T14:30:00,2024-01-05,NEW_YORK_0930,US100,-1.8999999999996362,4.849999999998545,-1,SHORT,LONG,1704465300,2024-01-05T14:35:00,16215.4,140.0,1.4000000000000001,0.04849999999998545,True
1704465000,2024-01-05T14:30:00,2024-01-05,NEW_YORK_0930,US30,1.0,13.0,1,LONG,SHORT,1704465300,2024-01-05T14:35:00,37363.9,120.0,1.2,0.13,True
1704700800,2024-01-08T08:00:00,2024-01-08,LONDON_0800,US100,-0.3500000000003638,3.75,-1,SHORT,LONG,1704701100,2024-01-08T08:05:00,16268.4,140.0,1.4000000000000001,0.0375,True
1704700800,2024-01-08T08:00:00,2024-01-08,LONDON_0800,US30,1.0,5.5,1,LONG,SHORT,1704701100,2024-01-08T08:05:00,37325.4,120.0,1.2,0.055,True
1704724200,2024-01-08T14:30:00,2024-01-08,NEW_YORK_0930,US100,-11.100000000000364,13.550000000001091,-1,SHORT,LONG,1704724500,2024-01-08T14:35:00,16288.85,140.0,1.4000000000000001,0.13550000000001092,True
1704724200,2024-01-08T14:30:00,2024-01-08,NEW_YORK_0930,US30,-12.099999999998545,16.89999999999418,-1,SHORT,LONG,1704724500,2024-01-08T14:35:00,37285.5,130.0,1.3,0.1689999999999418,True
1704810600,2024-01-09T14:30:00,2024-01-09,NEW_YORK_0930,US100,11.150000000001455,18.600000000002183,1,LONG,SHORT,1704810900,2024-01-09T14:35:00,16547.9,140.0,1.4000000000000001,0.18600000000002184,True
1704810600,2024-01-09T14:30:00,2024-01-09,NEW_YORK_0930,US30,4.900000000001455,11.80000000000291,1,LONG,SHORT,1704810900,2024-01-09T14:35:00,37544.5,120.0,1.2,0.11800000000002911,True
1704873600,2024-01-10T08:00:00,2024-01-10,LONDON_0800,US100,0.5,4.299999999999272,1,LONG,SHORT,1704873900,2024-01-10T08:05:00,16658.2,140.0,1.4000000000000001,0.042999999999992725,True
1704873600,2024-01-10T08:00:00,2024-01-10,LONDON_0800,US30,3.599999999998545,5.599999999998545,1,LONG,SHORT,1704873900,2024-01-10T08:05:00,37480.6,130.0,1.3,0.05599999999998545,True
1704897000,2024-01-10T14:30:00,2024-01-10,NEW_YORK_0930,US100,-6.149999999997817,8.149999999997817,-1,SHORT,LONG,1704897300,2024-01-10T14:35:00,16687.25,140.0,1.4000000000000001,0.08149999999997817,True
1704897000,2024-01-10T14:30:00,2024-01-10,NEW_YORK_0930,US30,-12.400000000001455,14.5,-1,SHORT,LONG,1704897300,2024-01-10T14:35:00,37498.1,120.0,1.2,0.145,True
1704960000,2024-01-11T08:00:00,2024-01-11,LONDON_0800,US100,-1.9000000000014552,4.799999999999272,-1,SHORT,LONG,1704960300,2024-01-11T08:05:00,16831.25,140.0,1.4000000000000001,0.04799999999999272,True
1704960000,2024-01-11T08:00:00,2024-01-11,LONDON_0800,US30,1.5999999999985448,7.5,1,LONG,SHORT,1704960300,2024-01-11T08:05:00,37742.5,130.0,1.3,0.075,True
1704983400,2024-01-11T14:30:00,2024-01-11,NEW_YORK_0930,US100,3.75,7.5,1,LONG,SHORT,1704983700,2024-01-11T14:35:00,16847.0,140.0,1.4000000000000001,0.075,True
1704983400,2024-01-11T14:30:00,2024-01-11,NEW_YORK_0930,US30,5.899999999994179,14.19999999999709,1,LONG,SHORT,1704983700,2024-01-11T14:35:00,37698.8,130.0,1.3,0.1419999999999709,True
