time_epoch,time_server,open,high,low,close,tick_volume,spread,real_volume
1656637200,2022.07.01 01:00:00,1807.12,1807.86,1804.5,1806.18,1784,15,0
1656640800,2022.07.01 02:00:00,1806.2,1807.04,1804.92,1806.48,1515,14,0
1656644400,2022.07.01 03:00:00,1806.52,1807.16,1803.37,1806.34,3085,14,0
1656648000,2022.07.01 04:00:00,1806.35,1806.93,1804.44,1804.49,5962,14,0
1656651600,2022.07.01 05:00:00,1804.49,1806.49,1803.91,1804.33,4726,14,0
1656655200,2022.07.01 06:00:00,1804.33,1804.62,1801.22,1801.37,6620,14,0
1656658800,2022.07.01 07:00:00,1801.37,1803.06,1800.65,1802.82,4885,14,0
1656662400,2022.07.01 08:00:00,1802.81,1802.9,1795.14,1797.38,6838,14,0
1656666000,2022.07.01 09:00:00,1797.38,1799.68,1796.11,1797.97,6119,14,0
1656669600,2022.07.01 10:00:00,1797.97,1798.52,1792.31,1794.67,8740,14,0
1656673200,2022.07.01 11:00:00,1794.67,1795.89,1792.5,1794.77,6366,14,0
1656676800,2022.07.01 12:00:00,1794.7,1797.0,1793.95,1795.6,6016,14,0
1656680400,2022.07.01 13:00:00,1795.62,1795.92,1789.33,1789.78,6833,14,0
1656684000,2022.07.01 14:00:00,1789.78,1791.62,1785.05,1790.49,9463,14,0
1656687600,2022.07.01 15:00:00,1790.47,1791.03,1784.4,1789.78,11399,14,0
1656691200,2022.07.01 16:00:00,1789.75,1798.41,1788.33,1794.14,14050,14,0
1656694800,2022.07.01 17:00:00,1794.14,1804.44,1793.29,1800.67,18570,14,0
1656698400,2022.07.01 18:00:00,1800.71,1808.74,1800.57,1806.22,11199,14,0
1656702000,2022.07.01 19:00:00,1806.27,1806.64,1798.91,1799.33,7238,14,0
1656705600,2022.07.01 20:00:00,1799.23,1805.55,1797.87,1804.8,6383,14,0
1656709200,2022.07.01 21:00:00,1804.78,1809.27,1804.44,1808.95,4009,14,0
1656712800,2022.07.01 22:00:00,1809.0,1809.18,1805.1,1805.27,4727,14,0
1656716400,2022.07.01 23:00:00,1805.34,1811.68,1805.27,1810.73,1809,14,0
1656896400,2022.07.04 01:00:00,1811.03,1811.89,1808.98,1809.89,1508,14,0
1656900000,2022.07.04 02:00:00,1809.8,1810.41,1807.99,1808.01,1565,14,0
1656903600,2022.07.04 03:00:00,1808.01,1811.45,1807.58,1808.14,3662,14,0
1656907200,2022.07.04 04:00:00,1808.14,1808.54,1805.43,1807.97,5899,14,0
1656910800,2022.07.04 05:00:00,1807.97,1814.22,1807.77,1809.54,5635,14,0
1656914400,2022.07.04 06:00:00,1809.52,1813.36,1809.18,1811.35,3781,14,0
1656918000,2022.07.04 07:00:00,1811.35,1812.58,1810.7,1812.33,1943,14,0
1656921600,2022.07.04 08:00:00,1812.33,1813.36,1810.93,1812.61,2703,14,0
1656925200,2022.07.04 09:00:00,1812.56,1812.85,1809.37,1810.7,5304,14,0
1656928800,2022.07.04 10:00:00,1810.7,1812.24,1808.11,1808.71,5091,14,0
1656932400,2022.07.04 11:00:00,1808.67,1809.18,1806.37,1807.34,5042,14,0
1656936000,2022.07.04 12:00:00,1807.33,1808.66,1805.13,1805.72,4011,14,0
1656939600,2022.07.04 13:00:00,1805.75,1806.81,1803.91,1803.99,3985,14,0
1656943200,2022.07.04 14:00:00,1803.99,1807.86,1803.99,1805.19,3905,14,0
1656946800,2022.07.04 15:00:00,1805.22,1809.57,1805.1,1807.65,4794,14,0
1656950400,2022.07.04 16:00:00,1807.65,1809.25,1807.08,1808.79,4443,14,0
1656954000,2022.07.04 17:00:00,1808.79,1810.95,1808.0,1809.88,5306,14,0
1656957600,2022.07.04 18:00:00,1809.88,1809.93,1805.53,1806.41,3011,14,0
1656961200,2022.07.04 19:00:00,1806.41,1807.05,1805.41,1806.8,1867,14,0
1656964800,2022.07.04 20:00:00,1806.8,1807.22,1806.36,1806.58,765,14,0
1656968400,2022.07.04 21:00:00,1806.55,1808.03,1806.51,1807.53,504,14,0
1656982800,2022.07.05 01:00:00,1807.73,1809.24,1807.1,1809.12,1237,25,0
1656986400,2022.07.05 02:00:00,1809.12,1809.75,1808.18,1809.22,1813,14,0
1656990000,2022.07.05 03:00:00,1809.22,1809.27,1806.48,1807.42,3504,14,0
1656993600,2022.07.05 04:00:00,1807.58,1812.13,1807.4,1811.7,6176,14,0
1656997200,2022.07.05 05:00:00,1811.7,1812.11,1808.92,1809.6,3801,14,0
1657000800,2022.07.05 06:00:00,1809.58,1811.36,1809.3,1810.85,3327,14,0
1657004400,2022.07.05 07:00:00,1810.83,1812.0,1810.23,1811.43,3146,14,0
1657008000,2022.07.05 08:00:00,1811.32,1811.88,1810.17,1811.77,3764,14,0
1657011600,2022.07.05 09:00:00,1811.76,1811.88,1808.01,1809.11,5896,14,0
1657015200,2022.07.05 10:00:00,1809.09,1809.79,1805.51,1806.07,6319,14,0
1657018800,2022.07.05 11:00:00,1806.05,1806.05,1800.56,1800.92,7722,14,0
1657022400,2022.07.05 12:00:00,1800.92,1805.37,1800.26,1803.43,7243,14,0
1657026000,2022.07.05 13:00:00,1803.43,1803.74,1800.69,1801.16,4705,14,0
1657029600,2022.07.05 14:00:00,1801.16,1802.66,1797.4,1798.06,6668,14,0
1657033200,2022.07.05 15:00:00,1798.06,1804.68,1796.26,1800.4,12337,14,0
1657036800,2022.07.05 16:00:00,1800.36,1800.37,1785.35,1786.13,17322,14,0
1657040400,2022.07.05 17:00:00,1786.2,1786.2,1766.32,1767.61,20261,14,0
1657044000,2022.07.05 18:00:00,1767.6,1770.04,1764.95,1768.87,11459,14,0
1657047600,2022.07.05 19:00:00,1768.87,1771.27,1765.74,1767.31,7697,14,0
1657051200,2022.07.05 20:00:00,1767.3,1767.5,1763.78,1765.0,7111,14,0
1657054800,2022.07.05 21:00:00,1765.0,1768.98,1764.74,1766.0,5588,14,0
1657058400,2022.07.05 22:00:00,1766.0,1768.08,1765.52,1766.9,5279,14,0
1657062000,2022.07.05 23:00:00,1766.93,1768.08,1764.28,1764.52,2581,14,0
1657069200,2022.07.06 01:00:00,1764.54,1768.55,1764.51,1767.99,1782,14,0
1657072800,2022.07.06 02:00:00,1767.99,1770.02,1767.69,1769.45,2091,14,0
1657076400,2022.07.06 03:00:00,1769.45,1771.16,1768.63,1771.12,4057,14,0
1657080000,2022.07.06 04:00:00,1771.14,1772.84,1768.22,1768.38,8251,14,0
1657083600,2022.07.06 05:00:00,1768.38,1772.13,1768.35,1770.73,6034,14,0
1657087200,2022.07.06 06:00:00,1770.73,1772.29,1769.15,1769.19,4761,14,0
1657090800,2022.07.06 07:00:00,1769.15,1769.65,1765.85,1766.47,3867,14,0
1657094400,2022.07.06 08:00:00,1766.45,1767.98,1762.97,1763.32,6976,14,0
1657098000,2022.07.06 09:00:00,1763.32,1769.8,1763.17,1769.15,8957,14,0
1657101600,2022.07.06 10:00:00,1769.14,1770.23,1766.51,1767.74,7930,14,0
1657105200,2022.07.06 11:00:00,1767.74,1771.76,1764.98,1766.19,7322,14,0
1657108800,2022.07.06 12:00:00,1766.14,1767.6,1763.87,1763.93,6146,14,0
1657112400,2022.07.06 13:00:00,1763.91,1764.23,1760.03,1761.22,6105,14,0
1657116000,2022.07.06 14:00:00,1761.22,1763.4,1760.36,1763.14,7204,14,0
1657119600,2022.07.06 15:00:00,1763.12,1767.89,1759.41,1765.32,12498,14,0
1657123200,2022.07.06 16:00:00,1765.32,1767.82,1755.37,1760.42,16974,14,0
1657126800,2022.07.06 17:00:00,1760.36,1760.62,1743.56,1743.72,21605,14,0
1657130400,2022.07.06 18:00:00,1743.72,1744.39,1732.67,1733.69,15295,14,0
1657134000,2022.07.06 19:00:00,1733.62,1736.69,1732.19,1735.07,8763,14,0
