"cash_date","rsp_open","rsp_close","spy_open","spy_close","relative_intraday_log_return","state"
"2022-10-11","128.79","128.69","358.235","357.74","0.0006059706652221179","BROAD_LEADS"
"2022-10-12","128.74","128.02","358.17","356.56","-0.0011031595235061874","MEGACAP_LEADS"
"2022-10-13","125.46","131.10","349.205","365.97","-0.002918812422606415","MEGACAP_LEADS"
"2022-10-14","131.98","128.20","368.55","357.63","0.0010186037685719906","BROAD_LEADS"
"2022-10-17","130.31","130.99","364.01","366.82","-0.0024851674832933497","MEGACAP_LEADS"
"2022-10-18","133.51","132.93","375.13","371.13","0.006366519496726549","BROAD_LEADS"
"2022-10-19","132.01","131.36","368.99","368.50","-0.0036071998156356824","MEGACAP_LEADS"
"2022-10-20","131.53","129.90","368.03","365.41","-0.005325593056964607","MEGACAP_LEADS"
"2022-10-21","129.89","132.87","365.12","374.29","-0.002121563158218674","MEGACAP_LEADS"
"2022-10-24","133.523","134.35","375.89","378.87","-0.0017220035135201584","MEGACAP_LEADS"
"2022-10-25","134.36","136.93","378.79","384.92","0.0028935229200824676","BROAD_LEADS"
"2022-10-26","137.06","137.20","381.62","382.02","-2.6685020686142936E-05","MEGACAP_LEADS"
"2022-10-27","138.00","137.33","383.07","379.98","0.003232223733291366","BROAD_LEADS"
"2022-10-28","137.40","140.18","379.87","389.02","-0.0037707359686978865","MEGACAP_LEADS"
"2022-10-31","139.44","139.56","386.44","386.21","0.0014555687774054475","BROAD_LEADS"
"2022-11-01","141.03","139.90","390.14","384.52","0.006465093836457906","BROAD_LEADS"
"2022-11-02","139.64","136.49","383.90","374.87","0.0009864724370565077","BROAD_LEADS"
"2022-11-03","135.083","135.80","371.465","371.01","0.006519441438584078","BROAD_LEADS"
"2022-11-04","137.699","137.91","377.00","376.35","0.003256780909601331","BROAD_LEADS"
"2022-11-07","138.47","139.01","377.71","379.95","-0.0020207823863036697","MEGACAP_LEADS"
"2022-11-08","139.36","139.84","381.11","382.00","0.0011058375640785644","BROAD_LEADS"
"2022-11-09","138.92","137.33","379.93","374.13","0.0038722552908247374","BROAD_LEADS"
"2022-11-10","142.07","144.69","388.05","394.69","0.001307179515303486","BROAD_LEADS"
"2022-11-11","145.18","146.08","395.59","398.51","-0.0011742056579237574","MEGACAP_LEADS"
"2022-11-14","145.56","144.49","396.66","395.12","-0.0034880973972667784","MEGACAP_LEADS"
"2022-11-15","146.64","145.85","401.15","398.49","0.0012511111694241666","BROAD_LEADS"
"2022-11-16","145.14","144.30","396.78","395.45","-0.0024467141209658307","MEGACAP_LEADS"
"2022-11-17","142.37","143.46","390.46","394.24","-0.0020073815778103507","MEGACAP_LEADS"
"2022-11-18","144.91","144.53","397.74","396.03","0.0016827979234952345","BROAD_LEADS"
"2022-11-21","143.91","144.47","394.64","394.59","0.004010475135893653","BROAD_LEADS"
"2022-11-22","145.26","146.39","396.63","399.90","-0.000461606657359271","MEGACAP_LEADS"
"2022-11-23","146.15","147.00","399.55","402.42","-0.0013583102977478062","MEGACAP_LEADS"
"2022-11-25","147.00","147.50","401.83","402.33","0.0021520552157413943","BROAD_LEADS"
"2022-11-28","146.28","144.87","399.09","395.91","-0.001685762060544103","MEGACAP_LEADS"
"2022-11-29","145.14","145.33","396.05","395.23","0.003380816774579096","BROAD_LEADS"
"2022-11-30","145.50","148.82","395.49","407.68","-0.007795615148187624","MEGACAP_LEADS"
"2022-12-01","149.62","149.03","408.77","407.38","-0.0005448785914972053","MEGACAP_LEADS"
"2022-12-02","147.17","148.94","402.25","406.91","0.0004369142103979994","BROAD_LEADS"
"2022-12-05","147.88","146.06","403.95","399.59","-0.001531551386992","MEGACAP_LEADS"
"2022-12-06","146.10","144.46","399.42","393.83","0.00280548460086138","BROAD_LEADS"
"2022-12-07","144.06","144.22","392.94","393.16","0.0005503067869852579","BROAD_LEADS"
"2022-12-08","145.07","145.15","395.14","396.24","-0.0022286498748951365","MEGACAP_LEADS"
"2022-12-09","144.66","144.03","394.94","393.28","-0.0001525219586823133","MEGACAP_LEADS"
"2022-12-12","144.27","146.15","394.11","398.95","0.0007409099948103917","BROAD_LEADS"
"2022-12-13","150.08","147.17","410.22","401.97","0.0007360381032381","BROAD_LEADS"
"2022-12-14","147.10","146.30","401.61","399.40","6.472790288825428E-05","BROAD_LEADS"
"2022-12-15","144.46","143.09","394.30","389.63","0.0023856203222622063","BROAD_LEADS"
"2022-12-16","141.83","141.36","385.18","383.27","0.0016517265530058634","BROAD_LEADS"
"2022-12-19","140.86","139.63","383.47","380.02","0.0002670856119959455","BROAD_LEADS"
"2022-12-20","139.46","139.77","379.23","380.54","-0.0012280227327283741","MEGACAP_LEADS"
"2022-12-21","140.94","141.93","383.25","386.23","-0.0007458187718395485","MEGACAP_LEADS"
"2022-12-22","140.83","140.39","383.05","380.72","0.0029721069238755667","BROAD_LEADS"
"2022-12-23","140.28","141.29","379.65","382.91","-0.001376108456736286","MEGACAP_LEADS"
"2022-12-27","141.42","141.38","382.79","381.40","0.003354957335989245","BROAD_LEADS"
"2022-12-28","141.48","139.35","381.33","376.66","-0.002847392201236575","MEGACAP_LEADS"
"2022-12-29","140.28","141.83","379.63","383.44","0.0010026713546683295","BROAD_LEADS"
"2022-12-30","140.94","141.25","380.64","382.43","-0.0024944813005818283","MEGACAP_LEADS"
"2023-01-03","142.08","141.12","384.37","380.82","0.0024991208142820893","BROAD_LEADS"
"2023-01-04","142.08","143.32","383.18","383.76","0.007177108666930752","BROAD_LEADS"
"2023-01-05","142.39","141.83","381.72","379.38","0.0022083997640894694","BROAD_LEADS"
"2023-01-06","143.322","145.23","382.61","388.08","-0.0009704648208799065","MEGACAP_LEADS"
"2023-01-09","145.97","145.29","390.37","387.86","0.0017811814966367662","BROAD_LEADS"
"2023-01-10","145.10","146.38","387.25","390.58","0.00022048572528082615","BROAD_LEADS"
"2023-01-11","146.97","148.16","392.23","395.52","-0.00028866582715574886","MEGACAP_LEADS"
"2023-01-12","148.61","148.72","396.67","396.96","9.099462721535068E-06","BROAD_LEADS"
"2023-01-13","147.53","149.07","393.62","398.50","-0.0019370719821153494","MEGACAP_LEADS"
"2023-01-17","148.97","148.74","398.48","397.77","0.00023823185394350596","BROAD_LEADS"
"2023-01-18","149.33","146.45","399.01","391.49","-0.0004480418834648635","MEGACAP_LEADS"
"2023-01-19","145.55","144.94","389.36","388.64","-0.0023489062391603274","MEGACAP_LEADS"
"2023-01-20","145.44","147.46","390.10","395.88","-0.0009146963835434344","MEGACAP_LEADS"
"2023-01-23","147.79","149.33","396.72","400.63","0.0005587089273009528","BROAD_LEADS"
"2023-01-24","148.90","148.98","398.88","400.20","-0.0027666733162185304","MEGACAP_LEADS"
"2023-01-25","147.73","149.32","395.95","400.35","-0.00034585314935501113","MEGACAP_LEADS"
"2023-01-26","150.15","150.52","403.13","404.75","-0.0015493306879528312","MEGACAP_LEADS"
"2023-01-27","150.21","150.80","403.655","405.68","-0.001083978189655668","MEGACAP_LEADS"
"2023-01-30","149.73","149.20","402.80","400.59","0.0019557161004578856","BROAD_LEADS"
"2023-01-31","149.58","151.73","401.13","406.48","0.0010220957828353649","BROAD_LEADS"
"2023-02-01","150.94","153.28","405.211","410.80","0.0016853484053355287","BROAD_LEADS"
"2023-02-02","154.35","154.96","414.86","416.78","-0.0006731225743718469","MEGACAP_LEADS"
"2023-02-03","153.38","153.06","411.59","412.35","-0.003933296002005543","MEGACAP_LEADS"
"2023-02-06","152.07","151.98","409.79","409.83","-0.0006896141185611804","MEGACAP_LEADS"
"2023-02-07","151.64","153.40","408.87","415.19","-0.0037993913906627184","MEGACAP_LEADS"
"2023-02-08","152.59","151.89","413.13","410.65","0.001423031967226122","BROAD_LEADS"
"2023-02-09","153.07","150.50","414.41","407.09","0.0008892817955233057","BROAD_LEADS"
"2023-02-10","150.09","150.96","405.86","408.04","0.0004228506265759402","BROAD_LEADS"
"2023-02-13","151.14","152.65","408.72","412.83","-6.440133444415852E-05","MEGACAP_LEADS"
"2023-02-14","152.26","152.36","411.24","412.64","-0.002742000726179992","MEGACAP_LEADS"
"2023-02-15","151.60","153.08","410.35","413.98","0.0009079779453065144","BROAD_LEADS"
"2023-02-16","151.29","151.35","408.79","408.28","0.001644873926455217","BROAD_LEADS"
"2023-02-17","150.71","151.03","406.06","407.26","-0.000829838041608359","MEGACAP_LEADS"
"2023-02-21","149.71","147.75","403.06","399.09","-0.0032799543001185687","MEGACAP_LEADS"
"2023-02-22","147.85","147.57","399.52","398.54","0.0005603501038967348","BROAD_LEADS"
"2023-02-23","148.47","148.12","401.56","400.66","-0.00011638711667309471","MEGACAP_LEADS"
"2023-02-24","146.37","146.85","395.42","396.38","0.0008491391993064624","BROAD_LEADS"
"2023-02-27","148.10","147.03","399.87","397.73","-0.0018849625128420549","MEGACAP_LEADS"
"2023-02-28","147.08","146.60","397.23","396.26","-0.0008239704268578618","MEGACAP_LEADS"
"2023-03-01","146.35","146.33","395.41","394.74","0.0015592129019017253","BROAD_LEADS"
"2023-03-02","145.77","147.48","392.68","397.81","-0.0013169372600003674","MEGACAP_LEADS"
"2023-03-03","148.18","149.55","399.71","404.19","-0.001942746180033178","MEGACAP_LEADS"
"2023-03-06","149.725","148.83","405.05","404.47","-0.004562615004509703","MEGACAP_LEADS"
"2023-03-07","148.87","146.43","404.42","398.27","-0.0012021686546434696","MEGACAP_LEADS"
"2023-03-08","146.49","146.74","398.39","398.92","0.0003756760043187649","BROAD_LEADS"
"2023-03-09","146.85","143.50","399.74","391.56","-0.0024010470717870692","MEGACAP_LEADS"
"2023-03-10","143.13","140.47","390.99","385.91","-0.005681562799474292","MEGACAP_LEADS"
"2023-03-13","138.01","138.75","381.81","385.36","-0.003907253323304682","MEGACAP_LEADS"
"2023-03-14","141.22","140.70","390.50","391.73","-0.006833851653546285","MEGACAP_LEADS"
"2023-03-15","138.11","138.73","385.89","389.28","-0.004267395273681935","MEGACAP_LEADS"
"2023-03-16","137.52","140.40","386.82","396.11","-0.003006351391453624","MEGACAP_LEADS"
"2023-03-17","139.96","138.03","393.22","389.99","-0.005637460753969963","MEGACAP_LEADS"
"2023-03-20","137.89","139.12","390.80","393.74","0.0013857313690643506","BROAD_LEADS"
"2023-03-21","140.70","140.98","397.24","398.91","-0.0022071232761803976","MEGACAP_LEADS"
"2023-03-22","140.99","137.81","398.73","392.11","-0.00607095755997359","MEGACAP_LEADS"
"2023-03-23","138.52","137.35","395.09","393.17","-0.0036108082563833027","MEGACAP_LEADS"
"2023-03-24","136.61","138.52","391.841","395.75","0.003958015136371139","BROAD_LEADS"
"2023-03-27","139.71","139.44","398.12","396.49","0.0021682028513350868","BROAD_LEADS"
"2023-03-28","139.23","139.72","395.77","395.60","0.003942812708200955","BROAD_LEADS"
"2023-03-29","141.00","141.82","399.925","401.35","0.0022419224477559486","BROAD_LEADS"
"2023-03-30","142.94","142.52","404.09","403.70","-0.0019770234847739094","MEGACAP_LEADS"
"2023-03-31","143.08","144.62","404.66","409.39","-0.0009153402325799784","MEGACAP_LEADS"
"2023-04-03","144.72","144.74","408.85","410.95","-0.00498502363558078","MEGACAP_LEADS"
"2023-04-04","145.03","143.29","411.62","408.67","-0.004877459600966767","MEGACAP_LEADS"
"2023-04-05","142.85","142.99","407.91","407.60","0.001739829555108529","BROAD_LEADS"
"2023-04-06","142.83","143.09","406.77","409.19","-0.004112989664762759","MEGACAP_LEADS"
"2023-04-10","142.49","143.96","406.61","409.61","0.00291266900093649","BROAD_LEADS"
"2023-04-11","144.39","144.90","410.26","409.72","0.004842982829165957","BROAD_LEADS"
"2023-04-12","145.81","144.20","411.87","408.05","-0.0017851298149740274","MEGACAP_LEADS"
"2023-04-13","144.45","145.31","409.18","413.47","-0.004493838993157489","MEGACAP_LEADS"
"2023-04-14","145.28","144.65","412.81","412.46","-0.003497676126601226","MEGACAP_LEADS"
"2023-04-17","144.71","145.63","412.37","413.94","0.0025373875474244047","BROAD_LEADS"
"2023-04-18","146.04","145.64","415.58","414.21","0.000559309795359893","BROAD_LEADS"
"2023-04-19","145.00","145.68","412.22","414.14","3.179950205079666E-05","BROAD_LEADS"
"2023-04-20","144.72","144.88","411.21","411.88","-0.0005230393890322458","MEGACAP_LEADS"
"2023-04-21","145.13","144.92","412.19","412.20","-0.0014722868176033834","MEGACAP_LEADS"
"2023-04-24","144.86","145.19","411.99","412.63","0.00072324029863695","BROAD_LEADS"
"2023-04-25","144.40","142.72","410.58","406.08","-0.000681947960588191","MEGACAP_LEADS"
"2023-04-26","142.40","141.23","406.72","404.36","-0.002430814181670595","MEGACAP_LEADS"
"2023-04-27","141.82","143.55","407.00","412.41","-0.0010800560176207376","MEGACAP_LEADS"
"2023-04-28","143.26","145.14","411.49","415.93","0.0023053742773156763","BROAD_LEADS"
"2023-05-01","145.03","145.01","415.47","415.51","-0.00023418388419502577","MEGACAP_LEADS"
"2023-05-02","144.53","142.84","414.77","410.84","-0.002241670303813538","MEGACAP_LEADS"
"2023-05-03","143.10","142.01","411.36","408.02","0.0005063418015126822","BROAD_LEADS"
"2023-05-04","141.69","140.66","406.93","405.13","-0.0028627644730085614","MEGACAP_LEADS"
"2023-05-05","141.90","143.03","408.91","412.63","-0.0011244104105330409","MEGACAP_LEADS"
"2023-05-08","143.42","142.77","412.97","412.74","-0.003985348321782811","MEGACAP_LEADS"
"2023-05-09","142.12","142.24","411.13","410.93","0.001330583110264813","BROAD_LEADS"
"2023-05-10","143.26","142.22","413.88","412.85","-0.004794260857620998","MEGACAP_LEADS"
"2023-05-11","141.61","141.51","411.95","412.13","-0.0011432650688201738","MEGACAP_LEADS"
"2023-05-12","142.04","141.52","413.42","411.59","0.0007686589154357786","BROAD_LEADS"
"2023-05-15","141.73","142.32","412.22","413.01","0.0022395858509555865","BROAD_LEADS"
"2023-05-16","141.86","140.31","411.86","410.25","-0.007069639561034502","MEGACAP_LEADS"
"2023-05-17","141.06","142.09","412.35","415.23","0.00031524757259497865","BROAD_LEADS"
"2023-05-18","141.87","143.24","414.90","419.23","-0.000771768186524309","MEGACAP_LEADS"
"2023-05-19","143.68","142.86","420.17","418.62","-0.0020276707180893485","MEGACAP_LEADS"
"2023-05-22","142.94","143.08","418.64","418.79","0.0006207136975733578","BROAD_LEADS"
"2023-05-23","142.60","141.55","417.08","414.09","-0.00019578800449104004","MEGACAP_LEADS"
"2023-05-24","140.93","140.01","412.42","411.09","-0.0033193856276849576","MEGACAP_LEADS"
"2023-05-25","140.18","139.92","414.74","414.65","-0.001639453389350532","MEGACAP_LEADS"
"2023-05-26","140.21","141.09","415.33","420.02","-0.004972258334356347","MEGACAP_LEADS"
"2023-05-30","141.37","140.84","422.03","420.18","0.0006371380690565463","BROAD_LEADS"
"2023-05-31","140.13","139.61","418.28","417.85","-0.0026891938986268885","MEGACAP_LEADS"
"2023-06-01","139.87","140.66","418.09","421.82","-0.003249751315355794","MEGACAP_LEADS"
"2023-06-02","141.90","143.73","424.50","427.92","0.004789698925550817","BROAD_LEADS"
"2023-06-05","143.91","143.24","428.28","427.10","-0.0019075496092018584","MEGACAP_LEADS"
"2023-06-06","143.17","144.21","426.67","428.03","0.0040554293334698135","BROAD_LEADS"
"2023-06-07","144.48","145.27","428.44","426.55","0.009874101757842032","BROAD_LEADS"
"2023-06-08","145.05","145.33","426.62","429.13","-0.003937707992300618","MEGACAP_LEADS"
"2023-06-09","145.50","145.16","429.96","429.90","-0.0021999466640507497","MEGACAP_LEADS"
"2023-06-12","145.45","146.12","430.92","433.80","-0.0020653233809109365","MEGACAP_LEADS"
"2023-06-13","146.59","147.53","435.32","436.66","0.0033185032204261426","BROAD_LEADS"
"2023-06-14","147.92","147.25","437.01","437.18","-0.004928696020063557","MEGACAP_LEADS"
"2023-06-15","146.95","148.95","436.33","442.60","-0.0007493035293790022","MEGACAP_LEADS"
"2023-06-16","149.61","148.83","443.02","439.46","0.002841022038720684","BROAD_LEADS"
"2023-06-20","147.47","146.84","437.45","437.18","-0.003663802683798658","MEGACAP_LEADS"
"2023-06-21","146.40","146.63","436.16","434.94","0.004370863429103012","BROAD_LEADS"
"2023-06-22","146.42","146.03","433.95","436.51","-0.0085490886005463","MEGACAP_LEADS"
"2023-06-23","145.01","144.77","432.93","433.21","-0.0023029761640130566","MEGACAP_LEADS"
"2023-06-26","144.77","145.65","432.62","431.44","0.00879150074587541","BROAD_LEADS"
"2023-06-27","145.86","147.43","432.35","436.17","0.001909599100636497","BROAD_LEADS"
"2023-06-28","147.17","147.18","435.05","436.39","-0.0030074256048000674","MEGACAP_LEADS"
"2023-06-29","147.13","148.33","435.96","438.11","0.003203447248579434","BROAD_LEADS"
"2023-06-30","149.25","149.64","441.44","443.28","-0.0015498568828845446","MEGACAP_LEADS"
"2023-07-03","149.35","150.01","442.92","443.79","0.002447103136333472","BROAD_LEADS"
"2023-07-05","149.39","149.37","441.91","443.13","-0.0028908260177953576","MEGACAP_LEADS"
"2023-07-06","148.00","148.15","439.42","439.66","0.0004669748517123903","BROAD_LEADS"
"2023-07-07","147.91","148.52","438.63","438.55","0.004298051325666437","BROAD_LEADS"
"2023-07-10","148.42","149.85","438.18","439.66","0.006216785148787154","BROAD_LEADS"
"2023-07-11","150.22","151.54","440.45","442.46","0.004195596919325738","BROAD_LEADS"
"2023-07-12","152.97","152.24","446.39","446.02","-0.0039543854287583296","MEGACAP_LEADS"
"2023-07-13","152.69","152.96","447.90","449.56","-0.00193260632914105","MEGACAP_LEADS"
"2023-07-14","153.10","152.06","450.475","449.28","-0.0041598426478610135","MEGACAP_LEADS"
"2023-07-17","151.78","152.35","449.13","450.84","-5.172978807163218E-05","MEGACAP_LEADS"
"2023-07-18","152.35","153.29","450.50","454.19","-0.002006488901678982","MEGACAP_LEADS"
"2023-07-19","153.59","154.05","455.01","455.20","0.002573024534434233","BROAD_LEADS"
"2023-07-20","153.89","153.89","454.17","452.18","0.004391246643726886","BROAD_LEADS"
"2023-07-21","154.40","154.11","453.96","452.18","0.0020487533413784138","BROAD_LEADS"
"2023-07-24","154.40","154.54","453.37","454.20","-0.0009227356125680415","MEGACAP_LEADS"
"2023-07-25","154.34","154.65","453.92","455.44","-0.001336475480663533","MEGACAP_LEADS"
"2023-07-26","154.35","155.00","454.47","455.51","0.0019166004535739476","BROAD_LEADS"
"2023-07-27","155.77","153.64","459.02","452.49","0.0005597617869383502","BROAD_LEADS"
"2023-07-28","155.05","154.40","455.88","456.92","-0.006479711833994056","MEGACAP_LEADS"
"2023-07-31","154.75","154.88","457.41","457.79","9.292335420622638E-06","BROAD_LEADS"
"2023-08-01","154.18","154.25","456.27","456.48","-6.23615842188039E-06","MEGACAP_LEADS"
"2023-08-02","153.07","152.78","453.25","450.13","0.005011064711664256","BROAD_LEADS"
"2023-08-03","152.20","152.02","448.04","448.84","-0.002967316942817485","MEGACAP_LEADS"
"2023-08-04","152.35","151.34","450.72","446.81","0.0020613116394407683","BROAD_LEADS"
"2023-08-07","151.92","152.62","448.71","450.71","0.00014978753833281254","BROAD_LEADS"
"2023-08-08","151.26","151.86","448.08","448.75","0.0024646814562925157","BROAD_LEADS"
"2023-08-09","151.98","151.42","449.03","445.75","0.0036399433452598546","BROAD_LEADS"
"2023-08-10","152.16","151.24","448.19","445.91","-0.0009645080595190045","MEGACAP_LEADS"
"2023-08-11","150.77","151.27","443.97","445.65","-0.00046607521157933027","MEGACAP_LEADS"
"2023-08-14","150.99","151.24","444.70","448.11","-0.005984470907306294","MEGACAP_LEADS"
"2023-08-15","150.34","149.25","446.27","442.89","0.00032607432600888133","BROAD_LEADS"
"2023-08-16","149.05","148.16","442.46","439.64","0.0004048054549296619","BROAD_LEADS"
"2023-08-17","148.74","147.02","441.16","436.29","-0.0005307217489948293","MEGACAP_LEADS"
"2023-08-18","146.13","147.28","433.37","436.50","0.000642391745058625","BROAD_LEADS"
"2023-08-21","147.41","147.25","437.55","439.34","-0.0051686133316901145","MEGACAP_LEADS"
"2023-08-22","147.53","146.67","441.18","438.15","0.0010452582635145065","BROAD_LEADS"
"2023-08-23","146.98","147.89","439.25","443.03","-0.0023965296973680293","MEGACAP_LEADS"
"2023-08-24","147.79","146.47","444.69","436.89","0.008724245135013839","BROAD_LEADS"
"2023-08-25","147.07","147.21","438.68","439.97","-0.001984850019931688","MEGACAP_LEADS"
"2023-08-28","147.88","148.31","442.24","442.76","0.0017284023072671828","BROAD_LEADS"
"2023-08-29","148.41","149.98","442.65","449.16","-0.0040765436817634376","MEGACAP_LEADS"
"2023-08-30","150.06","150.45","449.51","451.01","-0.0007358226421318747","MEGACAP_LEADS"
"2023-08-31","150.71","149.92","451.65","450.35","-0.0023731565753724827","MEGACAP_LEADS"
"2023-09-01","150.86","150.54","453.17","451.19","0.002255369386045801","BROAD_LEADS"
"2023-09-05","150.31","148.68","450.73","449.24","-0.007592258205513171","MEGACAP_LEADS"
