role,decision_time,model_month,symbol,direction,prediction,absolute_prediction,threshold,atr24,stop_distance,volume,exit_reason,actual_pnl_usd,stressed_pnl_usd,extra_stress_cost_usd,actual_balance_before,actual_balance_after,stressed_balance_before,stressed_balance_after
BREADTH_Q80,2024-01-16 12:00:00,2024-01,US30,LONG,0.1894260830491904,0.1894260830491904,0.15996215375382983,45.61666666666679,68.42500000000018,0.03,H1_CLOSE,-0.8340000000000872,-0.8700000000000873,0.036,114.71603124999955,113.88203124999946,112.63603124999962,111.76603124999953
BREADTH_Q80,2024-01-16 13:00:00,2024-01,US30,LONG,0.27141558786006953,0.27141558786006953,0.15996215375382983,46.63333333333321,69.94999999999982,0.03,H1_CLOSE,1.8180000000001746,1.7820000000001746,0.036,113.88203124999946,115.70003124999963,111.76603124999953,113.54803124999971
BREADTH_Q80,2024-01-16 16:00:00,2024-01,US500,SHORT,-0.24993943509102473,0.24993943509102473,0.15996215375382983,6.203333333333338,9.305000000000007,0.24,STOP,-2.2332000000000014,-2.3532000000000015,0.12,115.70003124999963,113.46683124999963,113.54803124999971,111.19483124999971
BREADTH_Q80,2024-01-16 17:00:00,2024-01,US30,SHORT,-0.3977961256937387,0.3977961256937387,0.15996215375382983,58.38333333333291,87.57499999999936,0.02,STOP,-1.7514999999999874,-1.7614999999999874,0.01,113.46683124999963,111.71533124999964,111.19483124999971,109.43333124999972
BREADTH_Q80,2024-01-16 18:00:00,2024-01,US30,SHORT,-0.36172799834117236,0.36172799834117236,0.15996215375382983,61.766666666666424,92.64999999999964,0.02,H1_CLOSE,1.3820000000001165,1.3600000000001164,0.022000000000000002,111.71533124999964,113.09733124999975,109.43333124999972,110.79333124999984
BREADTH_Q80,2024-01-16 20:00:00,2024-01,US30,SHORT,-0.42045857736311887,0.42045857736311887,0.15996215375382983,66.93749999999939,100.40624999999909,0.02,H1_CLOSE,0.43,0.43,0.0,113.09733124999975,113.52733124999976,110.79333124999984,111.22333124999984
BREADTH_Q80,2024-01-16 21:00:00,2024-01,US500,LONG,0.40296528965821454,0.40296528965821454,0.15996215375382983,8.981666666666683,13.472500000000025,0.16,H1_CLOSE,0.28,0.2,0.08,113.52733124999976,113.80733124999976,111.22333124999984,111.42333124999985
BREADTH_Q80,2024-01-16 22:00:00,2024-01,US500,LONG,0.32450558895261,0.32450558895261,0.15996215375382983,9.315000000000017,13.972500000000025,0.16,H1_CLOSE,0.9280000000000291,0.8480000000000292,0.08,113.80733124999976,114.73533124999979,111.42333124999985,112.27133124999988
BREADTH_Q80,2024-01-17 16:00:00,2024-01,US100,SHORT,-0.2696390806349029,0.2696390806349029,0.15996215375382983,48.14791666666633,72.2218749999995,0.03,H1_CLOSE,3.4169999999999345,3.4169999999999345,0.0,114.73533124999979,118.15233124999972,112.27133124999988,115.6883312499998
BREADTH_Q80,2024-01-17 18:00:00,2024-01,US500,LONG,0.16815459289606224,0.16815459289606224,0.15996215375382983,9.634583333333353,14.45187500000003,0.16,H1_CLOSE,0.28799999999988357,0.20799999999988358,0.08,118.15233124999972,118.4403312499996,115.6883312499998,115.89633124999969
BREADTH_Q80,2024-01-17 19:00:00,2024-01,US30,SHORT,-0.16815898963160208,0.16815898963160208,0.15996215375382983,62.541666666665755,93.81249999999864,0.02,H1_CLOSE,1.371999999999971,1.371999999999971,0.0,118.4403312499996,119.81233124999957,115.89633124999969,117.26833124999966
BREADTH_Q80,2024-01-17 20:00:00,2024-01,US500,SHORT,-0.16063916363732098,0.16063916363732098,0.15996215375382983,8.658333333333303,12.987499999999955,0.18,H1_CLOSE,1.755,1.665,0.09,119.81233124999957,121.56733124999957,117.26833124999966,118.93333124999967
BREADTH_Q80,2024-01-17 21:00:00,2024-01,US500,LONG,0.39495902068877853,0.39495902068877853,0.15996215375382983,8.931249999999977,13.396874999999966,0.18,H1_CLOSE,1.395,1.305,0.09,121.56733124999957,122.96233124999956,118.93333124999967,120.23833124999967
BREADTH_Q80,2024-01-17 23:00:00,2024-01,US100,LONG,0.1929662564190784,0.1929662564190784,0.15996215375382983,50.43541666666639,75.65312499999959,0.03,H1_CLOSE,-0.4275,-0.4695,0.042,122.96233124999956,122.53483124999957,120.23833124999967,119.76883124999968
BREADTH_Q80,2024-01-18 15:00:00,2024-01,US500,LONG,0.24000063850792874,0.24000063850792874,0.15996215375382983,8.233333333333311,12.349999999999966,0.19,H1_CLOSE,-1.159000000000069,-1.254000000000069,0.095,122.53483124999957,121.37583124999951,119.76883124999968,118.5148312499996
BREADTH_Q80,2024-01-18 16:00:00,2024-01,US30,LONG,0.2222854147654164,0.2222854147654164,0.15996215375382983,61.57916666666673,92.36875000000009,0.02,H1_CLOSE,-0.14,-0.14,0.0,121.37583124999951,121.2358312499995,118.5148312499996,118.3748312499996
BREADTH_Q80,2024-01-18 17:00:00,2024-01,US100,LONG,0.18424817113816477,0.18424817113816477,0.15996215375382983,49.43541666666624,74.15312499999936,0.03,H1_CLOSE,0.7785000000000218,0.7785000000000218,0.0,121.2358312499995,122.01433124999953,118.3748312499996,119.15333124999962
BREADTH_Q80,2024-01-18 20:00:00,2024-01,US30,SHORT,-0.3843261247744726,0.3843261247744726,0.15996215375382983,65.30416666666709,97.95625000000064,0.02,STOP,-1.9591250000000129,-1.9591250000000129,0.0,122.01433124999953,120.05520624999951,119.15333124999962,117.19420624999961
BREADTH_Q80,2024-01-19 02:00:00,2024-01,US100,LONG,0.22947971746954987,0.22947971746954987,0.15996215375382983,45.63333333333306,68.44999999999959,0.03,H1_CLOSE,0.07649999999997817,0.034499999999978166,0.042,120.05520624999951,120.1317062499995,117.19420624999961,117.22870624999959
BREADTH_Q80,2024-01-19 16:00:00,2024-01,US500,LONG,0.20227714332424998,0.20227714332424998,0.15996215375382983,8.886666666666656,13.329999999999984,0.18,STOP,-2.399399999999997,-2.489399999999997,0.09,120.1317062499995,117.7323062499995,117.22870624999959,114.73930624999959
BREADTH_Q80,2024-01-19 17:00:00,2024-01,US30,SHORT,-0.25242186912332965,0.25242186912332965,0.15996215375382983,71.89583333333424,107.84375000000136,0.02,H1_CLOSE,-1.07,-1.092,0.022000000000000002,117.7323062499995,116.6623062499995,114.73930624999959,113.64730624999959
BREADTH_Q80,2024-01-19 18:00:00,2024-01,US500,LONG,0.2505933927152364,0.2505933927152364,0.15996215375382983,9.097083333333293,13.645624999999939,0.17,H1_CLOSE,1.0114999999999692,0.9264999999999691,0.085,116.6623062499995,117.67380624999947,113.64730624999959,114.57380624999956
BREADTH_Q80,2024-01-19 20:00:00,2024-01,US100,LONG,0.26593390238255177,0.26593390238255177,0.15996215375382983,43.55208333333318,65.32812499999977,0.03,H1_CLOSE,2.064000000000087,2.0235000000000873,0.0405,117.67380624999947,119.73780624999957,114.57380624999956,116.59730624999965
BREADTH_Q80,2024-01-19 21:00:00,2024-01,US100,LONG,0.23526235432663875,0.23526235432663875,0.15996215375382983,43.408333333333154,65.11249999999973,0.03,H1_CLOSE,1.0125,1.0125,0.0,119.73780624999957,120.75030624999957,116.59730624999965,117.60980624999965
BREADTH_Q80,2024-01-22 03:00:00,2024-01,US30,LONG,0.29137404693412333,0.29137404693412333,0.15996215375382983,68.73750000000018,103.10625000000027,0.02,H1_CLOSE,-0.551999999999971,-0.5759999999999709,0.024,120.75030624999957,120.1983062499996,117.60980624999965,117.03380624999969
BREADTH_Q80,2024-01-22 15:00:00,2024-01,US500,SHORT,-0.17791296987615968,0.17791296987615968,0.15996215375382983,8.454583333333327,12.681874999999991,0.18,H1_CLOSE,0.585,0.495,0.09,120.1983062499996,120.7833062499996,117.03380624999969,117.52880624999969
BREADTH_Q80,2024-01-22 16:00:00,2024-01,US100,LONG,0.26760643074268337,0.26760643074268337,0.15996215375382983,40.22291666666646,60.33437499999968,0.04,H1_CLOSE,0.6519999999999709,0.6519999999999709,0.0,120.7833062499996,121.43530624999957,117.52880624999969,118.18080624999966
BREADTH_Q80,2024-01-22 19:00:00,2024-01,US500,LONG,0.18245380187173887,0.18245380187173887,0.15996215375382983,8.555416666666664,12.833124999999995,0.18,H1_CLOSE,-0.63,-0.72,0.09,121.43530624999957,120.80530624999957,118.18080624999966,117.46080624999966
BREADTH_Q80,2024-01-23 11:00:00,2024-01,US30,LONG,0.19919566706953437,0.19919566706953437,0.15996215375382983,44.520833333333336,66.78125,0.03,H1_CLOSE,0.5609999999999127,0.5249999999999126,0.036,120.80530624999957,121.36630624999948,117.46080624999966,117.98580624999957
BREADTH_Q80,2024-01-23 16:00:00,2024-01,US100,LONG,0.18326236459376857,0.18326236459376857,0.15996215375382983,37.49583333333385,56.24375000000077,0.04,STOP,-2.249750000000031,-2.249750000000031,0.0,121.36630624999948,119.11655624999945,117.98580624999957,115.73605624999954
BREADTH_Q80,2024-01-23 17:00:00,2024-01,US100,LONG,0.45775140631105715,0.45775140631105715,0.15996215375382983,38.99583333333385,58.49375000000077,0.04,H1_CLOSE,-0.8620000000001165,-0.8620000000001165,0.0,119.11655624999945,118.25455624999933,115.73605624999954,114.87405624999941
BREADTH_Q80,2024-01-23 18:00:00,2024-01,US30,LONG,0.23707727026737616,0.23707727026737616,0.15996215375382983,45.470833333333154,68.20624999999973,0.03,H1_CLOSE,-0.653999999999869,-0.6899999999998689,0.036,118.25455624999933,117.60055624999946,114.87405624999941,114.18405624999954
BREADTH_Q80,2024-01-23 20:00:00,2024-01,US100,LONG,0.284734530485898,0.284734530485898,0.15996215375382983,34.035416666667366,51.053125000001046,0.04,H1_CLOSE,-0.3619999999999709,-0.4179999999999709,0.05600000000000001,117.60055624999946,117.23855624999949,114.18405624999954,113.76605624999956
BREADTH_Q80,2024-01-23 22:00:00,2024-01,US500,SHORT,-0.19908806128854703,0.19908806128854703,0.15996215375382983,5.413333333333374,8.120000000000061,0.28,STOP,-2.2736000000000174,-2.4136000000000175,0.14,117.23855624999949,114.96495624999947,113.76605624999956,111.35245624999955
BREADTH_Q80,2024-01-23 23:00:00,2024-01,US30,SHORT,-0.2230209081854808,0.2230209081854808,0.15996215375382983,43.02499999999994,64.53749999999991,0.03,H1_CLOSE,-0.40799999999973807,-0.44399999999973805,0.036,114.96495624999947,114.55695624999974,111.35245624999955,110.90845624999982
BREADTH_Q80,2024-01-24 01:00:00,2024-01,US30,SHORT,-0.29399956597947585,0.29399956597947585,0.15996215375382983,41.61250000000018,62.41875000000027,0.03,H1_CLOSE,-0.6659999999999127,-0.7019999999999127,0.036,114.55695624999974,113.89095624999983,110.90845624999982,110.2064562499999
