role,decision_time,model_month,symbol,direction,prediction,absolute_prediction,threshold,atr24,stop_distance,volume,exit_reason,actual_pnl_usd,stressed_pnl_usd,extra_stress_cost_usd,actual_balance_before,actual_balance_after,stressed_balance_before,stressed_balance_after
BREADTH_Q80,2024-03-12 02:00:00,2024-03,US100,SHORT,-0.21300303503932808,0.21300303503932808,0.16066832492586788,59.982916666666675,89.97437500000001,0.03,H1_CLOSE,-0.46560000000001306,-0.47070000000001305,0.0051,166.23994375000404,165.77434375000402,154.96214375000406,154.49144375000404
BREADTH_Q80,2024-03-12 15:00:00,2024-03,US500,LONG,0.1930938513005495,0.1930938513005495,0.16066832492586788,8.964166666666491,13.446249999999736,0.24,STOP,-3.2270999999999366,-3.2414999999999368,0.0144,165.77434375000402,162.54724375000407,154.49144375000404,151.2499437500041
BREADTH_Q80,2024-03-12 16:00:00,2024-03,US30,SHORT,-0.5606011808937081,0.5606011808937081,0.16066832492586788,66.44750000000113,99.67125000000169,0.03,H1_CLOSE,-0.901499999999869,-0.9209999999998689,0.0195,162.54724375000407,161.64574375000421,151.2499437500041,150.3289437500042
BREADTH_Q80,2024-03-12 17:00:00,2024-03,US500,LONG,0.625583223157033,0.625583223157033,0.16066832492586788,10.98291666666652,16.47437499999978,0.19,H1_CLOSE,4.938100000000132,4.869700000000131,0.0684,161.64574375000421,166.58384375000435,150.3289437500042,155.19864375000435
BREADTH_Q80,2024-03-12 18:00:00,2024-03,US100,LONG,0.4763209659205615,0.4763209659205615,0.16066832492586788,59.303750000000186,88.95562500000028,0.03,H1_CLOSE,0.013500000000021828,0.013500000000021828,0.0,166.58384375000435,166.59734375000437,155.19864375000435,155.21214375000437
BREADTH_Q80,2024-03-12 19:00:00,2024-03,US100,LONG,0.2847671355561693,0.2847671355561693,0.16066832492586788,56.69125000000016,85.03687500000024,0.03,STOP,-2.551106250000007,-2.551106250000007,0.0,166.59734375000437,164.04623750000437,155.21214375000437,152.66103750000437
BREADTH_Q80,2024-03-12 21:00:00,2024-03,US500,SHORT,-0.1705599904664064,0.1705599904664064,0.16066832492586788,12.241249999999885,18.361874999999827,0.17,H1_CLOSE,-1.9464999999999693,-1.9464999999999693,0.0,164.04623750000437,162.0997375000044,152.66103750000437,150.7145375000044
BREADTH_Q80,2024-03-13 17:00:00,2024-03,US500,LONG,0.19037886366448364,0.19037886366448364,0.16066832492586788,10.014583333333348,15.021875000000023,0.21,H1_CLOSE,0.14489999999991596,0.07979999999991597,0.06509999999999999,162.0997375000044,162.24463750000433,150.7145375000044,150.79433750000433
BREADTH_Q80,2024-03-13 18:00:00,2024-03,US500,LONG,0.20238926146033748,0.20238926146033748,0.16066832492586788,9.227083333333326,13.840624999999989,0.23,H1_CLOSE,0.49220000000007536,0.40940000000007537,0.0828,162.24463750000433,162.7368375000044,150.79433750000433,151.2037375000044
BREADTH_Q80,2024-03-13 19:00:00,2024-03,US100,SHORT,-0.20594486980283966,0.20594486980283966,0.16066832492586788,43.07083333333321,64.60624999999982,0.05,H1_CLOSE,-0.8500000000000001,-0.8500000000000001,0.0,162.7368375000044,161.88683750000442,151.2037375000044,150.3537375000044
BREADTH_Q80,2024-03-13 21:00:00,2024-03,US100,SHORT,-0.34482006712683877,0.34482006712683877,0.16066832492586788,39.697916666666515,59.54687499999977,0.05,H1_CLOSE,0.4149999999999636,0.4149999999999636,0.0,161.88683750000442,162.30183750000438,150.3537375000044,150.76873750000436
BREADTH_Q80,2024-03-13 22:00:00,2024-03,US100,SHORT,-0.33805193616891116,0.33805193616891116,0.16066832492586788,37.65416666666639,56.48124999999959,0.05,H1_CLOSE,2.431000000000131,2.404500000000131,0.026500000000000003,162.30183750000438,164.7328375000045,150.76873750000436,153.1732375000045
BREADTH_Q80,2024-03-13 23:00:00,2024-03,US100,LONG,0.584878094906543,0.584878094906543,0.16066832492586788,39.04999999999973,58.57499999999959,0.05,H1_CLOSE,0.3485000000000582,0.32200000000005824,0.026500000000000003,164.7328375000045,165.08133750000457,153.1732375000045,153.49523750000455
BREADTH_Q80,2024-03-14 01:00:00,2024-03,US30,SHORT,-0.2427960808952703,0.2427960808952703,0.16066832492586788,47.15833333333436,70.73750000000155,0.04,H1_CLOSE,0.3920000000001164,0.34400000000011643,0.048,165.08133750000457,165.47333750000467,153.49523750000455,153.83923750000466
BREADTH_Q80,2024-03-14 05:00:00,2024-03,US30,SHORT,-0.18260520654212525,0.18260520654212525,0.16066832492586788,45.2458333333343,67.86875000000146,0.04,H1_CLOSE,0.41200000000011644,0.36400000000011645,0.048,165.47333750000467,165.8853375000048,153.83923750000466,154.20323750000478
BREADTH_Q80,2024-03-14 06:00:00,2024-03,US100,SHORT,-0.17482409476829727,0.17482409476829727,0.16066832492586788,38.53125000000015,57.79687500000023,0.05,H1_CLOSE,-0.08500000000003638,-0.15250000000003638,0.0675,165.8853375000048,165.80033750000476,154.20323750000478,154.05073750000474
BREADTH_Q80,2024-03-14 07:00:00,2024-03,US30,SHORT,-0.18152859844958466,0.18152859844958466,0.16066832492586788,44.54166666666788,66.81250000000182,0.04,H1_CLOSE,-0.2760000000000582,-0.3240000000000582,0.048,165.80033750000476,165.5243375000047,154.05073750000474,153.72673750000467
BREADTH_Q80,2024-03-14 08:00:00,2024-03,US30,SHORT,-0.18828957922775097,0.18828957922775097,0.16066832492586788,44.34583333333467,66.518750000002,0.04,H1_CLOSE,-0.48399999999965077,-0.5319999999996508,0.048,165.5243375000047,165.04033750000505,153.72673750000467,153.19473750000503
BREADTH_Q80,2024-03-14 09:00:00,2024-03,US30,SHORT,-0.1703528631488222,0.1703528631488222,0.16066832492586788,44.25416666666812,66.38125000000218,0.04,H1_CLOSE,-1.1839999999999418,-1.2279999999999418,0.044000000000000004,165.04033750000505,163.8563375000051,153.19473750000503,151.96673750000508
BREADTH_Q80,2024-03-14 10:00:00,2024-03,US30,SHORT,-0.22505269908674397,0.22505269908674397,0.16066832492586788,44.75416666666812,67.13125000000218,0.04,H1_CLOSE,-0.78,-0.8240000000000001,0.044000000000000004,163.8563375000051,163.0763375000051,151.96673750000508,151.14273750000507
BREADTH_Q80,2024-03-14 11:00:00,2024-03,US30,SHORT,-0.2507942731099115,0.2507942731099115,0.16066832492586788,45.53333333333497,68.30000000000246,0.04,H1_CLOSE,-1.4720000000001165,-1.4720000000001165,0.0,163.0763375000051,161.604337500005,151.14273750000507,149.67073750000495
BREADTH_Q80,2024-03-14 12:00:00,2024-03,US100,SHORT,-0.2736183923272648,0.2736183923272648,0.16066832492586788,39.06250000000015,58.59375000000023,0.05,H1_CLOSE,-0.09749999999985448,-0.16249999999985448,0.065,161.604337500005,161.50683750000513,149.67073750000495,149.5082375000051
BREADTH_Q80,2024-03-14 13:00:00,2024-03,US30,SHORT,-0.38061693562973736,0.38061693562973736,0.16066832492586788,45.68333333333521,68.52500000000282,0.04,H1_CLOSE,-0.003999999999941792,-0.051999999999941794,0.048,161.50683750000513,161.5028375000052,149.5082375000051,149.45623750000516
BREADTH_Q80,2024-03-14 16:00:00,2024-03,US100,SHORT,-0.2943282338519672,0.2943282338519672,0.16066832492586788,38.47083333333345,57.70625000000018,0.05,H1_CLOSE,6.6575000000000735,6.6575000000000735,0.0,161.5028375000052,168.16033750000528,149.45623750000516,156.11373750000524
BREADTH_Q80,2024-03-14 17:00:00,2024-03,US100,LONG,0.34428796067337625,0.34428796067337625,0.16066832492586788,43.2479166666667,64.87187500000005,0.05,H1_CLOSE,2.9375,2.9375,0.0,168.16033750000528,171.09783750000528,156.11373750000524,159.05123750000524
BREADTH_Q80,2024-03-14 18:00:00,2024-03,US30,LONG,0.7921484326066207,0.7921484326066207,0.16066832492586788,63.466666666669276,95.20000000000391,0.03,H1_CLOSE,0.31200000000004363,0.31200000000004363,0.0,171.09783750000528,171.40983750000532,159.05123750000524,159.36323750000528
BREADTH_Q80,2024-03-14 19:00:00,2024-03,US500,LONG,0.3964197431042673,0.3964197431042673,0.16066832492586788,8.272916666666598,12.409374999999898,0.27,H1_CLOSE,-3.0807000000002063,-3.1644000000002066,0.08370000000000001,171.40983750000532,168.32913750000512,159.36323750000528,156.19883750000508
BREADTH_Q80,2024-03-14 20:00:00,2024-03,US500,LONG,0.39055677771573405,0.39055677771573405,0.16066832492586788,8.47708333333325,12.715624999999875,0.26,H1_CLOSE,1.5703999999999907,1.5027999999999906,0.06760000000000001,168.32913750000512,169.8995375000051,156.19883750000508,157.70163750000506
BREADTH_Q80,2024-03-14 21:00:00,2024-03,US100,LONG,0.6896322112631809,0.6896322112631809,0.16066832492586788,45.05625000000009,67.58437500000014,0.05,H1_CLOSE,-2.0225000000000364,-2.0225000000000364,0.0,169.8995375000051,167.87703750000506,157.70163750000506,155.67913750000503
BREADTH_Q80,2024-03-14 22:00:00,2024-03,US500,LONG,0.42090893457095574,0.42090893457095574,0.16066832492586788,9.179166666666598,13.768749999999898,0.24,STOP,-3.304499999999975,-3.304499999999975,0.0,167.87703750000506,164.5725375000051,155.67913750000503,152.37463750000506
BREADTH_Q80,2024-03-14 23:00:00,2024-03,US500,LONG,0.4010019819181205,0.4010019819181205,0.16066832492586788,10.191666666666606,15.287499999999909,0.21,H1_CLOSE,-0.43049999999984717,-0.5165999999998472,0.08610000000000001,164.5725375000051,164.14203750000524,152.37463750000506,151.85803750000522
BREADTH_Q80,2024-03-15 17:00:00,2024-03,US500,LONG,0.3237116916558409,0.3237116916558409,0.16066832492586788,11.593333333333248,17.389999999999873,0.18,H1_CLOSE,2.4731999999999608,2.4173999999999607,0.055799999999999995,164.14203750000524,166.6152375000052,151.85803750000522,154.27543750000518
BREADTH_Q80,2024-03-15 18:00:00,2024-03,US30,LONG,0.4245890633297291,0.4245890633297291,0.16066832492586788,73.58999999999985,110.38499999999976,0.03,H1_CLOSE,-2.8289999999998687,-2.8289999999998687,0.0,166.6152375000052,163.78623750000534,154.27543750000518,151.44643750000532
BREADTH_Q80,2024-03-15 19:00:00,2024-03,US500,SHORT,-0.38774845843668876,0.38774845843668876,0.16066832492586788,11.009999999999877,16.514999999999816,0.19,H1_CLOSE,2.316100000000097,2.238200000000097,0.07790000000000001,163.78623750000534,166.10233750000543,151.44643750000532,153.6846375000054
BREADTH_Q80,2024-03-15 20:00:00,2024-03,US100,LONG,0.2758580399475284,0.2758580399475284,0.16066832492586788,54.92916666666664,82.39374999999995,0.04,H1_CLOSE,2.7760000000000584,2.734000000000058,0.042,166.10233750000543,168.8783375000055,153.6846375000054,156.41863750000547
BREADTH_Q80,2024-03-15 21:00:00,2024-03,US100,LONG,0.37964865956661764,0.37964865956661764,0.16066832492586788,55.13958333333327,82.70937499999991,0.04,H1_CLOSE,0.10600000000005821,0.10600000000005821,0.0,168.8783375000055,168.98433750000555,156.41863750000547,156.52463750000553
BREADTH_Q80,2024-03-15 22:00:00,2024-03,US500,LONG,0.16143863779458256,0.16143863779458256,0.16066832492586788,10.959999999999885,16.439999999999827,0.2,H1_CLOSE,-0.8120000000000801,-0.87400000000008,0.062,168.98433750000555,168.17233750000548,156.52463750000553,155.65063750000544
BREADTH_Q80,2024-03-15 23:00:00,2024-03,US100,LONG,0.23837654442288522,0.23837654442288522,0.16066832492586788,53.26249999999982,79.89374999999973,0.04,H1_CLOSE,0.9040000000000873,0.8500000000000872,0.054000000000000006,168.17233750000548,169.07633750000556,155.65063750000544,156.50063750000552
BREADTH_Q80,2024-03-18 02:00:00,2024-03,US30,SHORT,-0.16683501243580842,0.16683501243580842,0.16066832492586788,66.21916666666584,99.32874999999876,0.03,H1_CLOSE,0.08400000000008731,0.04800000000008731,0.036,169.07633750000556,169.16033750000565,156.50063750000552,156.5486375000056
BREADTH_Q80,2024-03-18 15:00:00,2024-03,US100,LONG,0.24834534812527892,0.24834534812527892,0.16066832492586788,49.95208333333297,74.92812499999945,0.04,H1_CLOSE,0.5451999999998952,0.5363999999998952,0.0088,169.16033750000565,169.70553750000556,156.5486375000056,157.0850375000055
BREADTH_Q80,2024-03-18 16:00:00,2024-03,US100,LONG,0.27662374829806424,0.27662374829806424,0.16066832492586788,49.60624999999967,74.4093749999995,0.04,H1_CLOSE,0.4860000000000582,0.4860000000000582,0.0,169.70553750000556,170.1915375000056,157.0850375000055,157.57103750000556
BREADTH_Q80,2024-03-18 17:00:00,2024-03,US100,LONG,0.34783121732344807,0.34783121732344807,0.16066832492586788,51.35624999999967,77.0343749999995,0.04,H1_CLOSE,2.723999999999942,2.723999999999942,0.0,170.1915375000056,172.91553750000554,157.57103750000556,160.2950375000055
BREADTH_Q80,2024-03-18 18:00:00,2024-03,US100,LONG,0.43656586981144835,0.43656586981144835,0.16066832492586788,47.533333333333,71.2999999999995,0.04,STOP,-2.85199999999998,-2.85199999999998,0.0,172.91553750000554,170.06353750000557,160.2950375000055,157.44303750000552
BREADTH_Q80,2024-03-18 19:00:00,2024-03,US500,LONG,0.489754108548833,0.489754108548833,0.16066832492586788,8.893749999999804,13.340624999999704,0.25,H1_CLOSE,-1.9524999999998727,-2.0424999999998725,0.09,170.06353750000557,168.1110375000057,157.44303750000552,155.40053750000564
BREADTH_Q80,2024-03-18 20:00:00,2024-03,US100,LONG,0.2763325192955236,0.2763325192955236,0.16066832492586788,44.85208333333291,67.27812499999936,0.04,H1_CLOSE,0.9340000000000873,0.9340000000000873,0.0,168.1110375000057,169.04503750000578,155.40053750000564,156.33453750000572
BREADTH_Q80,2024-03-18 21:00:00,2024-03,US500,LONG,0.20763507642745363,0.20763507642745363,0.16066832492586788,8.399999999999826,12.599999999999739,0.26,H1_CLOSE,-0.15859999999991486,-0.2521999999999149,0.0936,169.04503750000578,168.88643750000585,156.33453750000572,156.08233750000582
BREADTH_Q80,2024-03-18 23:00:00,2024-03,US30,LONG,0.27998022336765654,0.27998022336765654,0.16066832492586788,54.18750000000091,81.28125000000136,0.04,H1_CLOSE,-0.28400000000023284,-0.3240000000002328,0.04,168.88643750000585,168.60243750000564,156.08233750000582,155.75833750000558
BREADTH_Q80,2024-03-19 12:00:00,2024-03,US100,SHORT,-0.19171792564863369,0.19171792564863369,0.16066832492586788,50.187499999999694,75.28124999999955,0.04,H1_CLOSE,1.7911999999999535,1.7883999999999534,0.0028000000000000004,168.60243750000564,170.39363750000558,155.75833750000558,157.54673750000555
BREADTH_Q80,2024-03-19 15:00:00,2024-03,US100,SHORT,-0.2142932475987982,0.2142932475987982,0.16066832492586788,52.954166666666275,79.43124999999941,0.04,H1_CLOSE,-0.47000000000000003,-0.47000000000000003,0.0,170.39363750000558,169.92363750000558,157.54673750000555,157.07673750000555
BREADTH_Q80,2024-03-19 17:00:00,2024-03,US500,LONG,0.34208294045010135,0.34208294045010135,0.16066832492586788,9.631249999999872,14.446874999999807,0.23,H1_CLOSE,1.159200000000201,1.0764000000002008,0.0828,169.92363750000558,171.08283750000578,157.07673750000555,158.15313750000576
BREADTH_Q80,2024-03-19 20:00:00,2024-03,US500,LONG,0.26023904301226314,0.26023904301226314,0.16066832492586788,9.866666666666637,14.799999999999955,0.23,H1_CLOSE,0.5497000000000754,0.46690000000007537,0.0828,171.08283750000578,171.63253750000587,158.15313750000576,158.62003750000582
BREADTH_Q80,2024-03-19 21:00:00,2024-03,US30,SHORT,-0.33908618593564394,0.33908618593564394,0.16066832492586788,62.479166666667275,93.71875000000091,0.03,H1_CLOSE,0.18600000000013095,0.16500000000013096,0.021,171.63253750000587,171.818537500006,158.62003750000582,158.78503750000596
BREADTH_Q80,2024-03-19 22:00:00,2024-03,US30,LONG,0.23743796093796476,0.23743796093796476,0.16066832492586788,61.28333333333376,91.92500000000064,0.03,H1_CLOSE,2.3490000000000872,2.3280000000000873,0.021,171.818537500006,174.16753750000606,158.78503750000596,161.11303750000604
BREADTH_Q80,2024-03-20 13:00:00,2024-03,US100,SHORT,-0.17901191990912618,0.17901191990912618,0.16066832492586788,43.48958333333288,65.23437499999932,0.05,H1_CLOSE,-0.8024999999999637,-0.8224999999999636,0.020000000000000004,174.16753750000606,173.3650375000061,161.11303750000604,160.29053750000608
BREADTH_Q80,2024-03-20 15:00:00,2024-03,US500,LONG,0.25553477019980747,0.25553477019980747,0.16066832492586788,7.466666666666545,11.199999999999818,0.3,H1_CLOSE,-2.04300000000012,-2.15100000000012,0.108,173.3650375000061,171.322037500006,160.29053750000608,158.13953750000596
BREADTH_Q80,2024-03-20 17:00:00,2024-03,US500,LONG,0.24757317934197662,0.24757317934197662,0.16066832492586788,7.085416666666561,10.62812499999984,0.32,H1_CLOSE,1.2288000000000465,1.1136000000000466,0.1152,171.322037500006,172.55083750000603,158.13953750000596,159.253137500006
BREADTH_Q80,2024-03-20 18:00:00,2024-03,US30,LONG,0.2039298821644261,0.2039298821644261,0.16066832492586788,47.24166666666739,70.86250000000109,0.04,H1_CLOSE,-0.7520000000001165,-0.7960000000001165,0.044000000000000004,172.55083750000603,171.7988375000059,159.253137500006,158.4571375000059
BREADTH_Q80,2024-03-20 19:00:00,2024-03,US100,LONG,0.20226201450315356,0.20226201450315356,0.16066832492586788,39.50208333333285,59.25312499999927,0.05,H1_CLOSE,0.5524999999999637,0.5199999999999636,0.0325,171.7988375000059,172.35133750000585,158.4571375000059,158.97713750000585
BREADTH_Q80,2024-03-20 21:00:00,2024-03,US100,SHORT,-0.7742780649147678,0.7742780649147678,0.16066832492586788,35.24791666666624,52.87187499999936,0.06,STOP,-3.1723124999999617,-3.1723124999999617,0.0,172.35133750000585,169.17902500000588,158.97713750000585,155.80482500000588
BREADTH_Q80,2024-03-20 22:00:00,2024-03,US30,SHORT,-0.9730904102442159,0.9730904102442159,0.16066832492586788,53.3708333333337,80.05625000000055,0.04,STOP,-3.202250000000022,-3.202250000000022,0.0,169.17902500000588,165.97677500000586,155.80482500000588,152.60257500000586
BREADTH_Q80,2024-03-20 23:00:00,2024-03,US30,SHORT,-0.5910998902442148,0.5910998902442148,0.16066832492586788,56.6833333333337,85.02500000000055,0.03,H1_CLOSE,-0.8970000000000437,-0.9240000000000436,0.027,165.97677500000586,165.0797750000058,152.60257500000586,151.67857500000582
BREADTH_Q80,2024-03-21 14:00:00,2024-03,US500,LONG,0.18445371805807398,0.18445371805807398,0.16066832492586788,8.033333333333303,12.049999999999955,0.27,H1_CLOSE,1.3338000000001375,1.2366000000001376,0.09720000000000001,165.0797750000058,166.41357500000595,151.67857500000582,152.91517500000595
BREADTH_Q80,2024-03-21 17:00:00,2024-03,US500,SHORT,-0.5427171067259189,0.5427171067259189,0.16066832492586788,8.268749999999992,12.403124999999989,0.26,H1_CLOSE,-0.8216000000001986,-0.9022000000001987,0.0806,166.41357500000595,165.59197500000576,152.91517500000595,152.01297500000575
BREADTH_Q80,2024-03-21 18:00:00,2024-03,US30,SHORT,-0.29472438166421305,0.29472438166421305,0.16066832492586788,69.48750000000048,104.23125000000073,0.03,H1_CLOSE,-0.08100000000013097,-0.10500000000013096,0.024,165.59197500000576,165.51097500000563,152.01297500000575,151.90797500000562
BREADTH_Q80,2024-03-21 19:00:00,2024-03,US30,LONG,0.26692636498649014,0.26692636498649014,0.16066832492586788,68.60416666666727,102.90625000000091,0.03,H1_CLOSE,0.04799999999995634,0.02399999999995634,0.024,165.51097500000563,165.55897500000557,151.90797500000562,151.93197500000556
BREADTH_Q80,2024-03-21 20:00:00,2024-03,US500,LONG,0.17963567660920138,0.17963567660920138,0.16066832492586788,8.162500000000023,12.243750000000034,0.27,H1_CLOSE,-2.635200000000305,-2.7189000000003047,0.08370000000000001,165.55897500000557,162.92377500000526,151.93197500000556,149.21307500000526
BREADTH_Q80,2024-03-21 22:00:00,2024-03,US30,LONG,0.24404251568021548,0.24404251568021548,0.16066832492586788,66.72500000000127,100.08750000000191,0.03,H1_CLOSE,-0.4980000000001746,-0.4980000000001746,0.0,162.92377500000526,162.4257750000051,149.21307500000526,148.7150750000051
BREADTH_Q80,2024-03-22 12:00:00,2024-03,US100,SHORT,-0.17181783237802073,0.17181783237802073,0.16066832492586788,39.483333333332816,59.22499999999923,0.05,H1_CLOSE,0.1125,0.0475,0.065,162.4257750000051,162.53827500000511,148.7150750000051,148.7625750000051
BREADTH_Q80,2024-03-22 15:00:00,2024-03,US500,SHORT,-0.21172252130595165,0.21172252130595165,0.16066832492586788,7.006249999999947,10.50937499999992,0.3,H1_CLOSE,-1.037999999999738,-1.145999999999738,0.108,162.53827500000511,161.5002750000054,148.7625750000051,147.61657500000538
BREADTH_Q80,2024-03-22 16:00:00,2024-03,US30,LONG,0.20234611396513938,0.20234611396513938,0.16066832492586788,56.229166666668185,84.34375000000227,0.03,H1_CLOSE,-1.3080000000001746,-1.3320000000001744,0.024,161.5002750000054,160.19227500000522,147.61657500000538,146.28457500000522
BREADTH_Q80,2024-03-22 17:00:00,2024-03,US500,LONG,0.317146387122591,0.317146387122591,0.16066832492586788,7.181249999999939,10.771874999999909,0.29,H1_CLOSE,-2.2503999999997992,-2.3547999999997993,0.10439999999999999,160.19227500000522,157.94187500000544,146.28457500000522,143.9297750000054
BREADTH_Q80,2024-03-22 18:00:00,2024-03,US100,LONG,0.38300799077441183,0.38300799077441183,0.16066832492586788,40.360416666666424,60.540624999999636,0.05,H1_CLOSE,2.3375,2.3375,0.0,157.94187500000544,160.27937500000544,143.9297750000054,146.2672750000054
BREADTH_Q80,2024-03-22 19:00:00,2024-03,US500,LONG,0.4776525910325642,0.4776525910325642,0.16066832492586788,7.189583333333265,10.784374999999898,0.29,H1_CLOSE,0.33060000000009493,0.22620000000009494,0.10439999999999999,160.27937500000544,160.60997500000553,146.2672750000054,146.4934750000055
BREADTH_Q80,2024-03-22 20:00:00,2024-03,US500,LONG,0.36416270400588374,0.36416270400588374,0.16066832492586788,7.179166666666599,10.768749999999898,0.29,H1_CLOSE,1.9690999999999894,1.8646999999999891,0.10439999999999999,160.60997500000553,162.57907500000553,146.4934750000055,148.3581750000055
BREADTH_Q80,2024-03-22 21:00:00,2024-03,US500,LONG,0.4327907506855976,0.4327907506855976,0.16066832492586788,7.243749999999902,10.865624999999852,0.29,H1_CLOSE,-1.1628999999997995,-1.2672999999997996,0.10439999999999999,162.57907500000553,161.41617500000572,148.3581750000055,147.0908750000057
BREADTH_Q80,2024-03-22 23:00:00,2024-03,US100,LONG,0.49249949890429184,0.49249949890429184,0.16066832492586788,37.24583333333309,55.868749999999636,0.05,H1_CLOSE,0.40499999999992725,0.40499999999992725,0.0,161.41617500000572,161.82117500000564,147.0908750000057,147.4958750000056
BREADTH_Q80,2024-03-25 01:00:00,2024-03,US500,LONG,0.18587506778699084,0.18587506778699084,0.16066832492586788,6.8375000000000155,10.256250000000023,0.31,H1_CLOSE,-0.40610000000012403,-0.5332000000001241,0.12710000000000002,161.82117500000564,161.41507500000552,147.4958750000056,146.96267500000548
BREADTH_Q80,2024-03-25 03:00:00,2024-03,US100,LONG,0.19069048403848501,0.19069048403848501,0.16066832492586788,36.83541666666664,55.253124999999955,0.05,H1_CLOSE,-0.16499999999996362,-0.23499999999996365,0.07,161.41507500000552,161.25007500000555,146.96267500000548,146.72767500000552
BREADTH_Q80,2024-03-25 04:00:00,2024-03,US500,LONG,0.17364105601150795,0.17364105601150795,0.16066832492586788,6.79583333333331,10.193749999999966,0.31,H1_CLOSE,0.3534000000001015,0.22630000000010148,0.12710000000000002,161.25007500000555,161.60347500000566,146.72767500000552,146.9539750000056
BREADTH_Q80,2024-03-25 06:00:00,2024-03,US500,LONG,0.17979482681893813,0.17979482681893813,0.16066832492586788,6.793750000000007,10.190625000000011,0.31,H1_CLOSE,-0.34410000000018043,-0.4712000000001805,0.12710000000000002,161.60347500000566,161.2593750000055,146.9539750000056,146.48277500000543
BREADTH_Q80,2024-03-25 16:00:00,2024-03,US30,SHORT,-0.19358432055310035,0.19358432055310035,0.16066832492586788,51.258333333333816,76.88750000000073,0.04,H1_CLOSE,1.1680000000001747,1.1680000000001747,0.0,161.2593750000055,162.42737500000567,146.48277500000543,147.6507750000056
BREADTH_Q80,2024-03-25 17:00:00,2024-03,US30,SHORT,-0.3138502531248658,0.3138502531248658,0.16066832492586788,52.47916666666697,78.71875000000045,0.04,H1_CLOSE,0.7439999999999418,0.6959999999999419,0.048,162.42737500000567,163.1713750000056,147.6507750000056,148.34677500000555
BREADTH_Q80,2024-03-25 19:00:00,2024-03,US30,LONG,0.576247391982813,0.576247391982813,0.16066832492586788,46.291666666666664,69.4375,0.04,H1_CLOSE,-0.9679999999998836,-1.0159999999998837,0.048,163.1713750000056,162.20337500000574,148.34677500000555,147.33077500000567
BREADTH_Q80,2024-03-25 20:00:00,2024-03,US30,LONG,0.16489661400527397,0.16489661400527397,0.16066832492586788,46.420833333333576,69.63125000000036,0.04,H1_CLOSE,-0.7000000000000001,-0.7440000000000001,0.044000000000000004,162.20337500000574,161.50337500000575,147.33077500000567,146.58677500000567
BREADTH_Q80,2024-03-25 21:00:00,2024-03,US100,LONG,0.25763681769588453,0.25763681769588453,0.16066832492586788,33.762500000000124,50.64375000000018,0.06,H1_CLOSE,0.8820000000000436,0.8640000000000436,0.018,161.50337500000575,162.38537500000578,146.58677500000567,147.4507750000057
BREADTH_Q80,2024-03-26 01:00:00,2024-03,US30,SHORT,-0.18763010787566278,0.18763010787566278,0.16066832492586788,40.3083333333337,60.462500000000546,0.05,H1_CLOSE,-0.6899999999997818,-0.7449999999997817,0.05500000000000001,162.38537500000578,161.695375000006,147.4507750000057,146.70577500000593
BREADTH_Q80,2024-03-26 02:00:00,2024-03,US500,SHORT,-0.2681725020383082,0.2681725020383082,0.16066832492586788,5.331249999999916,7.996874999999875,0.4,H1_CLOSE,-0.7040000000000873,-0.8280000000000873,0.124,161.695375000006,160.99137500000592,146.70577500000593,145.87777500000584
BREADTH_Q80,2024-03-26 11:00:00,2024-03,US100,SHORT,-0.18772226657725494,0.18772226657725494,0.16066832492586788,31.568749999999756,47.353124999999636,0.06,H1_CLOSE,-1.5899999999999999,-1.623,0.033,160.99137500000592,159.4013750000059,145.87777500000584,144.25477500000585
BREADTH_Q80,2024-03-26 12:00:00,2024-03,US100,SHORT,-0.34858524264491414,0.34858524264491414,0.16066832492586788,32.59791666666646,48.89687499999968,0.06,H1_CLOSE,-0.7229999999999563,-0.8009999999999563,0.078,159.4013750000059,158.67837500000596,144.25477500000585,143.4537750000059
BREADTH_Q80,2024-03-26 13:00:00,2024-03,US30,SHORT,-0.31808098902298154,0.31808098902298154,0.16066832492586788,38.837500000000546,58.25625000000082,0.05,H1_CLOSE,-0.8950000000000728,-0.9500000000000729,0.05500000000000001,158.67837500000596,157.7833750000059,143.4537750000059,142.50377500000582
BREADTH_Q80,2024-03-26 14:00:00,2024-03,US30,SHORT,-0.17780316675798583,0.17780316675798583,0.16066832492586788,37.57500000000073,56.36250000000109,0.05,H1_CLOSE,1.0300000000002911,0.9800000000002911,0.05,157.7833750000059,158.81337500000618,142.50377500000582,143.48377500000612
BREADTH_Q80,2024-03-26 15:00:00,2024-03,US30,LONG,0.3249689154011435,0.3249689154011435,0.16066832492586788,37.54583333333418,56.31875000000127,0.05,H1_CLOSE,-2.089999999999782,-2.1399999999997816,0.05,158.81337500000618,156.7233750000064,143.48377500000612,141.34377500000633
BREADTH_Q80,2024-03-26 16:00:00,2024-03,US30,SHORT,-0.40106373225620046,0.40106373225620046,0.16066832492586788,37.67916666666739,56.51875000000109,0.05,H1_CLOSE,1.475,1.445,0.03,156.7233750000064,158.1983750000064,141.34377500000633,142.78877500000632
BREADTH_Q80,2024-03-26 17:00:00,2024-03,US500,LONG,0.26325184952359126,0.26325184952359126,0.16066832492586788,5.399999999999788,8.099999999999682,0.39,H1_CLOSE,0.17160000000019865,0.03120000000019864,0.1404,158.1983750000064,158.3699750000066,142.78877500000632,142.81997500000654
