time_epoch,time_utc,us100_open,us30_open,us500_open
1657022400,2022-07-05 12:00:00,11505.2,30943.9,3804.76
1657026000,2022-07-05 13:00:00,11513.95,30965.9,3807.76
1657029600,2022-07-05 14:00:00,11519.95,30971.9,3809.01
1657033200,2022-07-05 15:00:00,11464.95,30871.9,3793.89
1657036800,2022-07-05 16:00:00,11417.05,30710.9,3775.86
1657040400,2022-07-05 17:00:00,11426.45,30510.5,3753.24
1657044000,2022-07-05 18:00:00,11506.7,30436.6,3756.11
1657047600,2022-07-05 19:00:00,11549,30527.5,3767.61
1657051200,2022-07-05 20:00:00,11561.45,30528.05,3769.11
1657054800,2022-07-05 21:00:00,11651.2,30640.05,3790.11
1657058400,2022-07-05 22:00:00,11733.2,30826.6,3814.11
1657062000,2022-07-05 23:00:00,11789.45,30991.05,3835.36
1657069200,2022-07-06 01:00:00,11797.15,31003.25,3836.79
1657072800,2022-07-06 02:00:00,11787.05,30984.9,3833.86
1657076400,2022-07-06 03:00:00,11760.45,30914.9,3825.11
1657080000,2022-07-06 04:00:00,11829.2,31036.9,3842.36
1657083600,2022-07-06 05:00:00,11781.55,30936.9,3829.61
1657087200,2022-07-06 06:00:00,11768.8,30904.9,3825.36
1657090800,2022-07-06 07:00:00,11800.3,30982.9,3835.11
1657094400,2022-07-06 08:00:00,11774.55,30930.9,3828.36
1657098000,2022-07-06 09:00:00,11739.3,30853.9,3817.86
1657101600,2022-07-06 10:00:00,11771.55,30929.9,3827.36
1657105200,2022-07-06 11:00:00,11810.2,31010.9,3837.86
1657108800,2022-07-06 12:00:00,11747.2,30891.9,3821.49
1657112400,2022-07-06 13:00:00,11781.2,30974.5,3832.11
1657116000,2022-07-06 14:00:00,11765.95,30955.9,3829.36
1657119600,2022-07-06 15:00:00,11733.2,30908.9,3821.71
1657123200,2022-07-06 16:00:00,11785.45,30959.9,3831.36
1657126800,2022-07-06 17:00:00,11829.2,30991.5,3836.49
1657130400,2022-07-06 18:00:00,11823.05,30964.05,3831.36
1657134000,2022-07-06 19:00:00,11773,30890.05,3822.36
1657137600,2022-07-06 20:00:00,11799.3,30880.05,3825.01
1657141200,2022-07-06 21:00:00,11826.05,30932.5,3834.14
1657144800,2022-07-06 22:00:00,11914.05,31151.05,3861.26
1657148400,2022-07-06 23:00:00,11862.55,31067.05,3849.01
1657155600,2022-07-07 01:00:00,11878.55,31090.25,3852.44
1657159200,2022-07-07 02:00:00,11866.95,31073.9,3849.51
1657162800,2022-07-07 03:00:00,11876.7,31077.9,3851.01
1657166400,2022-07-07 04:00:00,11863.2,31036.9,3845.76
1657170000,2022-07-07 05:00:00,11840.45,30987.9,3838.51
1657173600,2022-07-07 06:00:00,11883.45,31094.9,3852.76
1657177200,2022-07-07 07:00:00,11871.45,31068.9,3848.76
1657180800,2022-07-07 08:00:00,11894.2,31101.9,3853.89
1657184400,2022-07-07 09:00:00,11903.2,31134.9,3858.26
1657188000,2022-07-07 10:00:00,11894.2,31125.9,3856.01
1657191600,2022-07-07 11:00:00,11903.3,31178.9,3861.26
1657195200,2022-07-07 12:00:00,11919.8,31141.9,3859.76
1657198800,2022-07-07 13:00:00,11888.45,31129.9,3854.26
1657202400,2022-07-07 14:00:00,11906.95,31173.9,3859.26
1657206000,2022-07-07 15:00:00,11923.2,31209.4,3863.76
1657209600,2022-07-07 16:00:00,11908.2,31235.9,3864.06
1657213200,2022-07-07 17:00:00,12013.2,31319.05,3888.56
1657216800,2022-07-07 18:00:00,12028.7,31316.05,3888.31
1657220400,2022-07-07 19:00:00,12066.9,31316.05,3893.81
1657224000,2022-07-07 20:00:00,12080.45,31322.05,3895.06
1657227600,2022-07-07 21:00:00,12104.7,31332.05,3899.06
1657231200,2022-07-07 22:00:00,12113.2,31379.05,3903.31
1657234800,2022-07-07 23:00:00,12115.2,31406.05,3903.81
1657242000,2022-07-08 01:00:00,12088.65,31351.25,3896.04
1657245600,2022-07-08 02:00:00,12090.3,31383.9,3898.61
1657249200,2022-07-08 03:00:00,12082.8,31363.9,3895.86
1657252800,2022-07-08 04:00:00,12098.55,31402.9,3900.74
1657256400,2022-07-08 05:00:00,12092.05,31375.9,3897.61
1657260000,2022-07-08 06:00:00,12053.8,31311.9,3888.61
1657263600,2022-07-08 07:00:00,12056.55,31303.9,3887.61
1657267200,2022-07-08 08:00:00,12073.8,31330.9,3892.11
1657270800,2022-07-08 09:00:00,12050.05,31281.9,3884.86
1657274400,2022-07-08 10:00:00,12065.55,31324.9,3890.49
1657278000,2022-07-08 11:00:00,12076.3,31335.9,3892.36
1657281600,2022-07-08 12:00:00,12054.3,31294.9,3887.11
1657285200,2022-07-08 13:00:00,12062.8,31354.9,3892.86
1657288800,2022-07-08 14:00:00,12047.8,31388.3,3893.86
1657292400,2022-07-08 15:00:00,12064.55,31424.5,3898.36
1657296000,2022-07-08 16:00:00,11990.05,31335.9,3882.11
1657299600,2022-07-08 17:00:00,11983.25,31273.05,3876.61
1657303200,2022-07-08 18:00:00,12125.05,31479.05,3909.11
1657306800,2022-07-08 19:00:00,12166.57,31475.05,3913.61
1657310400,2022-07-08 20:00:00,12037.95,31306.05,3885.61
1657314000,2022-07-08 21:00:00,12105.2,31374.05,3899.11
1657317600,2022-07-08 22:00:00,12156.57,31484.05,3914.61
1657321200,2022-07-08 23:00:00,12133.95,31364.05,3901.11
1657501200,2022-07-11 01:00:00,12118.8,31331.25,3897.34
1657504800,2022-07-11 02:00:00,12086.2,31307.9,3890.66
1657508400,2022-07-11 03:00:00,12096.95,31352.55,3895.66
1657512000,2022-07-11 04:00:00,12097.95,31325.9,3893.16
1657515600,2022-07-11 05:00:00,12035.45,31201.9,3876.29
1657519200,2022-07-11 06:00:00,12018.95,31202.9,3874.66
1657522800,2022-07-11 07:00:00,12029.7,31204.9,3876.41
1657526400,2022-07-11 08:00:00,12016.7,31202.9,3875.16
1657530000,2022-07-11 09:00:00,12008.7,31181.9,3872.66
1657533600,2022-07-11 10:00:00,12000.05,31111.9,3865.91
1657537200,2022-07-11 11:00:00,12023.7,31149.9,3871.41
1657540800,2022-07-11 12:00:00,12037.7,31180.9,3875.91
1657544400,2022-07-11 13:00:00,12031.7,31199.9,3876.29
1657548000,2022-07-11 14:00:00,12043.95,31230.9,3879.66
1657551600,2022-07-11 15:00:00,12024.7,31177.3,3872.66
1657555200,2022-07-11 16:00:00,12048.7,31175.9,3874.16
1657558800,2022-07-11 17:00:00,11866.2,31237.5,3860.16
1657562400,2022-07-11 18:00:00,11888.7,31183.05,3854.56
1657566000,2022-07-11 19:00:00,11896.7,31222.5,3859.41
1657569600,2022-07-11 20:00:00,11910.45,31262.05,3863.91
1657573200,2022-07-11 21:00:00,11965.2,31364.05,3878.51
1657576800,2022-07-11 22:00:00,11886.45,31222.5,3860.06
1657580400,2022-07-11 23:00:00,11870.7,31187.05,3857.21
1657587600,2022-07-12 01:00:00,11879.8,31222.25,3860.99
1657591200,2022-07-12 02:00:00,11861.45,31176.9,3855.31
1657594800,2022-07-12 03:00:00,11883.7,31235.9,3862.81
1657598400,2022-07-12 04:00:00,11794.7,31055.9,3837.31
1657602000,2022-07-12 05:00:00,11804.2,31061.9,3839.06
1657605600,2022-07-12 06:00:00,11797.7,31048.9,3837.06
1657609200,2022-07-12 07:00:00,11795.7,31043.9,3836.81
1657612800,2022-07-12 08:00:00,11787.95,31030.9,3834.81
1657616400,2022-07-12 09:00:00,11787.2,31015.9,3833.31
1657620000,2022-07-12 10:00:00,11792.7,31022.9,3834.31
1657623600,2022-07-12 11:00:00,11784.7,30995.9,3831.31
1657627200,2022-07-12 12:00:00,11798.45,31011.9,3834.06
1657630800,2022-07-12 13:00:00,11787.7,30949.9,3827.81
1657634400,2022-07-12 14:00:00,11800.95,30910.9,3825.81
1657638000,2022-07-12 15:00:00,11861.95,30965.3,3837.31
1657641600,2022-07-12 16:00:00,11889.7,30997.9,3843.06
1657645200,2022-07-12 17:00:00,11841.65,31242.05,3851.56
1657648800,2022-07-12 18:00:00,11853.7,31285.05,3855.06
1657652400,2022-07-12 19:00:00,11877.8,31272.05,3857.56
1657656000,2022-07-12 20:00:00,11896.8,31337.05,3862.81
1657659600,2022-07-12 21:00:00,11884.85,31292.05,3858.56
1657663200,2022-07-12 22:00:00,11811.35,31162.6,3839.56
1657666800,2022-07-12 23:00:00,11759.85,31013.05,3823.56
1657674000,2022-07-13 01:00:00,11767.95,31032.25,3824.69
1657677600,2022-07-13 02:00:00,11756.1,31018.9,3822.51
1657681200,2022-07-13 03:00:00,11755.85,31006.25,3821.76
1657684800,2022-07-13 04:00:00,11779.35,31050.9,3827.51
1657688400,2022-07-13 05:00:00,11768.6,31008.9,3822.76
1657692000,2022-07-13 06:00:00,11788.1,31059.9,3829.14
1657695600,2022-07-13 07:00:00,11789.35,31062.9,3830.01
1657699200,2022-07-13 08:00:00,11788.35,31044.9,3828.01
1657702800,2022-07-13 09:00:00,11788.7,31051.9,3828.76
1657706400,2022-07-13 10:00:00,11817.35,31098.9,3836.01
1657710000,2022-07-13 11:00:00,11776.35,30993.9,3822.26
1657713600,2022-07-13 12:00:00,11815.85,31101.9,3836.26
1657717200,2022-07-13 13:00:00,11797.1,31075.9,3831.76
1657720800,2022-07-13 14:00:00,11798.85,31064.9,3831.14
1657724400,2022-07-13 15:00:00,11809.6,31098.9,3836.01
1657728000,2022-07-13 16:00:00,11546.35,30681.9,3769.76
1657731600,2022-07-13 17:00:00,11656.3,30734.05,3790.01
1657735200,2022-07-13 18:00:00,11768.45,30806.05,3810.26
1657738800,2022-07-13 19:00:00,11727.95,30791.05,3802.26
1657742400,2022-07-13 20:00:00,11800.32,30925.05,3822.76
1657746000,2022-07-13 21:00:00,11805.2,30915.05,3823.26
1657749600,2022-07-13 22:00:00,11821.75,30969.05,3829.01
1657753200,2022-07-13 23:00:00,11738.97,30792.05,3803.01
1657760400,2022-07-14 01:00:00,11709.85,30735.25,3794.39
1657764000,2022-07-14 02:00:00,11681.5,30681.9,3785.71
1657767600,2022-07-14 03:00:00,11659.75,30627.9,3778.21
1657771200,2022-07-14 04:00:00,11677.5,30687.9,3785.46
1657774800,2022-07-14 05:00:00,11704.75,30732.9,3792.46
1657778400,2022-07-14 06:00:00,11719.25,30757.9,3796.46
1657782000,2022-07-14 07:00:00,11728.25,30790.9,3800.46
1657785600,2022-07-14 08:00:00,11732.25,30793.9,3801.46
1657789200,2022-07-14 09:00:00,11699.75,30733.9,3792.46
1657792800,2022-07-14 10:00:00,11691.25,30701.5,3788.46
1657796400,2022-07-14 11:00:00,11655,30621.9,3776.96
1657800000,2022-07-14 12:00:00,11612.5,30468.9,3758.21
1657803600,2022-07-14 13:00:00,11647.75,30519.5,3766.84
1657807200,2022-07-14 14:00:00,11637.75,30378.9,3753.71
1657810800,2022-07-14 15:00:00,11625,30355.9,3750.46
1657814400,2022-07-14 16:00:00,11637.6,30321.9,3752.71
1657818000,2022-07-14 17:00:00,11544.5,30230.5,3735.71
1657821600,2022-07-14 18:00:00,11556.15,30215.05,3735.96
1657825200,2022-07-14 19:00:00,11675.45,30470.05,3769.14
1657828800,2022-07-14 20:00:00,11625.95,30352.05,3751.51
1657832400,2022-07-14 21:00:00,11700.95,30463.05,3768.26
1657836000,2022-07-14 22:00:00,11780.95,30625.05,3790.26
1657839600,2022-07-14 23:00:00,11776.82,30650.05,3792.51
1657846800,2022-07-15 01:00:00,11788.8,30664.25,3795.29
1657850400,2022-07-15 02:00:00,11809.45,30723.9,3802.26
1657854000,2022-07-15 03:00:00,11840.7,30757.9,3808.51
1657857600,2022-07-15 04:00:00,11790.95,30655.9,3794.61
1657861200,2022-07-15 05:00:00,11826.45,30719.9,3803.76
1657864800,2022-07-15 06:00:00,11834.2,30727.9,3805.26
1657868400,2022-07-15 07:00:00,11830.2,30736.9,3805.51
1657872000,2022-07-15 08:00:00,11816.7,30708.9,3801.51
1657875600,2022-07-15 09:00:00,11802.55,30677.9,3797.36
1657879200,2022-07-15 10:00:00,11767.45,30595.9,3786.11
1657882800,2022-07-15 11:00:00,11782.7,30650.9,3792.86
1657886400,2022-07-15 12:00:00,11809.2,30708.9,3800.61
1657890000,2022-07-15 13:00:00,11794.45,30721.9,3798.36
1657893600,2022-07-15 14:00:00,11800.2,30743.9,3801.11
1657897200,2022-07-15 15:00:00,11782.95,30758.4,3799.61
1657900800,2022-07-15 16:00:00,11871.45,30962.9,3826.36
1657904400,2022-07-15 17:00:00,11874.95,30988.05,3826.86
1657908000,2022-07-15 18:00:00,11921.85,31215.05,3849.86
1657911600,2022-07-15 19:00:00,11933.6,31206.05,3853.11
1657915200,2022-07-15 20:00:00,11931.1,31189.05,3850.86
1657918800,2022-07-15 21:00:00,11957.6,31214.05,3854.91
1657922400,2022-07-15 22:00:00,11959.35,31230.05,3856.61
1657926000,2022-07-15 23:00:00,11985.85,31287.05,3863.86
1658106000,2022-07-18 01:00:00,12048.3,31354.25,3877.54
1658109600,2022-07-18 02:00:00,12023.2,31302.9,3868.86
1658113200,2022-07-18 03:00:00,12038.7,31343.9,3873.11
1658116800,2022-07-18 04:00:00,12015.95,31282.9,3866.11
1658120400,2022-07-18 05:00:00,12030.45,31332.9,3871.81
1658124000,2022-07-18 06:00:00,12036.7,31348.9,3873.31
1658127600,2022-07-18 07:00:00,12078.2,31362.9,3879.06
1658131200,2022-07-18 08:00:00,12081.45,31382.9,3881.06
1658134800,2022-07-18 09:00:00,12092.7,31412.55,3885.11
1658138400,2022-07-18 10:00:00,12105.7,31437.9,3889.11
1658142000,2022-07-18 11:00:00,12126.95,31498.9,3896.11
1658145600,2022-07-18 12:00:00,12149.7,31598.4,3907.11
1658149200,2022-07-18 13:00:00,12128.2,31549.9,3900.86
1658152800,2022-07-18 14:00:00,12123.7,31555.9,3900.36
1658156400,2022-07-18 15:00:00,12128.7,31625.3,3901.36
1658160000,2022-07-18 16:00:00,12104.7,31564.9,3894.91
1658163600,2022-07-18 17:00:00,12141.2,31507.05,3896.16
1658167200,2022-07-18 18:00:00,12114.9,31477.05,3892.41
1658170800,2022-07-18 19:00:00,12158.95,31491.6,3896.66
1658174400,2022-07-18 20:00:00,12122.45,31361.05,3884.16
1658178000,2022-07-18 21:00:00,11967,31259.6,3857.66
1658181600,2022-07-18 22:00:00,11904.82,31185.05,3843.66
1658185200,2022-07-18 23:00:00,11886.32,31087.05,3832.66
1658192400,2022-07-19 01:00:00,11889.25,31091.25,3836.09
1658196000,2022-07-19 02:00:00,11903.15,31098.9,3837.91
1658199600,2022-07-19 03:00:00,11920.15,31128.9,3842.66
1658203200,2022-07-19 04:00:00,11906.9,31087.9,3837.41
1658206800,2022-07-19 05:00:00,11911.4,31090.9,3837.91
1658210400,2022-07-19 06:00:00,11924.9,31123.9,3842.91
1658214000,2022-07-19 07:00:00,11905.65,31105.9,3839.41
1658217600,2022-07-19 08:00:00,11891.4,31083.9,3836.41
1658221200,2022-07-19 09:00:00,11912.65,31122.9,3841.66
1658224800,2022-07-19 10:00:00,11911.4,31121.9,3841.04
1658228400,2022-07-19 11:00:00,11893.9,31109.9,3838.16
1658232000,2022-07-19 12:00:00,11936.65,31165.9,3848.04
1658235600,2022-07-19 13:00:00,11959.9,31238.9,3858.16
1658239200,2022-07-19 14:00:00,11990.65,31292.9,3865.16
1658242800,2022-07-19 15:00:00,11992.4,31273.9,3863.91
1658246400,2022-07-19 16:00:00,12002.65,31311.9,3868.56
1658250000,2022-07-19 17:00:00,12046.15,31408.05,3881.66
1658253600,2022-07-19 18:00:00,12121.37,31549.5,3901.41
1658257200,2022-07-19 19:00:00,12160.5,31609.05,3910.16
1658260800,2022-07-19 20:00:00,12185.5,31681.05,3918.66
1658264400,2022-07-19 21:00:00,12232.25,31760.05,3929.26
1658268000,2022-07-19 22:00:00,12233.05,31771.05,3930.51
1658271600,2022-07-19 23:00:00,12248.92,31818.05,3934.76
1658278800,2022-07-20 01:00:00,12316.2,31863.25,3946.04
1658282400,2022-07-20 02:00:00,12300.1,31856.55,3943.61
1658286000,2022-07-20 03:00:00,12293.6,31850.9,3941.86
1658289600,2022-07-20 04:00:00,12315.85,31931.9,3951.61
1658293200,2022-07-20 05:00:00,12319.1,31961.9,3954.86
1658296800,2022-07-20 06:00:00,12328.35,32004.9,3959.86
1658300400,2022-07-20 07:00:00,12328.6,31991.9,3958.86
1658304000,2022-07-20 08:00:00,12322.35,31985.9,3957.86
1658307600,2022-07-20 09:00:00,12303.6,31946.9,3952.86
1658311200,2022-07-20 10:00:00,12308.6,31943.9,3952.36
1658314800,2022-07-20 11:00:00,12261.85,31840.9,3937.61
1658318400,2022-07-20 12:00:00,12280.35,31849.9,3940.61
1658322000,2022-07-20 13:00:00,12296.85,31877.9,3943.86
1658325600,2022-07-20 14:00:00,12247.1,31770.9,3929.11
1658329200,2022-07-20 15:00:00,12237.1,31762.9,3927.61
1658332800,2022-07-20 16:00:00,12248.1,31786.5,3931.26
1658336400,2022-07-20 17:00:00,12266.85,31704.05,3927.26
1658340000,2022-07-20 18:00:00,12466.65,31940.05,3972.51
1658343600,2022-07-20 19:00:00,12477.15,31930.5,3970.51
1658347200,2022-07-20 20:00:00,12439.65,31828.05,3959.26
1658350800,2022-07-20 21:00:00,12358.77,31689.05,3938.01
1658354400,2022-07-20 22:00:00,12434.6,31842.05,3957.76
1658358000,2022-07-20 23:00:00,12445.55,31889.9,3960.51
1658365200,2022-07-21 01:00:00,12421.5,31830.25,3953.79
1658368800,2022-07-21 02:00:00,12402.65,31811.9,3950.11
1658372400,2022-07-21 03:00:00,12415.65,31846.9,3954.86
1658376000,2022-07-21 04:00:00,12422.15,31845.9,3954.86
1658379600,2022-07-21 05:00:00,12390.9,31815.9,3949.11
1658383200,2022-07-21 06:00:00,12399.4,31841.9,3952.36
1658386800,2022-07-21 07:00:00,12412.9,31846.9,3954.61
1658390400,2022-07-21 08:00:00,12423.25,31870.9,3957.86
1658394000,2022-07-21 09:00:00,12464.65,31956.9,3969.86
1658397600,2022-07-21 10:00:00,12423.9,31892.9,3960.11
1658401200,2022-07-21 11:00:00,12420.4,31816.9,3952.01
1658404800,2022-07-21 12:00:00,12418.4,31809.9,3951.14
1658408400,2022-07-21 13:00:00,12450.65,31817.9,3955.76
1658412000,2022-07-21 14:00:00,12448.65,31801.9,3953.26
1658415600,2022-07-21 15:00:00,12451.65,31776.9,3952.26
1658419200,2022-07-21 16:00:00,12507.4,31901.9,3968.64
1658422800,2022-07-21 17:00:00,12478.4,31797.05,3960.76
1658426400,2022-07-21 18:00:00,12457.9,31704.6,3955.51
1658430000,2022-07-21 19:00:00,12508.65,31775.05,3966.51
1658433600,2022-07-21 20:00:00,12585.77,31914.05,3985.26
1658437200,2022-07-21 21:00:00,12556.9,31843.05,3976.76
1658440800,2022-07-21 22:00:00,12581.35,31890.05,3981.51
1658444400,2022-07-21 23:00:00,12623.35,32047.05,4000.01
1658451600,2022-07-22 01:00:00,12541.9,32011.25,3986.19
1658455200,2022-07-22 02:00:00,12535.3,31990.9,3983.76
1658458800,2022-07-22 03:00:00,12528.8,31974.9,3981.76
1658462400,2022-07-22 04:00:00,12534.55,32003.9,3984.76
1658466000,2022-07-22 05:00:00,12539.3,32014.9,3986.01
1658469600,2022-07-22 06:00:00,12521.8,31984.9,3981.01
1658473200,2022-07-22 07:00:00,12529.55,32003.9,3984.01
1658476800,2022-07-22 08:00:00,12519.8,31987.9,3981.51
1658480400,2022-07-22 09:00:00,12510.05,31966.9,3979.01
1658484000,2022-07-22 10:00:00,12532.8,32024.9,3986.76
1658487600,2022-07-22 11:00:00,12535.8,31995.9,3983.26
1658491200,2022-07-22 12:00:00,12549.55,32016.9,3986.61
1658494800,2022-07-22 13:00:00,12549.3,32018.9,3986.36
1658498400,2022-07-22 14:00:00,12567.3,32033.9,3989.36
1658502000,2022-07-22 15:00:00,12596.55,32094.9,3995.11
1658505600,2022-07-22 16:00:00,12577.8,32120.4,3994.11
1658509200,2022-07-22 17:00:00,12559.8,32061.05,3991.36
1658512800,2022-07-22 18:00:00,12564.55,32145.05,3999.24
1658516400,2022-07-22 19:00:00,12443.3,32003.05,3974.61
1658520000,2022-07-22 20:00:00,12409.3,31940.05,3964.36
1658523600,2022-07-22 21:00:00,12375.8,31837.05,3951.86
1658527200,2022-07-22 22:00:00,12367.8,31805.05,3948.86
1658530800,2022-07-22 23:00:00,12405.17,31912.05,3962.86
1658710800,2022-07-25 01:00:00,12436.75,31922.25,3966.04
1658714400,2022-07-25 02:00:00,12401.15,31856.9,3957.11
1658718000,2022-07-25 03:00:00,12386.4,31852.9,3955.11
1658721600,2022-07-25 04:00:00,12376.4,31832.9,3951.86
1658725200,2022-07-25 05:00:00,12381.15,31824.9,3951.61
1658728800,2022-07-25 06:00:00,12395.4,31864.9,3956.86
1658732400,2022-07-25 07:00:00,12400.9,31885.9,3959.61
1658736000,2022-07-25 08:00:00,12399.4,31870.5,3958.11
1658739600,2022-07-25 09:00:00,12391.15,31854.9,3955.61
1658743200,2022-07-25 10:00:00,12403.9,31884.9,3959.91
1658746800,2022-07-25 11:00:00,12398.4,31873.9,3958.61
1658750400,2022-07-25 12:00:00,12439.4,31964.9,3971.46
1658754000,2022-07-25 13:00:00,12477.15,32049.9,3982.96
1658757600,2022-07-25 14:00:00,12472.65,32085.9,3985.21
1658761200,2022-07-25 15:00:00,12457.65,32058.9,3981.21
1658764800,2022-07-25 16:00:00,12434.65,32036.9,3976.96
1658768400,2022-07-25 17:00:00,12369.65,32006.05,3967.71
1658772000,2022-07-25 18:00:00,12336.65,31986.05,3965.21
1658775600,2022-07-25 19:00:00,12354.9,32007.05,3971.96
1658779200,2022-07-25 20:00:00,12362.65,31994.05,3970.96
1658782800,2022-07-25 21:00:00,12305.4,31909.05,3957.71
1658786400,2022-07-25 22:00:00,12275.4,31870.05,3950.96
1658790000,2022-07-25 23:00:00,12338.52,32001.05,3968.71
1658797200,2022-07-26 01:00:00,12294.7,31874.25,3957.79
1658800800,2022-07-26 02:00:00,12292.85,31874.9,3957.61
1658804400,2022-07-26 03:00:00,12281.85,31862.9,3955.36
1658808000,2022-07-26 04:00:00,12273.35,31837.9,3951.86
1658811600,2022-07-26 05:00:00,12281.1,31865.9,3955.11
1658815200,2022-07-26 06:00:00,12291.85,31893.25,3958.86
1658818800,2022-07-26 07:00:00,12294.1,31896.9,3958.86
1658822400,2022-07-26 08:00:00,12292.35,31888.9,3957.99
1658826000,2022-07-26 09:00:00,12295.85,31891.9,3958.61
1658829600,2022-07-26 10:00:00,12290.6,31879.9,3957.11
1658833200,2022-07-26 11:00:00,12309.35,31906.9,3961.61
1658836800,2022-07-26 12:00:00,12295.85,31887.9,3958.99
1658840400,2022-07-26 13:00:00,12308.85,31876.9,3959.86
1658844000,2022-07-26 14:00:00,12280.85,31862.9,3954.61
1658847600,2022-07-26 15:00:00,12275.35,31877.9,3953.36
1658851200,2022-07-26 16:00:00,12264.1,31892.9,3953.36
1658854800,2022-07-26 17:00:00,12217.6,31883,3945.74
1658858400,2022-07-26 18:00:00,12179.1,31932.05,3941.56
1658862000,2022-07-26 19:00:00,12097.1,31777.05,3918.56
1658865600,2022-07-26 20:00:00,12123.35,31881.05,3928.81
1658869200,2022-07-26 21:00:00,12103.35,31846.05,3925.56
1658872800,2022-07-26 22:00:00,12088.1,31773.05,3920.06
1658876400,2022-07-26 23:00:00,12093.85,31764.6,3921.81
1658883600,2022-07-27 01:00:00,12179.7,31807.25,3939.44
1658887200,2022-07-27 02:00:00,12233.6,31843.9,3945.26
1658890800,2022-07-27 03:00:00,12264.85,31874.9,3953.01
1658894400,2022-07-27 04:00:00,12262.1,31869.9,3951.76
1658898000,2022-07-27 05:00:00,12254.1,31856.9,3949.51
1658901600,2022-07-27 06:00:00,12258.85,31869.9,3950.76
1658905200,2022-07-27 07:00:00,12261.85,31874.9,3951.51
1658908800,2022-07-27 08:00:00,12282.6,31920.9,3958.51
1658912400,2022-07-27 09:00:00,12273.85,31916.9,3957.01
1658916000,2022-07-27 10:00:00,12257.6,31899.9,3954.01
1658919600,2022-07-27 11:00:00,12283.1,31913.9,3958.51
1658923200,2022-07-27 12:00:00,12296.3,31929.9,3961.76
1658926800,2022-07-27 13:00:00,12282,31924.9,3959.26
