period,open_time,close_time,direction,feature,volume,planned_risk,stressed_net,stressed_r,us100_entry_open,us100_exit_open,us30_entry_open,us30_exit_open,us500_entry_open,us500_exit_open,signed_us100_total_log_return,signed_peer_common_log_return,signed_relative_log_return,identity_error,reference_us100_lot,reference_us30_ideal_lot,reference_us30_selected_lot,reference_us30_realized_weight,reference_us30_absolute_weight_error,reference_us500_ideal_lot,reference_us500_selected_lot,reference_us500_realized_weight,reference_us500_absolute_weight_error,minimum_feasible_step_index,minimum_feasible_us100_lot,minimum_staircase_capital,minimum_us30_selected_lot,minimum_us30_realized_weight,minimum_us30_absolute_weight_error,minimum_us500_selected_lot,minimum_us500_realized_weight,minimum_us500_absolute_weight_error
P1_2022H2_2023,2023-03-30 17:00:00,2023-03-30 21:00:00,BUY,2.2099397299999999,0.01,8.6437000000000008,-0.495,-0.057267142543123886,12962.82,12916.450000000001,32860.050000000003,32763.049999999999,4056.77,4038.4699999999998,-0.0035835670498769478,-0.0037387306643669538,0.00015516361449000602,0,0.01,0.0019724285264325525,0.01,2.5349460996912709,2.0349460996912709,0.015976774626118809,0.02,0.62590856002011919,0.12590856002011919,5,0.050000000000000003,700,0.01,0.50698921993825419,0.0069892199382541875,0.080000000000000002,0.50072684801609524,0.00072684801609523841
P1_2022H2_2023,2023-03-31 17:00:00,2023-03-31 21:00:00,BUY,1.20681408,0.01,8.6193000000000008,0.83499999999999996,0.096875616349355501,13026.049999999999,13113.32,33050.050000000003,33130.050000000003,4071.4200000000001,4088.1700000000001,0.0066773089217338211,0.0032616252855089851,0.0034156836362248359,0,0.01,0.0019706551124733548,0.01,2.5372273252444142,2.0372273252444142,0.01599693718653443,0.02,0.62511966405779185,0.12511966405779185,5,0.050000000000000003,700,0.01,0.50744546504888288,0.0074454650488828822,0.080000000000000002,0.50009573124623352,9.5731246233521361e-05
P1_2022H2_2023,2023-04-03 17:00:00,2023-04-03 21:00:00,SELL,-2.01883488,0.01,8.6526999999999994,0.56499999999999995,0.065297537184924939,13125.25,13065.799999999999,33593.5,33548.050000000003,4118.5500000000002,4109.8199999999997,0.0045397265173381706,0.0017378920450978144,0.0028018344722403562,0,0.01,0.00195354011936833,0.01,2.5594560103617074,2.0594560103617074,0.015934309405009044,0.02,0.62757661758823646,0.12757661758823646,5,0.050000000000000003,700,0.01,0.5118912020723414,0.0118912020723414,0.080000000000000002,0.50206129407058919,0.0020612940705891925
P1_2022H2_2023,2023-04-05 17:00:00,2023-04-05 21:00:00,SELL,-7.2028635899999998,0.01,8.6143000000000001,0.79649999999999632,0.092462533229629371,13028.450000000001,12947.450000000001,33531.050000000003,33467.050000000003,4098.1199999999999,4085.1199999999999,0.0062365702470202899,0.002543865420034598,0.0036927048269856919,0,0.01,0.0019427441132920083,0.01,2.5736791406498858,2.0736791406498858,0.015895642392121268,0.02,0.62910323177354177,0.12910323177354177,5,0.050000000000000003,700,0.01,0.51473582812997709,0.014735828129977091,0.080000000000000002,0.50328258541883331,0.0032825854188333059
P1_2022H2_2023,2023-04-11 17:00:00,2023-04-11 21:00:00,SELL,-1.6155927400000001,0.01,8.7417999999999996,-0.20500000000000002,-0.02345054794207143,13004.870000000001,13022,33638.050000000003,33779.599999999999,4110.8699999999999,4124.1199999999999,-0.0013163321193421654,-0.0037085910100334461,0.0023922588906912807,0,0.01,0.0019330594371552452,0.01,2.5865733375266347,2.0865733375266347,0.015817661468253679,0.02,0.63220470485287439,0.13220470485287439,5,0.050000000000000003,700,0.01,0.51731466750532684,0.017314667505326842,0.080000000000000002,0.50576376388229938,0.0057637638822993775
P1_2022H2_2023,2023-04-12 17:00:00,2023-04-12 21:00:00,SELL,-4.2686588399999996,0.01,8.7750000000000004,-0.065000000000000002,-0.0074074074074074077,12968.450000000001,12972.200000000001,33853.050000000003,33873.050000000003,4122.2700000000004,4122.8199999999997,-0.00028912151593125604,-0.00036201350253977369,7.2891986608517652e-05,0,0.01,0.0019154034865396176,0.01,2.6104160481784637,2.1104160481784637,0.015729743563619072,0.02,0.63573827249979753,0.13573827249979753,5,0.050000000000000003,700,0.01,0.52208320963569266,0.022083209635692658,0.080000000000000002,0.50859061799983796,0.0085906179998379573
P1_2022H2_2023,2023-04-13 17:00:00,2023-04-13 21:00:00,BUY,3.50830895,0.01,8.7723999999999993,1.2050000000000001,0.13736263736263737,12965.450000000001,13088.450000000001,33672.050000000003,33984.050000000003,4104.9200000000001,4140.8699999999999,0.0094420346901490908,0.0089714184601042413,0.00047061623004484958,0,0.01,0.0019252540311623439,0.01,2.5970598783690497,2.0970598783690497,0.015792573302281166,0.02,0.63320902861065365,0.13320902861065365,5,0.050000000000000003,700,0.01,0.51941197567381003,0.019411975673810034,0.080000000000000002,0.50656722288852296,0.0065672228885229611
P1_2022H2_2023,2023-04-14 17:00:00,2023-04-14 21:00:00,BUY,4.7185493799999998,0.01,8.8629999999999995,-1.3084999999999853,-0.14763624055060198,13137.75,13007.549999999999,34055.5,33815.050000000003,4160.1199999999999,4124.4200000000001,-0.0099598074066051187,-0.0078520466143447726,-0.0021077607922603461,0,0.01,0.0019288734565635506,0.01,2.5921866377423837,2.0921866377423837,0.015790109419920581,0.02,0.63330783429430459,0.13330783429430459,5,0.050000000000000003,700,0.01,0.51843732754847671,0.018437327548476712,0.080000000000000002,0.50664626743544361,0.0066462674354436091
P1_2022H2_2023,2023-04-17 17:00:00,2023-04-17 21:00:00,SELL,-0.65717998,0.01,8.7645999999999997,0.63500000000000001,0.072450539670949055,13072.35,13006.6,33955.050000000003,33852.050000000003,4140.8199999999997,4127.4200000000001,0.005042391607918321,0.0031396768515241057,0.0019027147563942153,0,0.01,0.0019249493079821704,0.01,2.5974709979460466,2.0974709979460466,0.015784735873570935,0.02,0.63352342922274874,0.13352342922274874,5,0.050000000000000003,700,0.01,0.51949419958920928,0.019494199589209282,0.080000000000000002,0.50681874337819899,0.0068187433781989881
P1_2022H2_2023,2023-04-19 17:00:00,2023-04-19 21:00:00,BUY,0.52998478000000004,0.01,8.7667999999999999,1.135,0.12946571154811334,13007.6,13123.969999999999,33883.050000000003,33957.050000000003,4137.7700000000004,4160.1700000000001,0.0089065271826424455,0.0037902724371132184,0.0051162547455292275,0,0.01,0.0019194848161543897,0.01,2.604865617023894,2.104865617023894,0.015718128363828823,0.02,0.63620806297856647,0.13620806297856647,5,0.050000000000000003,700,0.01,0.52097312340477875,0.020973123404778748,0.080000000000000002,0.50896645038285304,0.0089664503828530417
P1_2022H2_2023,2023-04-20 17:00:00,2023-04-20 21:00:00,BUY,3.3310466600000002,0.01,8.8244000000000007,0.505,0.057227686868228995,13032.15,13086.15,33720.050000000003,33871.050000000003,4128.7200000000003,4145.1199999999999,0.0041350376512552973,0.0042161792195435938,-8.1141568288296481e-05,0,0.01,0.0019324037182625764,0.01,2.5874510345568464,2.0874510345568464,0.015782312678021274,0.02,0.63362069957758327,0.13362069957758327,5,0.050000000000000003,700,0.01,0.51749020691136915,0.017490206911369155,0.080000000000000002,0.50689655966206648,0.0068965596620664815
P1_2022H2_2023,2023-04-21 17:00:00,2023-04-21 21:00:00,SELL,-2.0653786699999999,0.01,8.8620000000000001,-1.095,-0.12356127285037237,12909.5,13016.77,33789.050000000003,33820.050000000003,4122.4700000000003,4135.2700000000004,-0.0082750516847947281,-0.002008580344181176,-0.0062664713406135521,0,0.01,0.0019103082211544863,0.01,2.6173786746194665,2.1173786746194665,0.015657482043532154,0.02,0.63867229559626637,0.13867229559626637,5,0.050000000000000003,700,0.01,0.52347573492389332,0.023475734923893321,0.080000000000000002,0.51093783647701307,0.010937836477013074
P1_2022H2_2023,2023-04-24 17:00:00,2023-04-24 21:00:00,SELL,-0.72209089000000004,0.01,8.8203999999999994,0.52500000000000002,0.059521110153734534,13018.620000000001,12965.120000000001,33867.050000000003,33858.050000000003,4141.6700000000001,4136.4200000000001,0.0041179657434070958,0.0007670945219656794,0.0033508712214414165,0,0.01,0.0019220185991989265,0.01,2.6014316417561925,2.1014316417561925,0.015716631213978902,0.02,0.63626866749317512,0.13626866749317512,5,0.050000000000000003,700,0.01,0.52028632835123856,0.020286328351238558,0.080000000000000002,0.50901493399454012,0.0090149339945401197
P1_2022H2_2023,2023-04-25 17:00:00,2023-04-25 21:00:00,SELL,-1.04780549,0.01,8.8933,1.1369999999999889,0.12784905490650139,12901.549999999999,12783.57,33856.050000000003,33583.599999999999,4115.1199999999999,4081.8200000000002,0.0091867065248681622,0.0081024442138645115,0.0010842623110036507,0,0.01,0.0019053536960159261,0.01,2.6241846909867421,2.1241846909867421,0.015675788312369994,0.02,0.63792645069778442,0.13792645069778442,5,0.050000000000000003,700,0.01,0.52483693819734845,0.024836938197348446,0.080000000000000002,0.51034116055822754,0.010341160558227536
P1_2022H2_2023,2023-04-26 17:00:00,2023-04-26 21:00:00,BUY,1.7215677,0.01,8.9629999999999992,-0.35500000000000004,-0.039607274350105998,12878.950000000001,12848,33582.050000000003,33396.050000000003,4081.7199999999998,4065.02,-0.0024060384095937241,-0.0048269368423328992,0.0024208984327391751,0,0.01,0.0019175348139854474,0.01,2.6075145877575427,2.1075145877575427,0.015776376135550701,0.02,0.63385912671452249,0.13385912671452249,5,0.050000000000000003,700,0.01,0.52150291755150846,0.02150291755150846,0.080000000000000002,0.50708730137161795,0.0070873013716179489
P1_2022H2_2023,2023-04-27 17:00:00,2023-04-27 21:00:00,SELL,-0.82301221000000002,0.01,8.9488000000000003,-1.825,-0.20393795816198818,12945.450000000001,13126.32,33543.050000000003,33737.050000000003,4087.3699999999999,4119.8199999999997,-0.013874999793444098,-0.0068373465879544813,-0.0070376532054896163,0,0.01,0.0019296769375474201,0.01,2.5911073002483502,2.0911073002483502,0.015835916493980237,0.02,0.63147592397328789,0.13147592397328789,5,0.050000000000000003,700,0.01,0.51822146004966996,0.018221460049669957,0.080000000000000002,0.50518073917863027,0.005180739178630267
P1_2022H2_2023,2023-04-28 17:00:00,2023-04-28 21:00:00,SELL,-2.4774808099999999,0.01,8.8361000000000001,-0.71800000000001085,-0.08125756838424314,13134.299999999999,13200.950000000001,33858.5,34034.050000000003,4135.9499999999998,4159.5699999999997,-0.0050616677115544384,-0.0054330368952110863,0.00037136918365664792,0,0.01,0.0019395868098114209,0.01,2.5778686340345507,2.0778686340345507,0.015878214195045877,0.02,0.62979374614558825,0.12979374614558825,5,0.050000000000000003,700,0.01,0.51557372680691005,0.015573726806910049,0.080000000000000002,0.5038349969164706,0.003834996916470601
P1_2022H2_2023,2023-05-01 17:00:00,2023-05-01 21:00:00,SELL,-0.96850844000000003,0.01,8.8073999999999995,-0.46500000000000002,-0.052796512023979843,13241.549999999999,13281.370000000001,34189.5,34194.050000000003,4176.8000000000002,4183.2200000000003,-0.0030026882348206667,-0.00083447736727415675,-0.0021682108675465097,4.3368086899420177e-19,0.01,0.0019364936603343133,0.01,2.5819862478335236,2.0819862478335236,0.015851309615016282,0.02,0.6308627011188267,0.1308627011188267,5,0.050000000000000003,700,0.01,0.51639724956670474,0.016397249566704741,0.080000000000000002,0.50469016089506136,0.0046901608950613571
P1_2022H2_2023,2023-05-02 17:00:00,2023-05-02 21:00:00,BUY,1.2020851100000001,0.01,8.8032000000000004,-0.85499999999999998,-0.097123773173391492,13223,13141,33914.5,33664.050000000003,4150.5699999999997,4120.1700000000001,-0.0062206239131848131,-0.0073816993661993506,0.0011610754530145375,0,0.01,0.0019494611449380058,0.01,2.5648113136202073,2.0648113136202073,0.015929137443772782,0.02,0.62778038266656588,0.12778038266656588,5,0.050000000000000003,700,0.01,0.51296226272404133,0.012962262724041329,0.080000000000000002,0.50222430613325253,0.0022243061332525293
P1_2022H2_2023,2023-05-03 17:00:00,2023-05-03 21:00:00,BUY,0.78853602,0.01,8.9664999999999999,-0.17499999999999999,-0.019517091395750849,13172.200000000001,13156.700000000001,33730.050000000003,33738.5,4135.8699999999999,4136,-0.0011774135486587282,0.00014095945435092054,-0.0013183730030096488,0,0.01,0.001952591235411747,0.01,2.5606998071696454,2.0606998071696454,0.015924339981672541,0.02,0.62796951154704594,0.12796951154704594,5,0.050000000000000003,700,0.01,0.51213996143392904,0.012139961433929036,0.080000000000000002,0.50237560923763669,0.0023756092376366889
P1_2022H2_2023,2023-05-04 17:00:00,2023-05-04 21:00:00,BUY,1.17639749,0.01,8.9595000000000002,0.66500000000000004,0.07422289190244992,12976.370000000001,13044.25,33187.050000000003,33128.050000000003,4067.5700000000002,4072.5700000000002,0.0052174124968794779,-0.00027545189722399726,0.0054928643941034756,0,0.01,0.0019550351718516708,0.01,2.5574987457971687,2.0574987457971687,0.015951010062518898,0.02,0.62691954683782902,0.12691954683782902,5,0.050000000000000003,700,0.01,0.51149974915943364,0.011499749159433637,0.080000000000000002,0.5015356374702632,0.0015356374702631959
P1_2022H2_2023,2023-05-08 17:00:00,2023-05-08 21:00:00,BUY,1.33537924,0.01,9.0024999999999995,0.71499999999999997,0.079422382671480149,13212.65,13287.870000000001,33652.050000000003,33629.050000000003,4132.0699999999997,4137.8199999999997,0.0056768849826052056,0.00035344416099121316,0.0053234408216139926,0,0.01,0.0019631270606099774,0.01,2.5469568935830438,2.0469568935830438,0.015987930988584413,0.02,0.62547180164463601,0.12547180164463601,5,0.050000000000000003,700,0.01,0.50939137871660867,0.0093913787166086671,0.080000000000000002,0.50037744131570872,0.00037744131570871531
P1_2022H2_2023,2023-05-10 17:00:00,2023-05-10 21:00:00,BUY,4.23390077,0.01,8.9238,-0.70499999999999996,-0.079002218785719086,13319.25,13251.42,33569.050000000003,33330.050000000003,4134.3199999999997,4111.3699999999999,-0.0051056407193991581,-0.0063558389409190076,0.0012501982215198494,0,0.01,0.0019838586436017698,0.01,2.5203408600334107,2.0203408600334107,0.016108150796261538,0.02,0.62080372393340466,0.12080372393340466,5,0.050000000000000003,700,0.01,0.50406817200668208,0.0040681720066820803,0.080000000000000002,0.49664297914672362,0.0033570208532763823
P1_2022H2_2023,2023-05-11 17:00:00,2023-05-11 21:00:00,BUY,3.0531111499999999,0.01,8.8650000000000002,0.38500000000000001,0.043429216018048507,13332.549999999999,13374.67,33160.050000000003,33248.050000000003,4111.6999999999998,4121.8199999999997,0.0031542058605153805,0.0025542628792070538,0.00059994298130832671,0,0.01,0.0020103332172297689,0.01,2.4871498700548655,1.9871498700548655,0.016212941119245084,0.02,0.61679123648514345,0.11679123648514345,5,0.050000000000000003,700,0.01,0.49742997401097311,0.0025700259890268917,0.080000000000000002,0.49343298918811473,0.0065670108118852655
P1_2022H2_2023,2023-05-12 17:00:00,2023-05-12 21:00:00,BUY,0.76709024000000003,0.01,8.8362999999999996,-1.3760000000000037,-0.15572128605864488,13393.5,13267.049999999999,33336.5,33149.050000000003,4134.5500000000002,4099.9700000000003,-0.0094859969660368894,-0.0070188365304048985,-0.0024671604356319909,0,0.01,0.0020088341607547282,0.01,2.4890058610520027,1.9890058610520027,0.016197046837019748,0.02,0.61739649830141485,0.11739649830141485,5,0.050000000000000003,700,0.01,0.49780117221040054,0.0021988277895994557,0.080000000000000002,0.49391719864113187,0.0060828013588681284
P1_2022H2_2023,2023-05-15 17:00:00,2023-05-15 21:00:00,BUY,0.56654709999999997,0.01,8.7812999999999999,0.73499999999999999,0.083700591028663188,13329.07,13405.32,33215.050000000003,33304.050000000003,4116.2700000000004,4131.2700000000004,0.0057042787777707394,0.0031566885102863374,0.002547590267484402,0,0.01,0.0020064804960401982,0.01,2.4919255431924361,1.9919255431924361,0.016190713923041975,0.02,0.61763798974722184,0.11763798974722184,5,0.050000000000000003,700,0.01,0.49838510863848712,0.0016148913615128824,0.080000000000000002,0.49411039179777738,0.0058896082022226182
P1_2022H2_2023,2023-05-16 17:00:00,2023-05-16 21:00:00,BUY,5.8646771600000003,0.01,8.8107000000000006,0.55499999999999994,0.062991589771527787,13442.25,13501.969999999999,33191.050000000003,33143.050000000003,4123.5699999999997,4127.6199999999999,0.0044328689264780787,-0.0002327715227984895,0.0046656404492765677,8.6736173798840355e-19,0.01,0.0020249811319617791,0.01,2.4691588089791514,1.9691588089791514,0.016299286783054492,0.02,0.61352377764139188,0.11352377764139188,5,0.050000000000000003,700,0.01,0.49383176179583027,0.0061682382041697292,0.080000000000000002,0.49081902211311346,0.0091809778868865433
P1_2022H2_2023,2023-05-18 17:00:00,2023-05-18 21:00:00,BUY,4.5650658100000001,0.01,8.7765000000000004,0.51500000000000001,0.058679428018002619,13666.35,13721.469999999999,33312.050000000003,33244.050000000003,4157.5200000000004,4162.1700000000001,0.0040251523794506694,-0.00046277972186935799,0.0044879321013200271,0,0.01,0.0020512622309344516,0.01,2.4375235523749943,1.9375235523749943,0.016435699647866994,0.02,0.60843165878233763,0.10843165878233763,5,0.050000000000000003,700,0.01,0.48750471047499883,0.012495289525001174,0.080000000000000002,0.48674532702587009,0.013254672974129911
P1_2022H2_2023,2023-05-22 17:00:00,2023-05-22 21:00:00,BUY,5.9242480999999998,0.01,8.8260000000000005,-0.28500000000000003,-0.032290958531611152,13889.219999999999,13862.85,33342.050000000003,33342.050000000003,4198.9200000000001,4200.1700000000001,-0.001900399353007484,0.00014882564768671212,-0.002049225000694196,2.1684043449710089e-19,0.01,0.0020828383377746716,0.01,2.4005703704023702,1.9005703704023702,0.016539038609928267,0.02,0.60463006561923571,0.10463006561923571,5,0.050000000000000003,700,0.01,0.48011407408047402,0.019885925919525982,0.080000000000000002,0.48370405249538856,0.016295947504611441
P1_2022H2_2023,2023-05-23 17:00:00,2023-05-23 21:00:00,BUY,1.0150682499999999,0.01,8.7788000000000004,-0.88500000000000001,-0.10081104478972069,13825.5,13740.25,33271.050000000003,33214.050000000003,4184.9200000000001,4164.7700000000004,-0.0061852314400700206,-0.0032706030935294394,-0.0029146283465405812,0,0.01,0.0020777071958955305,0.01,2.4064988608006948,1.9064988608006948,0.016518236907754509,0.02,0.60539148674550658,0.10539148674550658,5,0.050000000000000003,700,0.01,0.48129977216013886,0.018700227839861139,0.080000000000000002,0.48431318939640516,0.015686810603594836
P1_2022H2_2023,2023-05-24 17:00:00,2023-05-24 21:00:00,BUY,2.1627841800000001,0.01,8.7071000000000005,-0.095000000000000001,-0.010910636147511801,13609.6,13603.1,32873.050000000003,32867.050000000003,4119.0699999999997,4118.6199999999999,-0.00047771813334330539,-0.00014589546008609585,-0.00033182267325720954,0,0.01,0.0020700239253735203,0.01,2.4154310192805082,1.9154310192805082,0.016520233936301157,0.02,0.60531830472607573,0.10531830472607573,5,0.050000000000000003,700,0.01,0.48308620385610168,0.016913796143898319,0.080000000000000002,0.48425464378086053,0.015745356219139472
P1_2022H2_2023,2023-05-25 17:00:00,2023-05-25 21:00:00,SELL,-2.0059495200000002,0.01,8.6041000000000007,-1.1649999999999998,-0.13540056484699151,13843.799999999999,13956.17,32753.049999999999,32785.050000000003,4136.4200000000001,4155.1199999999999,-0.0080842254140304631,-0.0027435803018189689,-0.0053406451122114942,0,0.01,0.0021133604351350485,0.01,2.3659002585995177,1.8659002585995177,0.016734035712040844,0.02,0.59758447825019156,0.097584478250191564,5,0.050000000000000003,700,0.01,0.47318005171990346,0.026819948280096539,0.080000000000000002,0.47806758260015314,0.02193241739984686
P1_2022H2_2023,2023-05-26 17:00:00,2023-05-26 21:00:00,BUY,1.4976594299999999,0.01,8.5574999999999992,1.9949999999999999,0.23312883435582823,14082.9,14285.4,32978.050000000003,33072.050000000003,4175.9200000000001,4202.0699999999997,0.014276741259853157,0.0045444469302766593,0.009732294329576497,1.7347234759768071e-18,0.01,0.0021351929541012886,0.01,2.3417087389671161,1.8417087389671161,0.016862032797563171,0.02,0.5930483068118072,0.093048306811807202,5,0.050000000000000003,700,0.01,0.46834174779342325,0.031658252206576754,0.080000000000000002,0.47443864544944581,0.025561354550554194
P1_2022H2_2023,2023-05-30 17:00:00,2023-05-30 21:00:00,SELL,-2.1859194,0.01,8.5160999999999998,0.82900000000001461,0.097345028827751506,14415.950000000001,14326.620000000001,33087.050000000003,32955.050000000003,4219.4499999999998,4196.6199999999999,0.0062158872795284783,0.0047114019225523128,0.0015044853569761655,0,0.01,0.002178488260512799,0.01,2.2951695864649921,1.7951695864649921,0.017082735901598551,0.02,0.58538632556300485,0.08538632556300485,5,0.050000000000000003,700,0.01,0.45903391729299836,0.040966082707001639,0.089999999999999997,0.52684769300670431,0.02684769300670431
P1_2022H2_2023,2023-05-31 17:00:00,2023-05-31 21:00:00,BUY,2.7301666500000001,0.01,8.5326000000000004,-0.29500000000000004,-0.034573283641562952,14349,14322.120000000001,32850.050000000003,32916.050000000003,4186.7200000000003,4188.3199999999997,-0.0018750580985665384,0.0011946007464667386,-0.0030696588450332771,2.1684043449710089e-19,0.01,0.0021840149406165289,0.01,2.2893616279880131,1.7893616279880131,0.017136326288837087,0.02,0.58355564847724584,0.083555648477245836,5,0.050000000000000003,700,0.01,0.45787232559760266,0.042127674402397342,0.089999999999999997,0.5252000836295212,0.025200083629521197
P1_2022H2_2023,2023-06-01 17:00:00,2023-06-01 21:00:00,BUY,2.1452253300000002,0.01,8.5167000000000002,1.655,0.19432409266499936,14284.25,14461.92,32728.5,33128.050000000003,4176.2700000000004,4224.4700000000003,0.0123614563198171,0.011804701540724882,0.00055675477909221741,0,0.01,0.0021822341384420308,0.01,2.2912298510597338,1.7912298510597338,0.01710168403862777,0.02,0.58473773561790088,0.084737735617900878,5,0.050000000000000003,700,0.01,0.45824597021194668,0.041754029788053315,0.089999999999999997,0.5262639620561107,0.026263962056110701
P1_2022H2_2023,2023-06-02 17:00:00,2023-06-02 21:00:00,SELL,-3.2657873099999999,0.01,8.7022999999999993,-1.075,-0.1235305608862025,14456.65,14562.299999999999,33430.050000000003,33770.050000000003,4246.6199999999999,4285.6199999999999,-0.0072814810181762212,-0.009630489433649532,0.0023490084154733108,0,0.01,0.002162223807622184,0.01,2.3124340701338144,1.8124340701338144,0.017021360517305528,0.02,0.58749710340915773,0.087497103409157728,5,0.050000000000000003,700,0.01,0.46248681402676284,0.037513185973237162,0.089999999999999997,0.52874739306824192,0.028747393068241922
P1_2022H2_2023,2023-06-05 17:00:00,2023-06-05 21:00:00,BUY,1.6981385499999999,0.01,8.8413000000000004,0.20500000000000002,0.023186635449537963,14577.200000000001,14614.370000000001,33737.050000000003,33684.050000000003,4287.9700000000003,4290.3699999999999,0.0025466269945907038,-0.00050632979953758937,0.0030529567941282934,0,0.01,0.0021604141440938079,0.01,2.3143710726339766,1.8143710726339766,0.016997786831531005,0.02,0.58831188431248804,0.088311884312488043,5,0.050000000000000003,700,0.01,0.46287421452679528,0.03712578547320472,0.080000000000000002,0.4706495074499904,0.029350492550009599
P1_2022H2_2023,2023-06-06 17:00:00,2023-06-06 21:00:00,SELL,-0.53398405000000004,0.01,8.8550000000000004,-0.085000000000000006,-0.0095990965556182958,14529.200000000001,14535.07,33525.050000000003,33504.050000000003,4271.2700000000004,4274.1700000000001,-0.00040393239395403511,-2.6065520390221775e-05,-0.00037786687356381333,0,0.01,0.0021669169770067455,0.01,2.3074257357597117,1.8074257357597117,0.017008056151917344,0.02,0.58795666657489754,0.087956666574897535,5,0.050000000000000003,700,0.01,0.46148514715194233,0.038514852848057668,0.089999999999999997,0.52916099991740773,0.029160999917407726
P1_2022H2_2023,2023-06-07 17:00:00,2023-06-07 21:00:00,BUY,0.65132252999999996,0.01,8.8515999999999995,-2.5649999999999999,-0.28977811921008634,14613.6,14360.4,33637.050000000003,33663.050000000003,4298.2200000000003,4272.6700000000001,-0.017478183595003135,-0.0025947001596583483,-0.014883483435344787,0,0.01,0.0021722475662996604,0.01,2.3017634258498938,1.8017634258498938,0.016999595181261078,0.02,0.58824930202003622,0.088249302020036224,5,0.050000000000000003,700,0.01,0.46035268516997868,0.039647314830021319,0.080000000000000002,0.4705994416160289,0.029400558383971098
P1_2022H2_2023,2023-06-09 17:00:00,2023-06-09 21:00:00,BUY,2.5874486999999999,0.01,8.8467000000000002,-0.505,-0.057083432240270383,14644.299999999999,14599.049999999999,33890.050000000003,33913.050000000003,4314.2700000000004,4310.7700000000004,-0.0030947231500111994,-6.657770036132282e-05,-0.0030281454496498767,0,0.01,0.0021605604004715246,0.01,2.3142144042391926,1.8142144042391926,0.016971932679224987,0.02,0.58920808778842293,0.08920808778842293,5,0.050000000000000003,700,0.01,0.46284288084783842,0.037157119152161577,0.080000000000000002,0.4713664702307383,0.028633529769261701
P1_2022H2_2023,2023-06-12 17:00:00,2023-06-12 21:00:00,SELL,-1.0844508399999999,0.01,8.8351000000000006,-1.0049999999999999,-0.11375083473871261,14616.4,14713.4,34007.050000000003,34000.050000000003,4316.6700000000001,4325.1700000000001,-0.0066144572178477622,-0.0008806567162328101,-0.0057338005016149517,8.6736173798840355e-19,0.01,0.0021490249815847005,0.01,2.3266365178840211,1.8266365178840211,0.016930179976694996,0.02,0.59066117511836025,0.090661175118360249,5,0.050000000000000003,700,0.01,0.46532730357680419,0.034672696423195815,0.080000000000000002,0.4725289400946881,0.027471059905311901
P1_2022H2_2023,2023-06-13 17:00:00,2023-06-13 21:00:00,SELL,-3.8342615000000002,0.01,8.8511000000000006,-0.68500000000000005,-0.07739151065969202,14845.77,14911.02,34266.050000000003,34287.050000000003,4365.0200000000004,4375.2200000000003,-0.0043855607127099355,-0.001473348428051492,-0.0029122122846584435,0,0.01,0.0021662505599565752,0.01,2.3081355834018713,1.8081355834018713,0.017005386000522333,0.02,0.58804898634425828,0.088048986344258284,5,0.050000000000000003,700,0.01,0.46162711668037421,0.038372883319625795,0.089999999999999997,0.52924408770983244,0.029244087709832445
P1_2022H2_2023,2023-06-15 17:00:00,2023-06-15 21:00:00,SELL,-0.90944639000000005,0.01,8.6987000000000005,-1.5449999999999999,-0.17761274673227032,15024.799999999999,15175.799999999999,34188.050000000003,34423.050000000003,4392.7700000000004,4423.4700000000003,-0.0099998846580670181,-0.0069073393411208514,-0.0030925453169461667,0,0.01,0.0021973759837136072,0.01,2.2754412704328848,1.7754412704328848,0.017101737627965949,0.02,0.58473590330653336,0.084735903306533356,5,0.050000000000000003,700,0.01,0.45508825408657688,0.044911745913423118,0.089999999999999997,0.52626231297587989,0.026262312975879887
P1_2022H2_2023,2023-06-16 17:00:00,2023-06-16 21:00:00,SELL,-2.6146368799999999,0.01,8.6369000000000007,-0.042999999999992725,-0.0049786381687865694,15185.1,15199.25,34489.5,34456.050000000003,4437.3500000000004,4435.7200000000003,-0.00093140060741360019,0.00066886742819568861,-0.0016002680356092887,1.0842021724855044e-19,0.01,0.002201409124516157,0.01,2.2712724973823022,1.7712724973823022,0.01711055021578194,0.02,0.58443474195099154,0.084434741950991543,5,0.050000000000000003,700,0.01,0.4542544994764604,0.045745500523539595,0.089999999999999997,0.52599126775589222,0.025991267755892222
P1_2022H2_2023,2023-06-20 17:00:00,2023-06-20 21:00:00,BUY,0.65129148000000003,0.01,8.6125000000000007,0.095000000000000001,0.011030478955007255,15059.120000000001,15072.5,34150.050000000003,34129.050000000003,4396.2200000000003,4398.2200000000003,0.00088810365187332778,-8.0144764400075203e-05,0.00096824841627340301,0,0.01,0.0022048459665505614,0.01,2.2677321118365481,1.7677321118365481,0.017127350314588442,0.02,0.58386147397723109,0.083861473977231094,5,0.050000000000000003,700,0.01,0.45354642236730963,0.046453577632690368,0.089999999999999997,0.52547532657950791,0.025475326579507906
