period,open_time,close_time,direction,feature,volume,planned_risk,stressed_net,stressed_r,us100_entry_open,us100_exit_open,us30_entry_open,us30_exit_open,us500_entry_open,us500_exit_open,signed_us100_total_log_return,signed_peer_common_log_return,signed_relative_log_return,identity_error,reference_us100_lot,reference_us30_ideal_lot,reference_us30_selected_lot,reference_us30_realized_weight,reference_us30_absolute_weight_error,reference_us500_ideal_lot,reference_us500_selected_lot,reference_us500_realized_weight,reference_us500_absolute_weight_error,minimum_feasible_step_index,minimum_feasible_us100_lot,minimum_staircase_capital,minimum_us30_selected_lot,minimum_us30_realized_weight,minimum_us30_absolute_weight_error,minimum_us500_selected_lot,minimum_us500_realized_weight,minimum_us500_absolute_weight_error
P1_2022H2_2023,2022-08-31 17:00:00,2022-08-31 21:00:00,BUY,0.81959397,0.01,4.2760999999999996,-1.4549999999999998,-0.3402633240569678,12447.25,12305.120000000001,31827.049999999999,31646.599999999999,4000.1700000000001,3971.4200000000001,-0.011484279049472695,-0.0064494930646051473,-0.0050347859848675477,0,0.01,0.001955451416326678,0.01,2.5569543473457994,2.0569543473457994,0.015558401267946111,0.02,0.6427395609471972,0.1427395609471972,5,0.050000000000000003,700,0.01,0.51139086946915979,0.011390869469159792,0.080000000000000002,0.51419164875775769,0.014191648757757691
P1_2022H2_2023,2022-09-06 17:00:00,2022-09-06 21:00:00,SELL,-0.72041902999999996,0.01,4.4306000000000001,0.35499999999999998,0.080124588091906285,12042.700000000001,12003.700000000001,31277.049999999999,31165.049999999999,3919.4200000000001,3906.6700000000001,0.0032437316351576523,0.0034228310461626573,-0.00017909941100500504,0,0.01,0.0019251655766768286,0.01,2.5971792039991031,2.0971792039991031,0.015362859810890387,0.02,0.6509204746443904,0.1509204746443904,5,0.050000000000000003,700,0.01,0.51943584079982064,0.019435840799820636,0.080000000000000002,0.52073637971551223,0.020736379715512232
P1_2022H2_2023,2022-09-09 17:00:00,2022-09-09 21:00:00,BUY,1.03977415,0.01,4.6393000000000004,0.81499999999999995,0.17567305412454462,12500.82,12585.57,31991.049999999999,32169.049999999999,4044.8200000000002,4069.02,0.0067566774192601266,0.0057568840490533155,0.00099979337020681108,0,0.01,0.0019537995783195615,0.01,2.5591161219823979,2.0591161219823979,0.015452875529689825,0.02,0.64712874835410794,0.14712874835410794,5,0.050000000000000003,700,0.01,0.51182322439647954,0.011823224396479537,0.080000000000000002,0.51770299868328629,0.017702998683286286
P1_2022H2_2023,2022-09-12 17:00:00,2022-09-12 21:00:00,BUY,0.71535106000000004,0.01,4.6844999999999999,0.025000000000000001,0.0053367488525989971,12740.9,12746.65,32462.049999999999,32415.5,4114.8199999999997,4114.5699999999997,0.00045120069191044633,-0.00074788456167210779,0.0011990852535825542,5.4210108624275222e-20,0.01,0.0019624299759257351,0.01,2.5478616110321877,2.0478616110321877,0.015481722165246598,0.02,0.64592297247447183,0.14592297247447183,5,0.050000000000000003,700,0.01,0.50957232220643744,0.0095723222064374447,0.080000000000000002,0.51673837797957745,0.016738377979577446
P1_2022H2_2023,2022-09-13 17:00:00,2022-09-13 21:00:00,SELL,-1.66864652,0.01,4.8907999999999996,0.94499999999999995,0.19321992312096181,12314.35,12216.950000000001,31756.799999999999,31526.049999999999,4013.4200000000001,3989.0700000000002,0.0079409172625652877,0.0066891560382038619,0.0012517612243614258,0,0.01,0.0019388524662434503,0.01,2.5788450060295509,2.0788450060295509,0.015341466878622223,0.02,0.65182815170918484,0.15182815170918484,5,0.050000000000000003,700,0.01,0.51576900120591007,0.015769001205910071,0.080000000000000002,0.52146252136734772,0.02146252136734772
P1_2022H2_2023,2022-09-16 17:00:00,2022-09-16 21:00:00,SELL,-2.1581478199999999,0.01,5.1165000000000003,-0.24300000000001093,-0.047493403693933532,11721.049999999999,11745.700000000001,30604.5,30630.049999999999,3842.5500000000002,3844.6700000000001,-0.0021008455850232942,-0.00069303053953510059,-0.0014078150454881937,0,0.01,0.0019149226420951168,0.01,2.6110715336936541,2.1110715336936541,0.015251655801485992,0.02,0.65566651451875047,0.15566651451875047,5,0.050000000000000003,700,0.01,0.52221430673873082,0.022214306738730816,0.080000000000000002,0.52453321161500033,0.024533211615000328
P1_2022H2_2023,2022-09-19 17:00:00,2022-09-19 21:00:00,BUY,0.56671336999999999,0.01,5.1487999999999996,-0.025000000000000001,-0.0048555003107520209,11842.6,11843.6,30770.049999999999,30820.049999999999,3865.6199999999999,3871.6199999999999,8.4437351757163739e-05,0.0015872894391020446,-0.0015028520873448809,5.4210108624275222e-20,0.01,0.0019243712636151063,0.01,2.5982512286153376,2.0982512286153376,0.015317853280974333,0.02,0.65283299275496931,0.15283299275496931,5,0.050000000000000003,700,0.01,0.51965024572306751,0.019650245723067505,0.080000000000000002,0.52226639420397547,0.02226639420397547
P1_2022H2_2023,2022-09-20 17:00:00,2022-09-20 21:00:00,BUY,2.78009503,0.01,5.0431999999999997,-0.875,-0.17350095177664976,11848.4,11764.4,30666.049999999999,30496.049999999999,3855.9699999999998,3830.9699999999998,-0.0071148152141101081,-0.00603178712706047,-0.0010830280870496381,0,0.01,0.0019318431946729363,0.01,2.588201782519159,2.088201782519159,0.01536370874254727,0.02,0.65088450761284222,0.15088450761284222,5,0.050000000000000003,700,0.01,0.51764035650383178,0.017640356503831778,0.080000000000000002,0.52070760609027378,0.020707606090273778
P1_2022H2_2023,2022-09-21 17:00:00,2022-09-21 21:00:00,SELL,-0.89695647999999994,0.01,4.9207999999999998,-0.63800000000001089,-0.12965371484311716,11898.950000000001,11958.049999999999,30896.049999999999,30893,3879.7199999999998,3887.0999999999999,-0.0049545308207884818,-0.00090083462207265835,-0.0040536961987158232,0,0.01,0.0019256425983256761,0.01,2.596535828791616,2.096535828791616,0.015334805089027044,0.02,0.65211132074678846,0.15211132074678846,5,0.050000000000000003,700,0.01,0.51930716575832314,0.019307165758323142,0.080000000000000002,0.5216890565974307,0.0216890565974307
P1_2022H2_2023,2022-09-22 17:00:00,2022-09-22 21:00:00,SELL,-1.44867279,0.01,4.8952999999999998,-0.035000000000000003,-0.0071497150327865513,11521.299999999999,11521.6,30051.049999999999,30179.049999999999,3764.8200000000002,3769.3200000000002,-2.6038389266873442e-05,-0.0027224677020644501,0.0026964293127975767,3.3881317890172014e-21,0.01,0.0019169546488392252,0.01,2.6083037504448283,2.1083037504448283,0.015301262742973103,0.02,0.6535408330657132,0.1535408330657132,5,0.050000000000000003,700,0.01,0.52166075008896562,0.021660750088965619,0.080000000000000002,0.52283266645257054,0.022832666452570538
P1_2022H2_2023,2022-09-23 17:00:00,2022-09-23 21:00:00,SELL,-2.41152313,0.01,4.9001000000000001,0.20500000000000002,0.041835880900389789,11285.9,11261.65,29677.049999999999,29469.049999999999,3692.4499999999998,3675.3200000000002,0.002151010584306104,0.0058417252185303439,-0.0036907146342242399,0,0.01,0.0019014524691638825,0.01,2.6295687539318977,2.1295687539318977,0.015282400574144539,0.02,0.65434746010508693,0.15434746010508693,5,0.050000000000000003,700,0.01,0.52591375078637959,0.025913750786379586,0.080000000000000002,0.52347796808406954,0.023477968084069545
P1_2022H2_2023,2022-09-26 17:00:00,2022-09-26 21:00:00,BUY,6.0880106500000002,0.01,4.9047999999999998,-1.9450000000000001,-0.39655031805578211,11426.35,11234.75,29532.049999999999,29201.049999999999,3699.4699999999998,3647.4699999999998,-0.016910438226995016,-0.012713618159758884,-0.004196820067236132,0,0.01,0.0019345676984835122,0.01,2.5845567482179344,2.0845567482179344,0.015443225651241937,0.02,0.64753311424908211,0.14753311424908211,5,0.050000000000000003,700,0.01,0.51691134964358698,0.016911349643586981,0.080000000000000002,0.51802649139926571,0.018026491399265709
P1_2022H2_2023,2022-09-29 17:00:00,2022-09-29 21:00:00,SELL,-2.30017593,0.01,4.5932000000000004,1.3250000000000002,0.288469912043891,11197.049999999999,11064.75,29223.049999999999,29058.049999999999,3644.52,3617.52,0.011885971266266148,0.0065490947251934904,0.005336876541072658,0,0.01,0.001915790788435841,0.01,2.6098883187982551,2.1098883187982551,0.015361487932567253,0.02,0.65097860597210866,0.15097860597210866,5,0.050000000000000003,700,0.01,0.52197766375965104,0.021977663759651045,0.080000000000000002,0.52078288477768697,0.020782884777686972
P1_2022H2_2023,2022-10-04 17:00:00,2022-10-04 21:00:00,SELL,-0.73842386000000004,0.01,4.8494000000000002,0.055000000000000007,0.011341609271250053,11558.700000000001,11550.450000000001,30200.5,30208.5,3774.5500000000002,3777.6700000000001,0.00071400292529046581,-0.00054555418073745816,0.001259557106027924,0,0.01,0.0019136603698614262,0.01,2.6127938262953445,2.1127938262953445,0.015311361619265872,0.02,0.65310977878135079,0.15310977878135079,5,0.050000000000000003,700,0.01,0.52255876525906886,0.022558765259068858,0.080000000000000002,0.52248782302508057,0.022487823025080567
P1_2022H2_2023,2022-10-05 17:00:00,2022-10-05 21:00:00,SELL,-2.4764644200000001,0.01,5.1443000000000003,-0.88799999999999268,-0.17261823766109921,11440.35,11506.25,30073,30216.049999999999,3751.8200000000002,3771.8200000000002,-0.0057437861100038817,-0.0050310344690019226,-0.00071275164100195916,0,0.01,0.0019020965650251057,0.01,2.6286783184080909,2.1286783184080909,0.0152464004136659,0.02,0.65589252077078053,0.15589252077078053,5,0.050000000000000003,700,0.01,0.52573566368161817,0.025735663681618171,0.080000000000000002,0.52471401661662442,0.024714016616624424
P1_2022H2_2023,2022-10-06 17:00:00,2022-10-06 21:00:00,BUY,1.9975080300000001,0.01,5.1101999999999999,-0.13500000000000001,-0.026417752729834452,11580.1,11568.85,30154.049999999999,30065.049999999999,3774.0700000000002,3766.2199999999998,-0.00097196640760587949,-0.0025190118714876384,0.0015470454638817589,0,0.01,0.0019201566622062377,0.01,2.6039541972867246,2.1039541972867246,0.015341660329564634,0.02,0.65181993247035874,0.15181993247035874,5,0.050000000000000003,700,0.01,0.52079083945734495,0.020790839457344945,0.080000000000000002,0.52145594597628697,0.021455945976286972
P1_2022H2_2023,2022-10-07 17:00:00,2022-10-07 21:00:00,SELL,-2.10292967,0.01,5.0385999999999997,1.0550000000000002,0.20938355892509827,11168.15,11059.35,29447.049999999999,29326.5,3666.52,3645.27,0.0097897531383461366,0.0049573688566783578,0.0048323842816677788,0,0.01,0.0018963104962975918,0.01,2.636699005654473,2.136699005654473,0.015229904650731483,0.02,0.6566029288646732,0.1566029288646732,5,0.050000000000000003,700,0.01,0.52733980113089451,0.027339801130894514,0.080000000000000002,0.52528234309173849,0.025282343091738491
P1_2022H2_2023,2022-10-10 17:00:00,2022-10-10 21:00:00,SELL,-4.8072354300000004,0.01,4.9913999999999996,-0.22499999999999998,-0.045077533357374681,10961.700000000001,10981.32,29321.049999999999,29311.049999999999,3628.52,3627.3699999999999,-0.0017882684542575235,0.00032904696886487569,-0.0021173154231223994,2.1684043449710089e-19,0.01,0.0018692543411644536,0.01,2.6748633879781423,2.1748633879781423,0.015104918809872896,0.02,0.66203599806599345,0.16203599806599345,5,0.050000000000000003,700,0.01,0.53497267759562839,0.034972677595628388,0.080000000000000002,0.52962879845279476,0.029628798452794758
P1_2022H2_2023,2022-10-11 17:00:00,2022-10-11 21:00:00,SELL,-5.5965585300000003,0.01,5.0736999999999997,-1.4949999999999999,-0.29465675936693142,10771.25,10917.799999999999,29140.049999999999,29580.049999999999,3577.8699999999999,3631.77,-0.013513937246614333,-0.014969556227838403,0.0014556189812240695,0,0.01,0.0018481866022879165,0.01,2.7053545317395846,2.2053545317395846,0.015052601128604451,0.02,0.66433700823952646,0.16433700823952646,5,0.050000000000000003,700,0.01,0.54107090634791699,0.041070906347916991,0.080000000000000002,0.53146960659162124,0.031469606591621235
P1_2022H2_2023,2022-10-12 17:00:00,2022-10-12 21:00:00,SELL,-1.41976769,0.01,5.0138999999999996,0.40200000000000724,0.080177107640760137,10842,10800.35,29380.049999999999,29301,3600.8699999999999,3588.3699999999999,0.0038489398256736449,0.003085824992403844,0.00076311483326980088,0,0.01,0.0018451296032511858,0.01,2.709836745987825,2.209836745987825,0.015054695115347126,0.02,0.66424460431654675,0.16424460431654675,5,0.050000000000000003,700,0.01,0.54196734919756495,0.041967349197564952,0.080000000000000002,0.5313956834532374,0.0313956834532374
P1_2022H2_2023,2022-10-13 17:00:00,2022-10-13 21:00:00,BUY,0.65619490000000003,0.01,5.1989999999999998,4.5250000000000004,0.87035968455472212,10568.549999999999,11024.299999999999,28954.049999999999,30050.049999999999,3530.52,3668.02,0.042219317481792522,0.037680536164861472,0.0045387813169310495,0,0.01,0.0018250555621752396,0.01,2.7396426189023098,2.2396426189023098,0.014967412732402024,0.01,0.33405907149041264,0.16594092850958736,5,0.050000000000000003,700,0.01,0.54792852378046186,0.047928523780461862,0.070000000000000007,0.46768270008657764,0.032317299913422359
P1_2022H2_2023,2022-10-14 17:00:00,2022-10-14 21:00:00,SELL,-4.6433675399999998,0.01,5.9287000000000001,1.9519999999999891,0.3292458717762729,11002.9,10804.85,30193,29818.049999999999,3678.5999999999999,3612.9699999999998,0.018163767015383633,0.015249145411299176,0.002914621604084457,0,0.01,0.0018220945252210776,0.01,2.744094738659808,2.244094738659808,0.014955281900723101,0.01,0.33433004026211272,0.16566995973788728,5,0.050000000000000003,700,0.01,0.5488189477319616,0.048818947731961604,0.070000000000000007,0.46806205636695786,0.031937943633042143
P1_2022H2_2023,2022-10-17 17:00:00,2022-10-17 21:00:00,BUY,2.5660070899999998,0.01,6.0068000000000001,0.52500000000000002,0.087400945594992341,11027.92,11083.799999999999,30158.049999999999,30276.049999999999,3672.02,3687.77,0.005054343937150492,0.0040925524997519275,0.00096179143739856445,0,0.01,0.0018283542868322057,0.01,2.7346997439226977,2.2346997439226977,0.015016149149514437,0.02,0.66594969858323239,0.16594969858323239,5,0.050000000000000003,700,0.01,0.54693994878453944,0.046939948784539443,0.080000000000000002,0.53275975886658578,0.032759758866585775
P1_2022H2_2023,2022-10-18 17:00:00,2022-10-18 21:00:00,SELL,-1.30748928,0.01,6.1997,0.64500000000000002,0.10403729212703841,11262.35,11194.85,30722.049999999999,30621.049999999999,3744.9699999999998,3733.9699999999998,0.0060114531886170733,0.0031172761589470088,0.0028941770296700645,0,0.01,0.0018329424631494319,0.01,2.727854311045208,2.227854311045208,0.015036635807496456,0.02,0.66504237570311697,0.16504237570311697,5,0.050000000000000003,700,0.01,0.54557086220904161,0.045570862209041607,0.080000000000000002,0.53203390056249356,0.032033900562493556
P1_2022H2_2023,2022-10-20 17:00:00,2022-10-20 21:00:00,BUY,3.0031116500000001,0.01,6.2530999999999999,-1.115,-0.17831155746749613,11164.4,11054.85,30582.75,30378.049999999999,3703.3000000000002,3672.52,-0.0098608987877003736,-0.0075310277414750507,-0.0023298710462253229,0,0.01,0.0018252773213658026,0.01,2.7393097703414422,2.2393097703414422,0.015073583020549239,0.02,0.66341227473039299,0.16341227473039299,5,0.050000000000000003,700,0.01,0.54786195406828841,0.047861954068288415,0.080000000000000002,0.53072981978431444,0.030729819784314438
P1_2022H2_2023,2022-10-24 17:00:00,2022-10-24 21:00:00,SELL,-4.5753711800000003,0.01,6.5338000000000003,-0.36499999999999999,-0.055863356699011289,11326.200000000001,11359.4,31515.049999999999,31442.049999999999,3790.02,3784.77,-0.0029269689761290832,0.0018526088883545561,-0.0047795778644836393,0,0.01,0.001796950980563255,0.01,2.7824910384771591,2.2824910384771591,0.014942137508509193,0.01,0.33462414578587696,0.16537585421412304,6,0.059999999999999998,850,0.01,0.46374850641285986,0.036251493587140138,0.089999999999999997,0.50193621867881544,0.0019362186788154379
P1_2022H2_2023,2022-10-25 17:00:00,2022-10-25 21:00:00,BUY,2.48186464,0.01,6.5191999999999997,-0.10799999999999274,-0.016566449871148723,11616.75,11613.9,31721.049999999999,31746.049999999999,3837.3200000000002,3843.5700000000002,-0.00024536549896789098,0.0012076128599799315,-0.0014529783589478226,1.0842021724855044e-19,0.01,0.0018310790468789653,0.01,2.7306303398110487,2.2306303398110487,0.015136540606464929,0.02,0.66065293649256462,0.16065293649256462,5,0.050000000000000003,700,0.01,0.54612606796220975,0.046126067962209749,0.080000000000000002,0.52852234919405172,0.028522349194051722
P1_2022H2_2023,2022-10-27 17:00:00,2022-10-27 21:00:00,SELL,-5.0326787900000003,0.01,6.6430999999999996,0.26500000000000001,0.039891014737095637,11256.35,11226.85,32167.599999999999,32146.599999999999,3824.9699999999998,3820.5700000000002,0.002624183117075015,0.0009020209746114636,0.0017221621424635515,0,0.01,0.0017496409430607196,0.01,2.8577291928555879,2.3577291928555879,0.01471429841279801,0.01,0.33980553198861085,0.16019446801138915,6,0.059999999999999998,850,0.01,0.47628819880926471,0.023711801190735293,0.089999999999999997,0.50970829798291628,0.0097082979829162808
