role,decision_epoch,decision_time,exit_epoch,exit_time,pair,residual_z,alpha,beta,r_squared,residual_mean,residual_std,first_symbol,first_direction,first_volume,first_atr,first_planned_loss,second_symbol,second_direction,second_volume,second_atr,second_planned_loss,planned_basket_loss,leg_risk_ratio,exit_reason,hold_common_h1_bars,actual_pnl,stressed_pnl,extra_stress_cost,actual_balance_after,stressed_balance_after
RESIDUAL_Z075,1704157200,2024-01-02T01:00:00,1704164400,2024-01-02T03:00:00,US30_US500,2.7701107544788335,1.5919988737545836,1.05520820534839,0.9643685286563788,0.002319850289558889,0.0014690052946682343,US30,SHORT,0.02,40.24166666666648,0.8048333333333296,US500,LONG,0.17,5.85291666666664,0.9949958333333289,1.7998291666666586,1.2362756264236903,TIME,3,-0.27400000000006,-0.38300000000005996,0.10900000000000001,99.72599999999994,99.61699999999993
RESIDUAL_Z075,1704168000,2024-01-02T04:00:00,1704175200,2024-01-02T06:00:00,US100_US30,-2.2779090139495177,-1.094655672793845,1.027618043028519,0.9145288387117844,0.001972304374899555,0.0023201220249456306,US100,LONG,0.03,29.527083333333092,0.8858124999999927,US30,SHORT,0.02,42.22916666666697,0.8445833333333395,1.7303958333333322,1.0488159842131066,TIME,3,-0.778499999999949,-0.844499999999949,0.066,98.94749999999999,98.77249999999998
RESIDUAL_Z075,1704178800,2024-01-02T07:00:00,1704186000,2024-01-02T09:00:00,US100_US30,-2.435383908974786,-1.0399701605660567,1.0224069949310859,0.9144547093281258,0.0020142086795145544,0.0025489318862575994,US100,LONG,0.03,29.872916666666242,0.8961874999999873,US30,SHORT,0.02,41.99166666666709,0.8398333333333419,1.7360208333333291,1.0671016074617719,TIME,3,0.013000000000138234,-0.05299999999986177,0.066,98.96050000000012,98.71950000000012
RESIDUAL_Z075,1704189600,2024-01-02T10:00:00,1704193200,2024-01-02T11:00:00,US100_US30,-2.099235557208235,-0.9803884949729316,1.016729699164507,0.914503453444441,0.002098740934927105,0.002742013721929775,US100,LONG,0.03,30.39791666666618,0.9119374999999854,US30,SHORT,0.02,43.58333333333394,0.8716666666666788,1.7836041666666642,1.0461998087953799,STOP,2,-1.7836041666666642,-1.8476041666666643,0.064,97.17689583333346,96.87189583333345
RESIDUAL_Z075,1704196800,2024-01-02T12:00:00,1704200400,2024-01-02T13:00:00,US100_US30,-2.1514521783254352,-0.9392996908192863,1.0128144888617039,0.9145880860677095,0.002147184065508271,0.0028948140845404544,US100,LONG,0.03,31.539583333332757,0.9461874999999826,US30,SHORT,0.01,49.066666666667516,0.4906666666666752,1.4368541666666579,1.9283712635868877,STOP,2,-1.4368541666666579,-1.490854166666658,0.054000000000000006,95.7400416666668,95.38104166666679
RESIDUAL_Z075,1704204000,2024-01-02T14:00:00,1704211200,2024-01-02T16:00:00,US100_US30,-2.857148541446058,-0.8991275321324323,1.0089865720542475,0.9146875385442313,0.002159942012359269,0.0031080946793113195,US100,LONG,0.02,37.07083333333291,0.7414166666666582,US30,SHORT,0.01,55.59583333333406,0.5559583333333407,1.2973749999999988,1.3335831522146115,STOP,3,-1.2973749999999988,-1.3093749999999988,0.012,94.4426666666668,94.07166666666679
RESIDUAL_Z075,1704214800,2024-01-02T17:00:00,1704214800,2024-01-02T17:00:00,US100_US500,-5.14775342918109,0.04208482505289446,1.1436215070973204,0.9839563797370202,0.0013178857264482535,0.0015968613057989022,US100,LONG,0.02,44.43333333333309,0.8886666666666618,US500,SHORT,0.1,8.739583333333371,0.8739583333333372,1.762624999999999,1.0168295589987981,STOP,1,-1.762624999999999,-1.812624999999999,0.05,92.6800416666668,92.25904166666679
RESIDUAL_Z075,1704218400,2024-01-02T18:00:00,1704218400,2024-01-02T18:00:00,US100_US500,-5.258964991620934,0.050056301739463294,1.1426752292951456,0.9838169954351997,0.001272874027540764,0.0018917398289748563,US100,LONG,0.01,47.38333333333306,0.47383333333333066,US500,SHORT,0.1,9.093750000000037,0.9093750000000038,1.3832083333333345,1.919187478016199,STOP,1,-1.3832083333333345,-1.4472083333333345,0.064,91.29683333333347,90.81183333333345
RESIDUAL_Z075,1704222000,2024-01-02T19:00:00,1704229200,2024-01-02T21:00:00,US100_US500,-4.476505623787565,0.05731741995832351,1.1418132068143898,0.9836864826499403,0.0012193147429259144,0.002130910881674448,US100,LONG,0.01,46.21666666666655,0.4621666666666655,US500,SHORT,0.1,8.981250000000045,0.8981250000000046,1.36029166666667,1.9432924630364374,TIME,3,1.0274999999999637,0.9639999999999637,0.0635,92.32433333333343,91.77583333333342
RESIDUAL_Z075,1704232800,2024-01-02T22:00:00,1704232800,2024-01-02T22:00:00,US100_US500,-3.77853810500037,0.08153913990868489,1.1389372400614908,0.9832104743402589,0.0010216746700204744,0.002956919069003775,US100,LONG,0.02,45.59999999999976,0.9119999999999953,US500,SHORT,0.1,8.72166666666673,0.872166666666673,1.7841666666666682,1.0456716988343076,STOP,1,-1.7841666666666682,-1.8341666666666683,0.05,90.54016666666676,89.94166666666675
RESIDUAL_Z075,1704236400,2024-01-02T23:00:00,1704247200,2024-01-03T02:00:00,US100_US500,-3.558763454270982,0.08985117255859443,1.1379503974661394,0.9830592885144838,0.0009561485065724592,0.003178407032492001,US100,LONG,0.01,48.60624999999982,0.4860624999999982,US500,SHORT,0.09,9.332083333333381,0.8398875000000042,1.3259500000000024,1.7279413655651432,TIME,3,0.06979999999996835,0.010799999999968349,0.059,90.60996666666674,89.95246666666672
RESIDUAL_Z075,1704250800,2024-01-03T03:00:00,1704258000,2024-01-03T05:00:00,US100_US500,-2.8657006775678595,0.11487516808429099,1.1349797174598675,0.9826049288502747,0.0007654905407771621,0.0037126305153185983,US100,LONG,0.01,46.26458333333312,0.4626458333333312,US500,SHORT,0.1,8.51416666666671,0.8514166666666712,1.3140625000000024,1.8403206196244608,TIME,3,-0.034500000000007275,-0.09850000000000728,0.064,90.57546666666673,89.85396666666672
RESIDUAL_Z075,1704261600,2024-01-03T06:00:00,1704268800,2024-01-03T08:00:00,US100_US500,-2.563383748237185,0.14049650191267382,1.1319381279798328,0.9820949813268554,0.000539139556686478,0.00418429978930834,US100,LONG,0.01,45.36041666666657,0.45360416666666575,US500,SHORT,0.1,8.347500000000045,0.8347500000000045,1.2883541666666702,1.840260873559009,TIME,3,-0.0010000000000218306,-0.06500000000002183,0.064,90.57446666666671,89.7889666666667
