time_epoch,time,US100_ATR60,US30_ATR60,US100_LONG_actual_R,US100_LONG_extra_stress_R,US100_LONG_exit_offset,US100_LONG_exit_reason,US100_SHORT_actual_R,US100_SHORT_extra_stress_R,US100_SHORT_exit_offset,US100_SHORT_exit_reason,US30_LONG_actual_R,US30_LONG_extra_stress_R,US30_LONG_exit_offset,US30_LONG_exit_reason,US30_SHORT_actual_R,US30_SHORT_extra_stress_R,US30_SHORT_exit_offset,US30_SHORT_exit_reason
1704190500,2024-01-02T10:15:00,2.034166666666776,3.6599999999997332,-1.0,0.688242495059967,0,STOP_ADVERSE_FIRST,-1.0,0.688242495059967,1,STOP_ADVERSE_FIRST,-1.0,0.32786884903907776,0,STOP_ADVERSE_FIRST,1.5,0.32786884903907776,1,TAKE
1704191400,2024-01-02T10:30:00,2.3258333333335637,4.454999999999563,-1.0,0.6019347906112671,7,STOP_ADVERSE_FIRST,-1.0,0.6019347906112671,0,STOP_ADVERSE_FIRST,1.5,0.2693602740764618,0,TAKE,-1.0,0.2693602740764618,0,STOP_ADVERSE_FIRST
1704192300,2024-01-02T10:45:00,2.4141666666670063,5.206666666666084,-1.0,0.5799102783203125,0,STOP_ADVERSE_FIRST,1.5,0.5799102783203125,12,TAKE,-1.0,0.23047375679016113,0,STOP_ADVERSE_FIRST,1.5,0.23047375679016113,1,TAKE
1704193200,2024-01-02T11:00:00,2.4225000000002184,5.621666666666109,-1.0,0.577915370464325,0,STOP_ADVERSE_FIRST,1.5,0.577915370464325,2,TAKE,-1.0,0.2134598344564438,0,STOP_ADVERSE_FIRST,1.5,0.2134598344564438,9,TAKE
1704194100,2024-01-02T11:15:00,2.437500000000182,5.0433333333330665,-1.0,0.5743589997291565,0,STOP_ADVERSE_FIRST,-1.0,0.5743589997291565,13,STOP_ADVERSE_FIRST,-1.0,0.23793786764144897,0,STOP_ADVERSE_FIRST,1.5,0.23793786764144897,0,TAKE
1704195000,2024-01-02T11:30:00,2.3608333333333578,5.146666666666594,-1.0,0.5930109620094299,0,STOP_ADVERSE_FIRST,1.5,0.5930109620094299,6,TAKE,-1.0,0.2331606149673462,3,STOP_ADVERSE_FIRST,1.5,0.2331606149673462,5,TAKE
1704195900,2024-01-02T11:45:00,2.6224999999999756,5.288333333333624,-1.0,0.5338417291641235,5,STOP_ADVERSE_FIRST,-1.0,0.5338417291641235,0,STOP_ADVERSE_FIRST,-1.0,0.24582414329051971,0,STOP_ADVERSE_FIRST,1.5,0.22691458463668823,6,TAKE
1704196800,2024-01-02T12:00:00,2.852500000000085,5.408333333333455,-1.0,0.4907975494861603,0,STOP_ADVERSE_FIRST,-1.0,0.4907975494861603,3,STOP_ADVERSE_FIRST,-1.0,0.22187981009483337,5,STOP_ADVERSE_FIRST,1.5,0.22187981009483337,12,TAKE
1704197700,2024-01-02T12:15:00,2.7575000000000123,5.583333333333212,1.5,0.5077062845230103,1,TAKE,-1.0,0.5077062845230103,0,STOP_ADVERSE_FIRST,1.5,0.2149253785610199,2,TAKE,-1.0,0.2149253785610199,0,STOP_ADVERSE_FIRST
1704198600,2024-01-02T12:30:00,2.721666666666776,5.233333333333333,1.5,0.5143907070159912,9,TAKE,-1.0,0.5143907070159912,0,STOP_ADVERSE_FIRST,1.5,0.24840764701366425,4,TAKE,-1.0,0.24840764701366425,0,STOP_ADVERSE_FIRST
1704199500,2024-01-02T12:45:00,2.5891666666668245,5.07333333333263,-1.0,0.5407145023345947,0,STOP_ADVERSE_FIRST,1.5,0.5407145023345947,4,TAKE,-1.0,0.23653088510036469,0,STOP_ADVERSE_FIRST,1.5,0.23653088510036469,7,TAKE
1704200400,2024-01-02T13:00:00,2.729999999999927,5.07166666666623,-1.0,0.5128205418586731,0,STOP_ADVERSE_FIRST,-1.0,0.5128205418586731,3,STOP_ADVERSE_FIRST,-1.0,0.2366086095571518,0,STOP_ADVERSE_FIRST,1.5,0.25632598996162415,2,TAKE
1704201300,2024-01-02T13:15:00,3.5025000000000244,5.7566666666663275,-1.0,0.39971449971199036,0,STOP_ADVERSE_FIRST,1.5,0.39971449971199036,0,TAKE,-1.0,0.208453968167305,0,STOP_ADVERSE_FIRST,-1.0,0.208453968167305,0,STOP_ADVERSE_FIRST
1704202200,2024-01-02T13:30:00,5.415833333333345,7.138333333333261,-1.0,0.2585013210773468,2,STOP_ADVERSE_FIRST,1.5,0.0,4,TAKE,-1.0,0.16810646653175354,1,STOP_ADVERSE_FIRST,1.5,0.16810646653175354,1,TAKE
1704203100,2024-01-02T13:45:00,6.704999999999988,8.79166666666703,1.5,0.20879940688610077,11,TAKE,-1.0,0.20879940688610077,1,STOP_ADVERSE_FIRST,1.5,0.14786729216575623,1,TAKE,-1.0,0.14786729216575623,0,STOP_ADVERSE_FIRST
1704204000,2024-01-02T14:00:00,7.020833333333394,9.426666666666643,-1.0,0.19940653443336487,1,STOP_ADVERSE_FIRST,1.5,0.19940653443336487,5,TAKE,-1.0,0.12729844450950623,0,STOP_ADVERSE_FIRST,1.5,0.12729844450950623,1,TAKE
1704204900,2024-01-02T14:15:00,7.038333333333322,9.635000000000097,-1.0,0.19891072809696198,0,STOP_ADVERSE_FIRST,1.5,0.19891072809696198,1,TAKE,-1.0,0.1349247545003891,0,STOP_ADVERSE_FIRST,1.5,0.12454592436552048,1,TAKE
1704205800,2024-01-02T14:30:00,5.724166666666739,8.558333333332849,-1.0,0.2445770800113678,0,STOP_ADVERSE_FIRST,1.2490900754928589,0.2445770800113678,14,TIME_15_M1,-1.0,0.1402142196893692,5,STOP_ADVERSE_FIRST,1.5,0.1402142196893692,7,TAKE
1704206700,2024-01-02T14:45:00,4.963333333333261,7.6366666666658904,-1.0,0.28206849098205566,2,STOP_ADVERSE_FIRST,-1.0,0.28206849098205566,0,STOP_ADVERSE_FIRST,-1.0,0.15713661909103394,5,STOP_ADVERSE_FIRST,-1.0,0.15713661909103394,0,STOP_ADVERSE_FIRST
1704207600,2024-01-02T15:00:00,5.1433333333331275,7.704999999999442,-0.6999351978302002,0.27219700813293457,14,TIME_15_M1,-1.0,0.27219700813293457,0,STOP_ADVERSE_FIRST,-1.0,0.15574301779270172,0,STOP_ADVERSE_FIRST,-1.0,0.15574301779270172,0,STOP_ADVERSE_FIRST
1704208500,2024-01-02T15:15:00,4.851666666666521,7.67166666666623,-1.0,0.2885606288909912,7,STOP_ADVERSE_FIRST,-1.0,0.2885606288909912,0,STOP_ADVERSE_FIRST,1.5,0.15641972422599792,4,TAKE,-1.0,0.15641972422599792,1,STOP_ADVERSE_FIRST
1704209400,2024-01-02T15:30:00,4.693333333333188,7.9949999999998305,-1.0,0.2982954680919647,0,STOP_ADVERSE_FIRST,-1.0,0.2982954680919647,1,STOP_ADVERSE_FIRST,-1.0,0.15009380877017975,0,STOP_ADVERSE_FIRST,-1.0,0.15009380877017975,1,STOP_ADVERSE_FIRST
1704210300,2024-01-02T15:45:00,5.000833333333381,7.941666666667031,-1.0,0.27995333075523376,3,STOP_ADVERSE_FIRST,-1.0,0.27995333075523376,10,STOP_ADVERSE_FIRST,-1.0,0.1636935919523239,1,STOP_ADVERSE_FIRST,1.5,0.1636935919523239,3,TAKE
1704211200,2024-01-02T16:00:00,4.5083333333334545,7.356666666666934,-1.0,0.31053605675697327,2,STOP_ADVERSE_FIRST,1.5,0.31053605675697327,3,TAKE,1.5,0.17671047151088715,2,TAKE,-1.0,0.17671047151088715,0,STOP_ADVERSE_FIRST
1704212100,2024-01-02T16:15:00,4.628333333333406,7.660000000000097,1.5,0.3024846911430359,8,TAKE,-1.0,0.3024846911430359,3,STOP_ADVERSE_FIRST,-1.0,0.15665796399116516,2,STOP_ADVERSE_FIRST,1.5,0.15665796399116516,12,TAKE
1704213000,2024-01-02T16:30:00,4.746666666666655,7.823333333333357,-1.0,0.0,0,STOP_ADVERSE_FIRST,-1.0,0.0,0,STOP_ADVERSE_FIRST,1.5,0.14060503244400024,0,TAKE,-1.0,0.14060503244400024,0,STOP_ADVERSE_FIRST
1704213900,2024-01-02T16:45:00,7.587499999999939,13.720000000000315,-1.0,0.18451400101184845,0,STOP_ADVERSE_FIRST,1.5,0.0,1,TAKE,1.5,0.08746355772018433,1,TAKE,-1.0,0.08746355772018433,0,STOP_ADVERSE_FIRST
1704214800,2024-01-02T17:00:00,10.29416666666663,16.913333333333746,1.5,0.0,0,TAKE,-1.0,0.0,0,STOP_ADVERSE_FIRST,1.5,0.07094994187355042,5,TAKE,-1.0,0.07094994187355042,0,STOP_ADVERSE_FIRST
1704215700,2024-01-02T17:15:00,12.535833333333297,18.393333333333672,-1.0,0.11167985200881958,0,STOP_ADVERSE_FIRST,1.5,0.11167985200881958,11,TAKE,-1.0,0.06524103134870529,3,STOP_ADVERSE_FIRST,-1.0,0.06524103134870529,6,STOP_ADVERSE_FIRST
1704216600,2024-01-02T17:30:00,14.416666666666606,20.11166666666686,-1.0,0.0971098244190216,0,STOP_ADVERSE_FIRST,1.5,0.0971098244190216,5,TAKE,-1.0,0.05966686084866524,1,STOP_ADVERSE_FIRST,-1.0,0.04972238466143608,10,STOP_ADVERSE_FIRST
1704217500,2024-01-02T17:45:00,12.321666666666715,15.63166666666645,-1.0,0.11362099647521973,3,STOP_ADVERSE_FIRST,1.5,0.10550520569086075,4,TAKE,-0.3262608051300049,0.07676724344491959,14,TIME_15_M1,-1.0,0.07676724344491959,0,STOP_ADVERSE_FIRST
1704218400,2024-01-02T18:00:00,11.14416666666663,14.049999999999878,1.5,0.12562626600265503,4,TAKE,-1.0,0.12562626600265503,1,STOP_ADVERSE_FIRST,-1.0,0.0854092538356781,7,STOP_ADVERSE_FIRST,-1.0,0.0854092538356781,4,STOP_ADVERSE_FIRST
1704219300,2024-01-02T18:15:00,9.915833333333286,13.65,1.1950584650039673,0.1411883383989334,14,TIME_15_M1,-1.0,0.1411883383989334,4,STOP_ADVERSE_FIRST,0.5274725556373596,0.08791209012269974,14,TIME_15_M1,-1.0,0.08791209012269974,0,STOP_ADVERSE_FIRST
1704220200,2024-01-02T18:30:00,8.767499999999988,12.49333333333355,0.946678102016449,0.15968063473701477,14,TIME_15_M1,-1.0,0.15968063473701477,0,STOP_ADVERSE_FIRST,-1.0,0.09605123102664948,9,STOP_ADVERSE_FIRST,-1.0,0.09605123102664948,3,STOP_ADVERSE_FIRST
1704221100,2024-01-02T18:45:00,7.9883333333332,11.476666666666642,1.5,0.17525558173656464,1,TAKE,-1.0,0.17525558173656464,0,STOP_ADVERSE_FIRST,1.5,0.11327330768108368,1,TAKE,-1.0,0.11327330768108368,0,STOP_ADVERSE_FIRST
1704222000,2024-01-02T19:00:00,7.215000000000024,11.378333333333648,-0.1247401237487793,0.1940401941537857,14,TIME_15_M1,-1.0,0.1940401941537857,1,STOP_ADVERSE_FIRST,1.5,0.10546360164880753,10,TAKE,-1.0,0.10546360164880753,1,STOP_ADVERSE_FIRST
1704222900,2024-01-02T19:15:00,6.0425000000002305,9.976666666667006,-1.0,0.23169218003749847,1,STOP_ADVERSE_FIRST,1.5,0.23169218003749847,2,TAKE,-1.0,0.12028065323829651,1,STOP_ADVERSE_FIRST,1.5,0.12028065323829651,1,TAKE
1704223800,2024-01-02T19:30:00,5.9483333333336,10.325000000000243,-1.0,0.22695432603359222,0,STOP_ADVERSE_FIRST,-1.0,0.2353600412607193,2,STOP_ADVERSE_FIRST,1.5,0.11622276157140732,5,TAKE,-1.0,0.11622276157140732,2,STOP_ADVERSE_FIRST
1704224700,2024-01-02T19:45:00,6.016666666667091,9.918333333333916,-1.0,0.23268698155879974,0,STOP_ADVERSE_FIRST,1.5,0.23268698155879974,1,TAKE,-1.0,0.12098807096481323,1,STOP_ADVERSE_FIRST,1.5,0.12098807096481323,3,TAKE
1704225600,2024-01-02T20:00:00,6.3950000000002545,9.776666666666886,-1.0,0.21892103552818298,2,STOP_ADVERSE_FIRST,1.5,0.21892103552818298,8,TAKE,-1.0,0.1227412223815918,0,STOP_ADVERSE_FIRST,1.5,0.1227412223815918,2,TAKE
1704226500,2024-01-02T20:15:00,6.772499999999976,9.634999999999854,1.5,0.2067183405160904,9,TAKE,-1.0,0.2067183405160904,3,STOP_ADVERSE_FIRST,-1.0,0.12454592436552048,1,STOP_ADVERSE_FIRST,-1.0,0.1349247545003891,3,STOP_ADVERSE_FIRST
1704227400,2024-01-02T20:30:00,6.330833333333188,9.323333333332993,-0.3711991608142853,0.22113992273807526,14,TIME_15_M1,-1.0,0.22113992273807526,0,STOP_ADVERSE_FIRST,-1.0,0.13943511247634888,0,STOP_ADVERSE_FIRST,1.5,0.1287093311548233,1,TAKE
1704228300,2024-01-02T20:45:00,6.4599999999997335,10.156666666666448,-1.0,0.0,5,STOP_ADVERSE_FIRST,-1.0,0.21671827137470245,1,STOP_ADVERSE_FIRST,-1.0,0.12799474596977234,0,STOP_ADVERSE_FIRST,-1.0,0.11814899742603302,1,STOP_ADVERSE_FIRST
1704229200,2024-01-02T21:00:00,6.177499999999782,10.101666666666521,-1.0,0.22662889957427979,2,STOP_ADVERSE_FIRST,-1.0,0.22662889957427979,0,STOP_ADVERSE_FIRST,-1.0,0.11879228055477142,2,STOP_ADVERSE_FIRST,1.5,0.128691628575325,6,TAKE
1704230100,2024-01-02T21:15:00,6.498333333333236,10.790000000000267,-1.0,0.21543985605239868,0,STOP_ADVERSE_FIRST,-1.0,0.21543985605239868,13,STOP_ADVERSE_FIRST,-1.0,0.11121408641338348,5,STOP_ADVERSE_FIRST,1.5,0.11121408641338348,8,TAKE
1704231000,2024-01-02T21:30:00,6.278333333333406,10.09000000000063,-1.0,0.22298911213874817,2,STOP_ADVERSE_FIRST,-1.0,0.22298911213874817,1,STOP_ADVERSE_FIRST,-1.0,0.11892963200807571,3,STOP_ADVERSE_FIRST,-1.0,0.11892963200807571,0,STOP_ADVERSE_FIRST
1704231900,2024-01-02T21:45:00,6.0508333333334425,9.423333333333842,-1.0,0.23137308657169342,4,STOP_ADVERSE_FIRST,1.5,0.23137308657169342,7,TAKE,-1.0,0.12734347581863403,3,STOP_ADVERSE_FIRST,1.5,0.12734347581863403,4,TAKE
1704232800,2024-01-02T22:00:00,5.817500000000231,9.418333333333551,-1.0,0.24065320193767548,0,STOP_ADVERSE_FIRST,-1.0,0.24065320193767548,0,STOP_ADVERSE_FIRST,-1.0,0.12741108238697052,5,STOP_ADVERSE_FIRST,-1.0,0.12741108238697052,4,STOP_ADVERSE_FIRST
1704233700,2024-01-02T22:15:00,5.911666666666982,9.443333333333308,1.5,0.23681984841823578,2,TAKE,-1.0,0.23681984841823578,0,STOP_ADVERSE_FIRST,-1.0,0.12707377970218658,0,STOP_ADVERSE_FIRST,1.5,0.12707377970218658,0,TAKE
1704234600,2024-01-02T22:30:00,6.340000000000267,11.089999999999781,1.5,0.22082018852233887,1,TAKE,-1.0,0.22082018852233887,0,STOP_ADVERSE_FIRST,1.5,0.10820559412240982,1,TAKE,-1.0,0.10820559412240982,0,STOP_ADVERSE_FIRST
1704235500,2024-01-02T22:45:00,6.5000000000002425,11.588333333333019,1.5,0.2153846174478531,3,TAKE,-1.0,0.2153846174478531,0,STOP_ADVERSE_FIRST,1.5,0.1035524234175682,5,TAKE,-1.0,0.1035524234175682,4,STOP_ADVERSE_FIRST
1704236400,2024-01-02T23:00:00,7.479166666666848,13.36833333333331,-1.0,0.18718662858009338,0,STOP_ADVERSE_FIRST,-1.0,0.18718662858009338,1,STOP_ADVERSE_FIRST,-1.0,0.08976437151432037,0,STOP_ADVERSE_FIRST,0.0972447320818901,0.0972447320818901,14,TIME_15_M1
1704237300,2024-01-02T23:15:00,6.552500000000024,12.656666666666448,-0.04578405246138573,0.2136589139699936,14,TIME_15_M1,-0.38153377175331116,0.2136589139699936,14,TIME_15_M1,-0.9718198776245117,0.09481169283390045,14,TIME_15_M1,0.7742955088615417,0.10271266847848892,14,TIME_15_M1
1704238200,2024-01-02T23:30:00,5.28833333333326,9.75666666666657,0.1512763947248459,0.2647337019443512,14,TIME_15_M1,-0.6807437539100647,0.2647337019443512,14,TIME_15_M1,1.5,0.13324223458766937,13,TAKE,-1.0,0.13324223458766937,5,STOP_ADVERSE_FIRST
1704239100,2024-01-02T23:45:00,4.131666666666691,7.854999999999806,-0.21782976388931274,0.3388462960720062,14,TIME_15_M1,-0.4598628580570221,0.3388462960720062,14,TIME_15_M1,-0.5346912741661072,0.16549968719482422,14,TIME_15_M1,0.2164226621389389,0.15276893973350525,14,TIME_15_M1
1704248100,2024-01-03T02:15:00,1.4758333333333211,2.058333333333576,-1.0,0.948616623878479,4,STOP_ADVERSE_FIRST,-1.0,0.948616623878479,0,STOP_ADVERSE_FIRST,-1.0,0.5829959511756897,0,STOP_ADVERSE_FIRST,1.5,0.6315789222717285,2,TAKE
1704249000,2024-01-03T02:30:00,1.0833333333334545,1.7116666666664968,-1.0,1.292307734489441,0,STOP_ADVERSE_FIRST,-1.0,1.292307734489441,0,STOP_ADVERSE_FIRST,-1.0,0.7594936490058899,1,STOP_ADVERSE_FIRST,-1.0,0.7594936490058899,3,STOP_ADVERSE_FIRST
1704249900,2024-01-03T02:45:00,1.1974999999999152,1.8349999999994906,-1.0,1.1691023111343384,0,STOP_ADVERSE_FIRST,-1.0,1.1691023111343384,0,STOP_ADVERSE_FIRST,-1.0,0.7084468603134155,1,STOP_ADVERSE_FIRST,1.5,0.6539509296417236,5,TAKE
1704250800,2024-01-03T03:00:00,1.2975000000000363,1.9149999999997818,-1.0,1.07899808883667,0,STOP_ADVERSE_FIRST,-1.0,1.07899808883667,0,STOP_ADVERSE_FIRST,-1.0,0.6788511872291565,0,STOP_ADVERSE_FIRST,-1.0,0.6788511872291565,0,STOP_ADVERSE_FIRST
1704251700,2024-01-03T03:15:00,1.3683333333333698,1.8199999999998302,-1.0,1.0231424570083618,0,STOP_ADVERSE_FIRST,-1.0,1.0231424570083618,0,STOP_ADVERSE_FIRST,-1.0,0.6593406796455383,0,STOP_ADVERSE_FIRST,-1.0,0.6593406796455383,0,STOP_ADVERSE_FIRST
1704252600,2024-01-03T03:30:00,1.5024999999999635,2.0266666666664,-1.0,0.9317803382873535,0,STOP_ADVERSE_FIRST,-1.0,0.9317803382873535,0,STOP_ADVERSE_FIRST,-1.0,0.6414473652839661,3,STOP_ADVERSE_FIRST,-1.0,0.6414473652839661,0,STOP_ADVERSE_FIRST
1704253500,2024-01-03T03:45:00,1.6233333333334181,2.0450000000000728,-1.0,0.8624230027198792,0,STOP_ADVERSE_FIRST,-1.0,0.8624230027198792,2,STOP_ADVERSE_FIRST,1.5,0.6356968283653259,10,TAKE,-1.0,0.6356968283653259,0,STOP_ADVERSE_FIRST
1704254400,2024-01-03T04:00:00,1.7008333333332606,2.033333333333212,-1.0,0.8231258988380432,0,STOP_ADVERSE_FIRST,-1.0,0.8231258988380432,0,STOP_ADVERSE_FIRST,0.19672131538391113,0.6393442749977112,14,TIME_15_M1,-1.0,0.6393442749977112,0,STOP_ADVERSE_FIRST
1704255300,2024-01-03T04:15:00,1.5299999999998666,1.8666666666665455,-1.0,0.915032684803009,0,STOP_ADVERSE_FIRST,1.5,0.915032684803009,3,TAKE,-1.0,0.6964285969734192,0,STOP_ADVERSE_FIRST,1.5,0.6428571343421936,6,TAKE
1704260700,2024-01-03T05:45:00,1.2166666666668486,1.4299999999999273,-1.0,1.1506849527359009,0,STOP_ADVERSE_FIRST,-1.0,1.1506849527359009,0,STOP_ADVERSE_FIRST,-1.0,0.9090909361839294,0,STOP_ADVERSE_FIRST,-1.0,0.9090909361839294,1,STOP_ADVERSE_FIRST
1704261600,2024-01-03T06:00:00,1.0908333333335274,1.3583333333328482,-1.0,1.2834224700927734,0,STOP_ADVERSE_FIRST,-1.0,1.2834224700927734,0,STOP_ADVERSE_FIRST,-1.0,0.9570552110671997,0,STOP_ADVERSE_FIRST,-1.0,0.9570552110671997,0,STOP_ADVERSE_FIRST
1704272400,2024-01-03T09:00:00,1.2574999999998908,1.2733333333331152,-1.0,1.1133201122283936,0,STOP_ADVERSE_FIRST,-1.0,1.1133201122283936,0,STOP_ADVERSE_FIRST,-1.0,1.0209424495697021,0,STOP_ADVERSE_FIRST,-1.0,1.0209424495697021,0,STOP_ADVERSE_FIRST
1704273300,2024-01-03T09:15:00,1.5099999999999152,1.7666666666667878,-1.0,0.9271523356437683,0,STOP_ADVERSE_FIRST,-1.0,0.9271523356437683,0,STOP_ADVERSE_FIRST,-1.0,0.6792452931404114,0,STOP_ADVERSE_FIRST,-1.0,0.6792452931404114,0,STOP_ADVERSE_FIRST
1704274200,2024-01-03T09:30:00,1.7633333333333818,2.075,-1.0,0.7939508557319641,0,STOP_ADVERSE_FIRST,-1.0,0.7939508557319641,0,STOP_ADVERSE_FIRST,-1.0,0.5783132314682007,0,STOP_ADVERSE_FIRST,-1.0,0.5783132314682007,0,STOP_ADVERSE_FIRST
1704275100,2024-01-03T09:45:00,2.000833333333321,2.304999999999806,-0.2249062955379486,0.6997084617614746,14,TIME_15_M1,-1.0,0.6997084617614746,0,STOP_ADVERSE_FIRST,1.5,0.5639913082122803,3,TAKE,-1.0,0.5639913082122803,0,STOP_ADVERSE_FIRST
1704276000,2024-01-03T10:00:00,2.0350000000000366,2.641666666666788,1.5,0.687960684299469,0,TAKE,-1.0,0.687960684299469,0,STOP_ADVERSE_FIRST,1.5,0.45425868034362793,0,TAKE,-1.0,0.45425868034362793,0,STOP_ADVERSE_FIRST
1704276900,2024-01-03T10:15:00,2.347500000000158,3.4666666666669093,-1.0,0.5963791012763977,0,STOP_ADVERSE_FIRST,-1.0,0.5963791012763977,0,STOP_ADVERSE_FIRST,-1.0,0.375,0,STOP_ADVERSE_FIRST,-1.0,0.3461538553237915,1,STOP_ADVERSE_FIRST
1704277800,2024-01-03T10:30:00,2.606666666666812,4.335000000000097,-1.0,0.5370844006538391,0,STOP_ADVERSE_FIRST,-1.0,0.5370844006538391,0,STOP_ADVERSE_FIRST,1.5,0.27681660652160645,1,TAKE,-1.0,0.27681660652160645,0,STOP_ADVERSE_FIRST
1704278700,2024-01-03T10:45:00,3.1699999999999515,5.7466666666669575,-1.0,0.44164037704467773,0,STOP_ADVERSE_FIRST,-1.0,0.44164037704467773,0,STOP_ADVERSE_FIRST,-1.0,0.20881670713424683,0,STOP_ADVERSE_FIRST,-1.0,0.2262181043624878,3,STOP_ADVERSE_FIRST
1704279600,2024-01-03T11:00:00,4.184999999999976,6.546666666667079,1.5,0.3345280885696411,2,TAKE,-1.0,0.3345280885696411,0,STOP_ADVERSE_FIRST,-1.0,0.18329939246177673,3,STOP_ADVERSE_FIRST,1.5,0.19857433438301086,5,TAKE
1704280500,2024-01-03T11:15:00,4.374999999999878,6.411666666666861,-1.0,0.3199999928474426,2,STOP_ADVERSE_FIRST,-1.0,0.3199999928474426,5,STOP_ADVERSE_FIRST,1.5,0.2027553915977478,9,TAKE,-1.0,0.18715882301330566,1,STOP_ADVERSE_FIRST
1704281400,2024-01-03T11:30:00,4.468333333333188,6.226666666666763,-1.0,0.3133159279823303,0,STOP_ADVERSE_FIRST,1.5,0.3133159279823303,10,TAKE,-1.0,0.1927194893360138,3,STOP_ADVERSE_FIRST,-1.0,0.1927194893360138,6,STOP_ADVERSE_FIRST
1704282300,2024-01-03T11:45:00,4.373333333333358,5.5433333333335515,-1.0,0.3201219439506531,1,STOP_ADVERSE_FIRST,1.5,0.3201219439506531,4,TAKE,-1.0,0.21647624671459198,4,STOP_ADVERSE_FIRST,-1.0,0.21647624671459198,0,STOP_ADVERSE_FIRST
1704283200,2024-01-03T12:00:00,3.8966666666667154,5.290000000000388,-1.0,0.359281450510025,0,STOP_ADVERSE_FIRST,-1.0,0.359281450510025,2,STOP_ADVERSE_FIRST,-1.0,0.2457466870546341,0,STOP_ADVERSE_FIRST,1.5,0.22684310376644135,7,TAKE
1704284100,2024-01-03T12:15:00,3.878333333333588,5.305000000000291,-1.0,0.3609797954559326,0,STOP_ADVERSE_FIRST,1.5,0.3609797954559326,3,TAKE,-1.0,0.22620169818401337,1,STOP_ADVERSE_FIRST,1.5,0.22620169818401337,6,TAKE
