role,sequence,entry_time_epoch,entry_time,exit_time_epoch,exit_time,action,symbol,direction,predicted_actual_utility_R,actual_utility_R,extra_stress_R,atr_price,volume_lots,planned_risk_usd,exit_reason,actual_pnl_usd,extra_stress_cost_usd,stressed_pnl_usd,actual_balance_before_usd,actual_balance_after_usd,stressed_balance_before_usd,stressed_balance_after_usd
UTILITY_EDGE_R010,1,1753919100,2025-07-30T23:45:00,1753919940,2025-07-30T23:59:00,US30_LONG,US30,LONG,0.11483992636203766,-0.7409440279006958,0.05762897804379463,24.29333333333343,0.08,1.9434666666666744,TIME_15_M1,-1.4400000200907448,0.11199999786218053,-1.5520000179529254,100.0,98.55999997990925,100.0,98.44799998204708
