observer_id,run_code,last_trigger_time,eligible_market_bars,finalized_bars,valid_ticks,breakout_states,overlap_skips,upper_triggers,lower_triggers,triggers,resolved,unresolved,rate_faults,tick_faults,profit_calc_faults,row_faults,start_digits,end_digits,start_point,end_point,start_tick_size,end_tick_size,start_tick_value,end_tick_value,start_contract_size,end_contract_size,start_volume_min,end_volume_min,start_volume_max,end_volume_max,start_volume_step,end_volume_step,start_stops_level,end_stops_level,start_freeze_level,end_freeze_level,start_swap_mode,end_swap_mode,start_swap_long,end_swap_long,start_swap_short,end_swap_short,start_swap_rollover3days,end_swap_rollover3days
ZETA-NEXT-US500-MONTHLY-RANGE-BREAK-RESPONSE-V1,1,2025.12.11 01:00:01,249,256,20911730,43,21,18,4,22,22,0,0,0,0,0,2,2,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,0.010000000000,1.00000000,1.00000000,0.01000000,0.01000000,200.00000000,200.00000000,0.01000000,0.01000000,0,0,0,0,2,2,-1.09000000,-1.09000000,0.44000000,0.44000000,5,5
