slot,quadrant,native_slot,selection_2025_signal_count,selection_2025_mean_forward_return_atr,selection_2025_median_mae_atr,confirm_2026_signal_count,confirm_2026_mean_forward_return_atr,confirm_2026_median_mae_atr,supported_common_nonnative
00:00,Q1,0,0,,,0,,,0
00:30,Q1,0,0,,,0,,,0
01:00,Q1,0,2,-2.0627274232056516,2.3378726794767104,2,-0.3931050183678179,1.8564239934711986,0
01:30,Q1,0,2,-1.7951929852372885,1.3667755450089463,1,0.8915759774284802,0.018809619776971577,0
02:00,Q1,0,1,-1.0751875912776365,1.3219519564888975,2,0.055958690931342106,0.26073133040915336,0
02:30,Q1,0,4,-0.32237719787609576,0.6986346518933941,4,-0.8300304616157985,0.7723904501995431,0
03:00,Q1,0,6,-0.41942376308214513,0.9405204185623396,3,-0.47253683661970114,0.6663493574488308,0
03:30,Q1,0,7,-0.28175900473020665,1.1200000000000476,5,-0.8161983286948912,0.8323665893271479,0
04:00,Q1,0,10,-0.5012705751924091,1.2130289100146505,7,0.02164384623510774,0.6432160804020101,0
04:30,Q1,0,15,-0.3865394376764507,0.8402585410895858,7,0.16515354458648904,0.5985748218527316,0
05:00,Q1,0,15,-0.22290429185323637,0.9674543022737437,10,0.4533397578817291,0.7497595324230806,1
05:30,Q1,0,16,0.19333949735937062,0.5750804663471855,13,0.4823936237056712,0.8896734333627537,1
06:00,Q2,0,26,0.08296382755687057,0.6751856857514029,23,0.38446857403128953,0.8063555114200596,1
06:30,Q2,0,27,-0.3034737426124506,0.8459601739528934,29,0.2360596884697875,1.2903110794188595,1
07:00,Q2,0,37,-0.2561814939543895,1.2325886990801578,34,-0.2304007229887591,1.3379679817398147,1
07:30,Q2,0,44,0.04735343635362572,1.4629483090128603,29,-0.013304225864756046,1.3644067796610169,1
08:00,Q2,0,72,0.11005611729271006,1.6188744985164971,41,-0.2127688014211614,1.8958333333333333,1
08:30,Q2,0,75,-0.13960440106088465,1.9679383969197317,41,0.7125844739404013,1.780392156862802,1
09:00,Q2,0,78,-0.08583998837104856,1.8781989202426133,46,0.3542843273558422,1.7918289603218764,1
09:30,Q2,0,96,-0.2907299540541028,2.1340020144367973,53,0.07191231997308788,1.7455728225514953,1
10:00,Q2,0,93,0.5473746349139751,1.54182156133829,56,0.2945744493100641,1.450953890898438,1
10:30,Q2,0,92,-0.06934400654054819,2.0384531157503742,54,-0.05287607708783946,1.6393610160333074,1
11:00,Q2,0,88,-0.0655375268716871,1.5816936584038128,50,0.4732431000387675,1.22822484547661,1
11:30,Q2,0,82,-0.43759931066765034,1.8623508036241114,46,0.5899904314266231,1.5053806558262572,1
12:00,Q3,0,82,0.17248649896179008,1.8694204117515323,44,0.6890164992668818,1.430193394933545,1
12:30,Q3,0,88,0.0344554803111446,2.1190933603915836,40,1.239623282522714,1.8123601043185475,1
13:00,Q3,0,91,0.5001660127040256,2.4021164021164023,38,2.0903257662734807,2.0786287938597092,1
13:30,Q3,1,79,0.6688205736563447,3.051756705704571,39,2.7661226033884203,2.3681424446583903,0
14:00,Q3,0,75,0.4556711136736492,3.1288310279360094,38,1.474617737623564,2.9812402890136873,1
14:30,Q3,0,70,0.6161194599791702,2.6291586073500968,24,0.49915633930991854,2.941439698340818,1
15:00,Q3,0,60,-0.05399664705961517,3.152079576711317,25,0.1267476665595098,3.859133309717827,1
15:30,Q3,0,58,0.5636583432225101,3.3212700106278525,20,0.915406880115065,2.3402015721874614,1
16:00,Q3,0,49,0.6545002232663066,2.626467731967871,16,2.4481830902229875,1.567452273563851,1
16:30,Q3,0,39,1.0028169373382292,2.8048568950563744,11,-1.7123731736378134,3.1892963330029733,1
17:00,Q3,0,18,1.6446839079295124,1.9628500917769602,5,0.37135518651929045,2.0425302826379546,0
17:30,Q3,0,7,-0.40313693960324126,1.858267716535433,4,1.1977923247257847,0.7094099487504892,0
18:00,Q4,0,5,-0.48339830860648536,3.529271206690561,4,0.910242677574125,1.3975330200659777,0
18:30,Q4,0,5,1.549190616896912,1.0226895406751522,4,0.7515711264936362,0.6870864039769871,0
19:00,Q4,0,4,0.30229462607670354,1.6738250679018312,2,-0.6382741396335191,2.1640553085921086,0
19:30,Q4,0,4,0.6683795125865022,1.5692768539558388,2,2.993092304374299,0.6260296048711117,0
20:00,Q4,0,4,1.1556335928703705,1.107856076635224,0,,,0
20:30,Q4,0,5,0.119781929282195,1.2666909886902458,0,,,0
21:00,Q4,0,3,1.6016065486522004,0.20710059171597633,0,,,0
21:30,Q4,0,2,1.5701749505696074,0.3478971910102163,0,,,0
22:00,Q4,0,1,0.04907922912202078,0.5717344753747323,0,,,0
22:30,Q4,0,1,0.006568123393279535,0.4948586118251928,0,,,0
23:00,Q4,0,0,,,0,,,0
23:30,Q4,0,0,,,0,,,0
