period,server_date,weekday,state,signal_count,birth_count,sub_three_signal,centered_signal_count,centered_birth_count,centered_sub_three_signal
P1_2022H2_2023,2023-05-10,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-05-11,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-05-12,Friday,OTHER_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-05-15,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-05-16,Tuesday,STANDARD_EXPIRATION_WEEK,3,2,0,0.4383561643835616,-0.3698630136986303,-0.4931506849315068
P1_2022H2_2023,2023-05-17,Wednesday,STANDARD_EXPIRATION_WEEK,0,0,1,-2.1486486486486487,-1.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-05-18,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-05-19,Friday,STANDARD_EXPIRATION_WEEK,0,0,1,-2.2432432432432434,-2.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-05-22,Monday,OTHER_WEEK,3,3,0,0.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-05-23,Tuesday,OTHER_WEEK,4,4,0,1.4383561643835616,1.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-05-24,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-05-25,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-05-26,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-05-29,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-05-30,Tuesday,OTHER_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-05-31,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-06-01,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-06-02,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-06-05,Monday,OTHER_WEEK,3,3,0,0.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-06-06,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-06-07,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-06-08,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-06-09,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-06-12,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-06-13,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-06-14,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-06-15,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-06-16,Friday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-06-19,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-06-20,Tuesday,OTHER_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-06-21,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-06-22,Thursday,OTHER_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-06-23,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-06-26,Monday,OTHER_WEEK,2,1,1,-0.19718309859154948,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-06-27,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-06-28,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-06-29,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-06-30,Friday,OTHER_WEEK,4,3,0,1.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-07-03,Monday,OTHER_WEEK,0,0,1,-2.1971830985915495,-1.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-07-04,Tuesday,OTHER_WEEK,0,0,1,-2.5616438356164384,-2.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-07-05,Wednesday,OTHER_WEEK,4,4,0,1.8513513513513513,2.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-07-06,Thursday,OTHER_WEEK,4,3,0,1.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-07-07,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-07-10,Monday,OTHER_WEEK,4,2,0,1.8028169014084505,0.014084507042253502,-0.6338028169014085
P1_2022H2_2023,2023-07-11,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-07-12,Wednesday,OTHER_WEEK,4,3,0,1.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-07-13,Thursday,OTHER_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-07-14,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-07-17,Monday,STANDARD_EXPIRATION_WEEK,0,0,1,-2.1971830985915495,-1.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-07-18,Tuesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-07-19,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-07-20,Thursday,STANDARD_EXPIRATION_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-07-21,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-07-24,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-07-25,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-07-26,Wednesday,OTHER_WEEK,0,0,1,-2.1486486486486487,-1.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-07-27,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-07-28,Friday,OTHER_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-07-31,Monday,OTHER_WEEK,4,4,0,1.8028169014084505,2.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-08-01,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-08-02,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-08-03,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-08-04,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-08-07,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-08-08,Tuesday,OTHER_WEEK,4,3,0,1.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-08-09,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-08-10,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-08-11,Friday,OTHER_WEEK,3,2,0,0.7567567567567566,-0.09459459459459474,-0.6081081081081081
P1_2022H2_2023,2023-08-14,Monday,STANDARD_EXPIRATION_WEEK,3,3,0,0.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-08-15,Tuesday,STANDARD_EXPIRATION_WEEK,5,5,0,2.4383561643835616,2.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-08-16,Wednesday,STANDARD_EXPIRATION_WEEK,4,3,0,1.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-08-17,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-08-18,Friday,STANDARD_EXPIRATION_WEEK,4,3,0,1.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-08-21,Monday,OTHER_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-08-22,Tuesday,OTHER_WEEK,4,4,0,1.4383561643835616,1.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-08-23,Wednesday,OTHER_WEEK,5,3,0,2.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-08-24,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-08-25,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-08-28,Monday,OTHER_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-08-29,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-08-30,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-08-31,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-09-01,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-09-04,Monday,OTHER_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-09-05,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-09-06,Wednesday,OTHER_WEEK,0,0,1,-2.1486486486486487,-1.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-09-07,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-09-08,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-09-11,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-09-12,Tuesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-09-13,Wednesday,STANDARD_EXPIRATION_WEEK,2,1,1,-0.14864864864864868,-0.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-09-14,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-09-15,Friday,STANDARD_EXPIRATION_WEEK,4,3,0,1.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-09-18,Monday,OTHER_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-09-19,Tuesday,OTHER_WEEK,4,3,0,1.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-09-20,Wednesday,OTHER_WEEK,1,1,1,-1.1486486486486487,-0.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-09-21,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-09-22,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-09-25,Monday,OTHER_WEEK,3,3,0,0.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-09-26,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-09-27,Wednesday,OTHER_WEEK,1,1,1,-1.1486486486486487,-0.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-09-28,Thursday,OTHER_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-09-29,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-10-02,Monday,OTHER_WEEK,4,4,0,1.8028169014084505,2.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-10-03,Tuesday,OTHER_WEEK,5,4,0,2.4383561643835616,1.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-10-04,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-10-05,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-10-06,Friday,OTHER_WEEK,4,3,0,1.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-10-09,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-10-10,Tuesday,OTHER_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-10-11,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-10-12,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-10-13,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-10-16,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-10-17,Tuesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-10-18,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-10-19,Thursday,STANDARD_EXPIRATION_WEEK,2,1,1,-0.20270270270270263,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-10-20,Friday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-10-23,Monday,OTHER_WEEK,4,4,0,1.8028169014084505,2.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-10-24,Tuesday,OTHER_WEEK,1,1,1,-1.5616438356164384,-1.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-10-25,Wednesday,OTHER_WEEK,1,1,1,-1.1486486486486487,-0.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-10-26,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-10-27,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-10-30,Monday,OTHER_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-10-31,Tuesday,OTHER_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-11-01,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-11-02,Thursday,OTHER_WEEK,3,3,0,0.7972972972972974,0.8918918918918921,-0.6216216216216216
P1_2022H2_2023,2023-11-03,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-11-06,Monday,OTHER_WEEK,0,0,1,-2.1971830985915495,-1.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-11-07,Tuesday,OTHER_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-11-08,Wednesday,OTHER_WEEK,0,0,1,-2.1486486486486487,-1.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-11-09,Thursday,OTHER_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-11-10,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-11-13,Monday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.19718309859154948,0.014084507042253502,0.3661971830985915
P1_2022H2_2023,2023-11-14,Tuesday,STANDARD_EXPIRATION_WEEK,3,2,0,0.4383561643835616,-0.3698630136986303,-0.4931506849315068
P1_2022H2_2023,2023-11-15,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-11-16,Thursday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-11-17,Friday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-11-20,Monday,OTHER_WEEK,4,3,0,1.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-11-21,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-11-22,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-11-23,Thursday,OTHER_WEEK,0,0,1,-2.2027027027027026,-2.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-11-24,Friday,OTHER_WEEK,0,0,1,-2.2432432432432434,-2.0945945945945947,0.3918918918918919
P1_2022H2_2023,2023-11-27,Monday,OTHER_WEEK,0,0,1,-2.1971830985915495,-1.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-11-28,Tuesday,OTHER_WEEK,4,3,0,1.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-11-29,Wednesday,OTHER_WEEK,3,3,0,0.8513513513513513,1.054054054054054,-0.6351351351351351
P1_2022H2_2023,2023-11-30,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-12-01,Friday,OTHER_WEEK,4,3,0,1.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-12-04,Monday,OTHER_WEEK,3,3,0,0.8028169014084505,1.0140845070422535,-0.6338028169014085
P1_2022H2_2023,2023-12-05,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-12-06,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-12-07,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-12-08,Friday,OTHER_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-12-11,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-12-12,Tuesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.4383561643835616,0.6301369863013697,-0.4931506849315068
P1_2022H2_2023,2023-12-13,Wednesday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-12-14,Thursday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-12-15,Friday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.24324324324324342,-0.09459459459459474,0.3918918918918919
P1_2022H2_2023,2023-12-18,Monday,OTHER_WEEK,1,1,1,-1.1971830985915495,-0.9859154929577465,0.3661971830985915
P1_2022H2_2023,2023-12-19,Tuesday,OTHER_WEEK,2,2,1,-0.5616438356164384,-0.3698630136986303,0.5068493150684932
P1_2022H2_2023,2023-12-20,Wednesday,OTHER_WEEK,2,2,1,-0.14864864864864868,0.054054054054053946,0.3648648648648649
P1_2022H2_2023,2023-12-21,Thursday,OTHER_WEEK,2,2,1,-0.20270270270270263,-0.10810810810810789,0.3783783783783784
P1_2022H2_2023,2023-12-22,Friday,OTHER_WEEK,3,3,0,0.7567567567567566,0.9054054054054053,-0.6081081081081081
P1_2022H2_2023,2023-12-27,Wednesday,OTHER_WEEK,1,1,1,-1.1486486486486487,-0.945945945945946,0.3648648648648649
P1_2022H2_2023,2023-12-28,Thursday,OTHER_WEEK,1,1,1,-1.2027027027027026,-1.108108108108108,0.3783783783783784
P1_2022H2_2023,2023-12-29,Friday,OTHER_WEEK,1,1,1,-1.2432432432432434,-1.0945945945945947,0.3918918918918919
P2_2024,2024-01-01,Monday,OTHER_WEEK,0,0,1,-1.9622641509433962,-1.849056603773585,0.28301886792452835
P2_2024,2024-01-02,Tuesday,OTHER_WEEK,4,3,0,1.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-01-03,Wednesday,OTHER_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-01-04,Thursday,OTHER_WEEK,4,3,0,1.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-01-05,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-01-08,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-01-09,Tuesday,OTHER_WEEK,4,4,0,1.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-01-10,Wednesday,OTHER_WEEK,4,3,0,1.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-01-11,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-01-12,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-01-15,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-01-16,Tuesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-01-17,Wednesday,STANDARD_EXPIRATION_WEEK,3,3,0,0.607843137254902,0.7254901960784315,-0.49019607843137253
P2_2024,2024-01-18,Thursday,STANDARD_EXPIRATION_WEEK,4,3,0,1.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-01-19,Friday,STANDARD_EXPIRATION_WEEK,3,3,0,0.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-01-22,Monday,OTHER_WEEK,3,3,0,1.0377358490566038,1.150943396226415,-0.7169811320754716
P2_2024,2024-01-23,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-01-24,Wednesday,OTHER_WEEK,2,2,1,-0.392156862745098,-0.27450980392156854,0.5098039215686274
P2_2024,2024-01-25,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-01-26,Friday,OTHER_WEEK,2,2,1,-0.4901960784313726,-0.27450980392156854,0.47058823529411764
P2_2024,2024-01-29,Monday,OTHER_WEEK,2,2,1,0.037735849056603765,0.15094339622641506,0.28301886792452835
P2_2024,2024-01-30,Tuesday,OTHER_WEEK,4,3,0,1.5283018867924527,0.7169811320754715,-0.5849056603773585
P2_2024,2024-01-31,Wednesday,OTHER_WEEK,4,4,0,1.607843137254902,1.7254901960784315,-0.49019607843137253
P2_2024,2024-02-01,Thursday,OTHER_WEEK,3,3,0,0.9423076923076925,1.0192307692307692,-0.75
P2_2024,2024-02-02,Friday,OTHER_WEEK,5,3,0,2.5098039215686274,0.7254901960784315,-0.5294117647058824
P2_2024,2024-02-05,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-02-06,Tuesday,OTHER_WEEK,2,2,1,-0.4716981132075473,-0.28301886792452846,0.41509433962264153
P2_2024,2024-02-07,Wednesday,OTHER_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-02-08,Thursday,OTHER_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-02-09,Friday,OTHER_WEEK,5,5,0,2.5098039215686274,2.7254901960784315,-0.5294117647058824
P2_2024,2024-02-12,Monday,STANDARD_EXPIRATION_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-02-13,Tuesday,STANDARD_EXPIRATION_WEEK,4,4,0,1.5283018867924527,1.7169811320754715,-0.5849056603773585
P2_2024,2024-02-14,Wednesday,STANDARD_EXPIRATION_WEEK,1,1,1,-1.392156862745098,-1.2745098039215685,0.5098039215686274
P2_2024,2024-02-15,Thursday,STANDARD_EXPIRATION_WEEK,2,2,1,-0.05769230769230749,0.019230769230769162,0.25
P2_2024,2024-02-16,Friday,STANDARD_EXPIRATION_WEEK,6,4,0,3.5098039215686274,1.7254901960784315,-0.5294117647058824
P2_2024,2024-02-19,Monday,OTHER_WEEK,1,1,1,-0.9622641509433962,-0.8490566037735849,0.28301886792452835
P2_2024,2024-02-20,Tuesday,OTHER_WEEK,4,4,0,1.5283018867924527,1.7169811320754715,-0.5849056603773585
