record_id,period,component,book,birth_server,final_server,weekday,state,planned_risk_usd,actual_net_usd,stressed_net_usd,stressed_r,stop,centered_stressed_r,centered_stop,source_path,source_birth_row,source_final_row
L0569,P1_2022H2_2023,Passive,US100_BOOK,2023-08-15T15:02:00,2023-08-15T16:15:00,Tuesday,STANDARD_EXPIRATION_WEEK,9.0567,0.51,0.495,0.05465566928351387,0,0.048002755188248376,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,78,84
L0570,P1_2022H2_2023,Pressure,US30_BOOK,2023-08-15T15:00:00,2023-08-15T19:00:00,Tuesday,STANDARD_EXPIRATION_WEEK,9.0567,-0.06,-0.07700000000004366,-0.008501992999662533,0,-0.03701176579256177,-0.05714285714285714,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,71,90
L0571,P1_2022H2_2023,Cross,US100_BOOK,2023-08-15T17:00:00,2023-08-15T21:00:00,Tuesday,STANDARD_EXPIRATION_WEEK,9.0765,0.23,0.21500000000000002,0.023687544758442137,0,0.014983772550419794,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,88,91
L0572,P1_2022H2_2023,Return,US30_BOOK,2023-08-15T16:00:00,2023-08-15T22:00:00,Tuesday,STANDARD_EXPIRATION_WEEK,9.0567,-0.08,-0.09799999999995634,-0.010820718363195906,0,-0.08279958541446435,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,82,92
L0573,P1_2022H2_2023,Passive,US100_BOOK,2023-08-16T16:31:34,2023-08-16T17:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,9.0781,0.39,0.375,0.041308203258391074,0,0.03465528916312558,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,110,111
L0574,P1_2022H2_2023,Cross,US100_BOOK,2023-08-16T17:00:00,2023-08-16T21:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,9.0931,0.52,0.4920000000000073,0.05410696022258717,0,0.045403188014564826,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,115,117
L0575,P1_2022H2_2023,Return,US30_BOOK,2023-08-16T16:00:00,2023-08-16T22:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,9.0781,0.09,0.07200000000004365,0.007931175025615895,0,-0.06404769202565254,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,108,118
L0576,P1_2022H2_2023,RC4,US30_BOOK,2023-08-17T13:00:00,2023-08-17T19:00:00,Thursday,STANDARD_EXPIRATION_WEEK,9.1156,-0.93,-0.9470000000000437,-0.10388784062486765,0,-0.207354235728132,-0.1509433962264151,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,123,131
L0577,P1_2022H2_2023,Cross,US100_BOOK,2023-08-17T17:00:00,2023-08-17T21:00:00,Thursday,STANDARD_EXPIRATION_WEEK,9.1156,0.49,0.475,0.05210847338628285,0,0.04340470117826051,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,129,132
L0578,P1_2022H2_2023,Passive,US100_BOOK,2023-08-18T14:17:04,2023-08-18T17:45:00,Friday,STANDARD_EXPIRATION_WEEK,9.0968,0.06,0.045,0.004946794477178788,0,-0.0017061196180867067,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,139,153
L0579,P1_2022H2_2023,Pressure,US30_BOOK,2023-08-18T15:00:00,2023-08-18T19:00:00,Friday,STANDARD_EXPIRATION_WEEK,9.0968,-2.13,-2.1470000000000438,-0.23601706094451277,0,-0.26452683373741204,-0.05714285714285714,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,143,154
L0580,P1_2022H2_2023,Return,US30_BOOK,2023-08-18T16:00:00,2023-08-18T22:00:00,Friday,STANDARD_EXPIRATION_WEEK,9.0968,1.63,1.6120000000000436,0.17720517104916494,0,0.10522630399789651,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,148,155
L0581,P1_2022H2_2023,Passive,US100_BOOK,2023-08-21T13:09:27,2023-08-21T14:00:00,Monday,OTHER_WEEK,9.0772,0.2,0.185,0.020380734147093817,0,0.013727820051828323,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,162,163
L0582,P1_2022H2_2023,Cross,US100_BOOK,2023-08-21T17:00:00,2023-08-21T21:00:00,Monday,OTHER_WEEK,9.0846,0.29,0.27499999999999997,0.030271008079607243,0,0.0215672358715849,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,167,169
L0583,P1_2022H2_2023,Passive,US100_BOOK,2023-08-22T12:31:48,2023-08-22T14:15:00,Tuesday,OTHER_WEEK,9.0956,-0.09,-0.105,-0.011544043273670786,0,-0.01819695736893628,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,176,182
L0584,P1_2022H2_2023,Passive,US100_BOOK,2023-08-22T15:30:23,2023-08-22T16:45:00,Tuesday,OTHER_WEEK,9.0914,0.63,0.615,0.06764634709725674,0,0.06099343300199125,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,188,189
L0585,P1_2022H2_2023,RC4,US30_BOOK,2023-08-22T13:00:00,2023-08-22T17:00:08,Tuesday,OTHER_WEEK,9.0956,-1.15,-1.1679999999999562,-0.12841373851092355,1,-0.2318801336141879,0.8490566037735849,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,180,198
L0586,P1_2022H2_2023,Cross,US100_BOOK,2023-08-22T17:00:00,2023-08-22T21:00:00,Tuesday,OTHER_WEEK,9.116,0.44,0.425,0.046621325142606404,0,0.03791755293458406,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,195,205
L0587,P1_2022H2_2023,RC16,US30_BOOK,2023-08-23T13:30:00,2023-08-23T17:30:00,Wednesday,OTHER_WEEK,9.0862,-0.31,-0.32700000000004364,-0.035988642116621214,0,-0.1131009596369064,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,210,234
L0588,P1_2022H2_2023,Cross,US100_BOOK,2023-08-23T17:00:00,2023-08-23T21:00:00,Wednesday,OTHER_WEEK,9.0862,1.3599999999999999,1.345,0.1480266778191103,0,0.13932290561108795,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,232,235
L0589,P1_2022H2_2023,Return,US30_BOOK,2023-08-23T16:00:00,2023-08-23T22:00:00,Wednesday,OTHER_WEEK,9.0862,1.33,1.3120000000000438,0.1443947965045942,0,0.07241592945332576,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,226,236
L0590,P1_2022H2_2023,Cross,US100_BOOK,2023-08-24T17:00:00,2023-08-24T21:00:00,Thursday,OTHER_WEEK,9.1794,2.4699999999999998,2.4549999999999996,0.26744667407455824,0,0.2587429018665359,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,246,248
L0591,P1_2022H2_2023,Return,US30_BOOK,2023-08-24T16:00:00,2023-08-24T22:00:00,Thursday,OTHER_WEEK,9.1794,-2.2,-2.2179999999999565,-0.24162799311501368,0,-0.31360686016628214,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,241,249
L0592,P1_2022H2_2023,RC16,US30_BOOK,2023-08-25T13:30:00,2023-08-25T17:30:00,Friday,OTHER_WEEK,9.1889,-0.82,-0.8370000000000436,-0.09108816071565079,0,-0.16820047823593598,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,259,267
L0593,P1_2022H2_2023,RC4,US30_BOOK,2023-08-25T13:00:00,2023-08-25T19:00:00,Friday,OTHER_WEEK,9.1889,-0.23,-0.24700000000004366,-0.026880257702232437,0,-0.1303466528054968,-0.1509433962264151,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,254,268
L0594,P1_2022H2_2023,Cross,US100_BOOK,2023-08-25T17:00:00,2023-08-25T21:00:00,Friday,OTHER_WEEK,9.1889,-0.69,-0.7384999999999854,-0.0803687057210314,0,-0.08907247792905375,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,265,269
L0595,P1_2022H2_2023,RC4,US30_BOOK,2023-08-28T13:00:00,2023-08-28T19:00:00,Monday,OTHER_WEEK,9.116,1.02,1.0029999999999564,0.11002632733654634,0,0.006559932233281995,-0.1509433962264151,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,274,282
L0596,P1_2022H2_2023,Cross,US100_BOOK,2023-08-28T17:00:00,2023-08-28T21:00:00,Monday,OTHER_WEEK,9.116,0.39,0.375,0.0411364633611233,0,0.03243269115310096,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,280,283
L0597,P1_2022H2_2023,Cross,US100_BOOK,2023-08-29T17:00:00,2023-08-29T21:00:00,Tuesday,OTHER_WEEK,9.1711,2.13,2.1149999999999998,0.2306157385700734,0,0.22191196636205104,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,288,290
L0598,P1_2022H2_2023,Passive,US100_BOOK,2023-08-30T15:45:55,2023-08-30T17:30:00,Wednesday,OTHER_WEEK,9.2557,0.21,0.195,0.021068098577093037,0,0.014415184481827542,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,297,303
L0599,P1_2022H2_2023,Cross,US100_BOOK,2023-08-30T17:00:00,2023-08-30T21:00:00,Wednesday,OTHER_WEEK,9.2557,-0.22,-0.235,-0.025389759823676222,0,-0.03409353203169856,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,301,304
L0600,P1_2022H2_2023,RC16,US30_BOOK,2023-08-31T13:30:00,2023-08-31T17:30:00,Thursday,OTHER_WEEK,9.2541,-0.19,-0.20700000000004365,-0.022368463707982802,0,-0.09948078122826799,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,309,316
L0601,P1_2022H2_2023,Cross,US100_BOOK,2023-08-31T17:00:00,2023-08-31T21:00:00,Thursday,OTHER_WEEK,9.2541,-0.12,-0.135,-0.0145881285052031,0,-0.02329190071322544,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,314,317
L0602,P1_2022H2_2023,Passive,US100_BOOK,2023-09-01T12:46:41,2023-09-01T13:45:00,Friday,OTHER_WEEK,9.2405,-0.06,-0.075,-0.008116443915372544,0,-0.014769358010638039,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,324,325
L0603,P1_2022H2_2023,Passive,US100_BOOK,2023-09-01T15:46:03,2023-09-01T16:45:00,Friday,OTHER_WEEK,9.2375,0.75,0.735,0.07956698240866035,0,0.07291406831339485,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,331,332
L0604,P1_2022H2_2023,Cross,US100_BOOK,2023-09-01T17:00:00,2023-09-01T21:00:00,Friday,OTHER_WEEK,9.2669,0.44,0.4169999999999891,0.04499886693500406,0,0.03629509472698172,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,336,338
L0605,P1_2022H2_2023,RC16,US30_BOOK,2023-09-04T13:30:00,2023-09-04T17:30:00,Monday,OTHER_WEEK,9.2835,-1.34,-1.3570000000000437,-0.14617331825281885,0,-0.22328563577310404,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,348,354
L0606,P1_2022H2_2023,RC4,US30_BOOK,2023-09-04T13:00:00,2023-09-04T19:00:00,Monday,OTHER_WEEK,9.2835,1.11,1.0929999999999565,0.11773576775999961,0,0.014269372656735266,-0.1509433962264151,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,343,355
L0607,P1_2022H2_2023,Cross,US100_BOOK,2023-09-05T17:00:00,2023-09-05T21:00:00,Tuesday,OTHER_WEEK,9.273,0.89,0.875,0.09435996980480967,0,0.08565619759678732,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,360,362
L0608,P1_2022H2_2023,Passive,US100_BOOK,2023-09-07T15:46:42,2023-09-07T18:45:00,Thursday,OTHER_WEEK,9.308,0.27,0.255,0.02739578856897293,0,0.020742874473707436,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,370,381
L0609,P1_2022H2_2023,Cross,US100_BOOK,2023-09-07T17:00:00,2023-09-07T21:00:00,Thursday,OTHER_WEEK,9.308,-0.88,-0.895,-0.09615384615384616,0,-0.10485761836186851,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,379,382
L0610,P1_2022H2_2023,Return,US30_BOOK,2023-09-07T16:00:00,2023-09-07T22:00:00,Thursday,OTHER_WEEK,9.308,1.4,1.3820000000000436,0.1484744305973403,0,0.07649556354607187,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,374,383
L0611,P1_2022H2_2023,Passive,US100_BOOK,2023-09-08T12:15:33,2023-09-08T15:15:00,Friday,OTHER_WEEK,9.3377,0.17,0.15500000000000003,0.016599376720177347,0,0.009946462624911853,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,390,391
L0612,P1_2022H2_2023,Cross,US100_BOOK,2023-09-08T17:00:00,2023-09-08T21:00:00,Friday,OTHER_WEEK,9.3439,-0.08,-0.095,-0.010167060863236979,0,-0.01887083307125932,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,395,397
L0613,P1_2022H2_2023,Cross,US100_BOOK,2023-09-11T17:00:00,2023-09-11T21:00:00,Monday,STANDARD_EXPIRATION_WEEK,9.3401,-1.05,-1.065,-0.11402447511268615,0,-0.1227282473207085,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,402,404
L0614,P1_2022H2_2023,Passive,US100_BOOK,2023-09-12T12:19:53,2023-09-12T13:15:01,Tuesday,STANDARD_EXPIRATION_WEEK,9.2975,0.15,0.135,0.014520032266738373,0,0.007867118171472879,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,411,412
L0615,P1_2022H2_2023,Cross,US100_BOOK,2023-09-12T17:00:00,2023-09-12T21:00:00,Tuesday,STANDARD_EXPIRATION_WEEK,9.3029,-1.1,-1.115,-0.11985509894763999,0,-0.12855887115566234,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,416,418
L0616,P1_2022H2_2023,Cross,US100_BOOK,2023-09-13T17:00:00,2023-09-13T21:00:00,Wednesday,STANDARD_EXPIRATION_WEEK,9.2583,0.56,0.545,0.058866098527807484,0,0.05016232631978514,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,429,431
L0617,P1_2022H2_2023,RC16,US30_BOOK,2023-09-14T13:30:00,2023-09-14T17:30:00,Thursday,STANDARD_EXPIRATION_WEEK,9.2801,0.57,0.5529999999999563,0.05958987510909972,0,-0.017522442411185467,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,436,443
L0618,P1_2022H2_2023,Cross,US100_BOOK,2023-09-14T17:00:00,2023-09-14T21:00:00,Thursday,STANDARD_EXPIRATION_WEEK,9.2801,-0.99,-1.005,-0.10829624680768526,0,-0.11700001901570761,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,441,444
L0619,P1_2022H2_2023,RC16,US30_BOOK,2023-09-15T13:30:00,2023-09-15T17:30:00,Friday,STANDARD_EXPIRATION_WEEK,9.262,-2.39,-2.407000000000044,-0.25987907579356984,0,-0.336991393313855,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,455,467
L0620,P1_2022H2_2023,Cross,US100_BOOK,2023-09-15T17:00:00,2023-09-15T21:00:00,Friday,STANDARD_EXPIRATION_WEEK,9.262,1.13,1.115,0.12038436622759663,0,0.11168059401957428,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,465,468
L0621,P1_2022H2_2023,Return,US30_BOOK,2023-09-15T16:00:00,2023-09-15T22:00:00,Friday,STANDARD_EXPIRATION_WEEK,9.262,-2.37,-2.3879999999999564,-0.25782768300582554,0,-0.329806550057094,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,460,469
L0622,P1_2022H2_2023,Passive,US100_BOOK,2023-09-18T14:47:24,2023-09-18T16:45:00,Monday,OTHER_WEEK,9.1148,0.55,0.535,0.05869574757537192,0,0.05204283348010643,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,476,477
L0623,P1_2022H2_2023,Cross,US100_BOOK,2023-09-18T17:00:00,2023-09-18T21:00:00,Monday,OTHER_WEEK,9.1362,0.28,0.265,0.02900549462577439,0,0.02030172241775205,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,481,483
L0624,P1_2022H2_2023,Passive,US100_BOOK,2023-09-19T16:01:27,2023-09-19T20:00:00,Tuesday,OTHER_WEEK,9.1468,-0.79,-0.805,-0.08800892115275287,0,-0.09466183524801837,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,501,507
L0625,P1_2022H2_2023,Cross,US100_BOOK,2023-09-19T17:00:00,2023-09-19T21:00:00,Tuesday,OTHER_WEEK,9.1468,-0.7,-0.715,-0.07816941444002273,0,-0.08687318664804508,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,505,508
L0626,P1_2022H2_2023,Return,US30_BOOK,2023-09-19T16:00:00,2023-09-19T22:00:00,Tuesday,OTHER_WEEK,9.1468,-1.19,-1.2079999999999562,-0.13206804565530636,0,-0.2040469127065748,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,499,509
L0627,P1_2022H2_2023,Cross,US100_BOOK,2023-09-20T17:00:00,2023-09-20T21:00:00,Wednesday,OTHER_WEEK,9.0377,0.41,0.36899999999999633,0.04082897197295732,0,0.03212519976493498,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,514,516
L0628,P1_2022H2_2023,Passive,US100_BOOK,2023-09-21T13:01:40,2023-09-21T17:00:00,Thursday,OTHER_WEEK,9.0524,-1.08,-1.095,-0.12096239671247404,0,-0.12761531080773952,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,523,534
L0629,P1_2022H2_2023,Pressure,US30_BOOK,2023-09-21T15:00:00,2023-09-21T19:00:00,Thursday,OTHER_WEEK,9.0524,-0.03,-0.04700000000004366,-0.005191993283553937,0,-0.03370176607645318,-0.05714285714285714,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,527,535
L0630,P1_2022H2_2023,Return,US30_BOOK,2023-09-21T16:00:00,2023-09-21T22:00:00,Thursday,OTHER_WEEK,9.0524,-0.71,-0.7279999999999563,-0.08042066192390486,0,-0.15239952897517328,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,532,536
L0631,P1_2022H2_2023,Passive,US100_BOOK,2023-09-22T15:31:21,2023-09-22T16:45:00,Friday,OTHER_WEEK,8.9776,0.64,0.6040000000000145,0.0672785599714862,0,0.060625645876220706,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,543,544
L0632,P1_2022H2_2023,Cross,US100_BOOK,2023-09-22T17:00:00,2023-09-22T21:00:00,Friday,OTHER_WEEK,9.0018,-0.38,-0.395,-0.04388011286631563,0,-0.05258388507433797,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,548,550
L0633,P1_2022H2_2023,Passive,US100_BOOK,2023-09-25T12:16:21,2023-09-25T14:45:00,Monday,OTHER_WEEK,8.986,-0.21,-0.22499999999999998,-0.02503894947696416,0,-0.03169186357222965,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,557,558
L0634,P1_2022H2_2023,Pressure,US30_BOOK,2023-09-25T15:00:00,2023-09-25T19:00:00,Monday,OTHER_WEEK,8.977,-0.61,-0.6270000000000436,-0.06984515985296241,0,-0.09835493264586165,-0.05714285714285714,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,562,569
L0635,P1_2022H2_2023,Cross,US100_BOOK,2023-09-25T17:00:00,2023-09-25T21:00:00,Monday,OTHER_WEEK,8.977,0.26,0.245,0.027291968363595855,0,0.018588196155573514,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,567,570
L0636,P1_2022H2_2023,Cross,US100_BOOK,2023-09-26T17:00:00,2023-09-26T21:00:00,Tuesday,OTHER_WEEK,8.9617,0.29,0.2719999999999891,0.030351384223974143,0,0.0216476120159518,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,580,582
L0637,P1_2022H2_2023,Return,US30_BOOK,2023-09-26T16:00:00,2023-09-26T22:00:00,Tuesday,OTHER_WEEK,8.9617,-2.36,-2.380999999999985,-0.2656861979311944,0,-0.33766506498246285,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,575,583
L0638,P1_2022H2_2023,Cross,US100_BOOK,2023-09-27T17:00:00,2023-09-27T21:00:00,Wednesday,OTHER_WEEK,8.8773,-1.44,-1.4549999999999998,-0.16390118617147104,0,-0.17260495837949338,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,588,590
L0639,P1_2022H2_2023,Cross,US100_BOOK,2023-09-28T17:00:00,2023-09-28T21:00:00,Thursday,OTHER_WEEK,8.8191,1.04,1.0250000000000001,0.11622501162250116,0,0.10752123941447882,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,595,597
L0640,P1_2022H2_2023,RC4,US30_BOOK,2023-09-29T13:00:00,2023-09-29T17:17:13,Friday,OTHER_WEEK,8.8601,-1.12,-1.1370000000000438,-0.1283281227074236,1,-0.23179451781068794,0.8490566037735849,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,602,612
L0641,P1_2022H2_2023,Cross,US100_BOOK,2023-09-29T17:00:00,2023-09-29T21:00:00,Friday,OTHER_WEEK,8.8601,-2.11,-2.125,-0.23983927946637174,0,-0.24854305167439408,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,609,619
L0642,P1_2022H2_2023,Passive,US100_BOOK,2023-10-02T13:11:41,2023-10-02T16:45:00,Monday,OTHER_WEEK,8.7297,0.6,0.585,0.06701261211725489,0,0.06035969802198939,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,626,637
L0643,P1_2022H2_2023,Pressure,US30_BOOK,2023-10-02T15:00:00,2023-10-02T19:00:00,Monday,OTHER_WEEK,8.7297,1.38,1.3629999999999562,0.15613365865951365,0,0.1276238858666144,-0.05714285714285714,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,630,643
L0644,P1_2022H2_2023,Cross,US100_BOOK,2023-10-02T17:00:00,2023-10-02T21:00:00,Monday,OTHER_WEEK,8.7531,-0.06,-0.10100000000000364,-0.011538769121797266,0,-0.02024254132981961,-0.006993006993006993,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,641,644
L0645,P1_2022H2_2023,Return,US30_BOOK,2023-10-02T16:00:00,2023-10-02T22:00:00,Monday,OTHER_WEEK,8.7297,-1.3,-1.3170000000000437,-0.15086429086910705,0,-0.22284315792037548,-0.09523809523809523,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,635,645
L0646,P1_2022H2_2023,Passive,US100_BOOK,2023-10-03T14:18:29,2023-10-03T17:00:00,Tuesday,OTHER_WEEK,8.7509,0.2,0.185,0.021140682672639386,0,0.014487768577373892,-0.009389671361502348,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,657,666
L0647,P1_2022H2_2023,RC16,US30_BOOK,2023-10-03T13:30:00,2023-10-03T17:30:00,Tuesday,OTHER_WEEK,8.7509,-3.46,-3.477000000000044,-0.39733056028523284,0,-0.474442877805518,-0.025974025974025976,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-b.csv,650,672
