time_epoch,time,role,total_matured_observations,experts_at_256_maturity,current_valid_experts_with_score,current_positive_experts,selected_expert,selected_score_R,slot_available,accepted,rejection,settled_actual_balance_usd
1720819800,2024-07-12T21:30:00,ONLINE_HL96,1269394,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720819800,2024-07-12T21:30:00,ONLINE_HL256,1269394,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720820700,2024-07-12T21:45:00,ONLINE_HL32,1269424,30,26,2,US100_H8_REVERSION,0.0784603626241846,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720820700,2024-07-12T21:45:00,ONLINE_HL96,1269424,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720820700,2024-07-12T21:45:00,ONLINE_HL256,1269424,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720821600,2024-07-12T22:00:00,ONLINE_HL32,1269454,30,26,1,US100_H8_REVERSION,0.07584176357803907,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720821600,2024-07-12T22:00:00,ONLINE_HL96,1269454,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720821600,2024-07-12T22:00:00,ONLINE_HL256,1269454,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720822500,2024-07-12T22:15:00,ONLINE_HL32,1269480,30,28,2,US100_H8_REVERSION,0.09770102712895419,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720822500,2024-07-12T22:15:00,ONLINE_HL96,1269480,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720822500,2024-07-12T22:15:00,ONLINE_HL256,1269480,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720823400,2024-07-12T22:30:00,ONLINE_HL32,1269506,30,28,2,US100_H8_REVERSION,0.11500995607507711,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720823400,2024-07-12T22:30:00,ONLINE_HL96,1269506,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720823400,2024-07-12T22:30:00,ONLINE_HL256,1269506,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720824300,2024-07-12T22:45:00,ONLINE_HL32,1269532,30,30,2,US100_H8_REVERSION,0.14388979592196932,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720824300,2024-07-12T22:45:00,ONLINE_HL96,1269532,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720824300,2024-07-12T22:45:00,ONLINE_HL256,1269532,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720825200,2024-07-12T23:00:00,ONLINE_HL32,1269558,30,30,2,US100_H8_REVERSION,0.1721759934042954,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720825200,2024-07-12T23:00:00,ONLINE_HL96,1269558,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1720825200,2024-07-12T23:00:00,ONLINE_HL256,1269558,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720826100,2024-07-12T23:15:00,ONLINE_HL32,1269586,30,28,3,US100_H8_REVERSION,0.199879502983876,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720826100,2024-07-12T23:15:00,ONLINE_HL96,1269586,30,28,1,US100_H8_REVERSION,0.008535755021558681,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1720826100,2024-07-12T23:15:00,ONLINE_HL256,1269586,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1720827000,2024-07-12T23:30:00,ONLINE_HL32,1269614,30,28,3,US100_H8_REVERSION,0.22701124898373126,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1720827000,2024-07-12T23:30:00,ONLINE_HL96,1269614,30,28,1,US100_H8_REVERSION,0.01908775602131768,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1720827000,2024-07-12T23:30:00,ONLINE_HL256,1269614,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721005200,2024-07-15T01:00:00,ONLINE_HL32,1269644,30,26,2,US100_H8_REVERSION,0.20000893730833555,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721005200,2024-07-15T01:00:00,ONLINE_HL96,1269644,30,26,1,US100_H8_REVERSION,0.011644136861097184,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721005200,2024-07-15T01:00:00,ONLINE_HL256,1269644,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721006100,2024-07-15T01:15:00,ONLINE_HL32,1269674,30,28,4,US100_H8_REVERSION,0.2271407228656345,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721006100,2024-07-15T01:15:00,ONLINE_HL96,1269674,30,28,1,US100_H8_REVERSION,0.022174865178093084,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721006100,2024-07-15T01:15:00,ONLINE_HL256,1269674,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721007000,2024-07-15T01:30:00,ONLINE_HL32,1269702,30,30,6,US100_H8_REVERSION,0.22688782587060602,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721007000,2024-07-15T01:30:00,ONLINE_HL96,1269702,30,30,1,US100_H8_REVERSION,0.023604933804732258,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721007000,2024-07-15T01:30:00,ONLINE_HL256,1269702,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721007900,2024-07-15T01:45:00,ONLINE_HL32,1269730,30,24,8,US100_H8_REVERSION,0.253461689429423,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721007900,2024-07-15T01:45:00,ONLINE_HL96,1269730,30,24,2,US100_H8_REVERSION,0.034051840367830294,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721007900,2024-07-15T01:45:00,ONLINE_HL256,1269730,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721008800,2024-07-15T02:00:00,ONLINE_HL32,1269756,30,26,6,US100_H8_REVERSION,0.2258754190250358,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721008800,2024-07-15T02:00:00,ONLINE_HL96,1269756,30,26,2,US100_H8_REVERSION,0.02649884916643976,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721008800,2024-07-15T02:00:00,ONLINE_HL256,1269756,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721009700,2024-07-15T02:15:00,ONLINE_HL32,1269784,30,22,6,US100_H8_REVERSION,0.22122479896976577,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721009700,2024-07-15T02:15:00,ONLINE_HL96,1269784,30,22,2,US100_H8_REVERSION,0.026419276101343585,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721009700,2024-07-15T02:15:00,ONLINE_HL256,1269784,30,22,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721010600,2024-07-15T02:30:00,ONLINE_HL32,1269814,30,24,7,US100_H8_REVERSION,0.22010596022433807,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721010600,2024-07-15T02:30:00,ONLINE_HL96,1269814,30,24,2,US100_H8_REVERSION,0.027486155912837252,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721010600,2024-07-15T02:30:00,ONLINE_HL256,1269814,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721011500,2024-07-15T02:45:00,ONLINE_HL32,1269838,30,30,6,US100_H8_REVERSION,0.2285575337249282,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721011500,2024-07-15T02:45:00,ONLINE_HL96,1269838,30,30,1,US100_H8_REVERSION,0.03174418022687587,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721011500,2024-07-15T02:45:00,ONLINE_HL256,1269838,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721012400,2024-07-15T03:00:00,ONLINE_HL32,1269864,30,28,6,US100_H8_REVERSION,0.23318865648812115,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721012400,2024-07-15T03:00:00,ONLINE_HL96,1269864,30,28,1,US100_H8_REVERSION,0.03474925153017521,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721012400,2024-07-15T03:00:00,ONLINE_HL256,1269864,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721013300,2024-07-15T03:15:00,ONLINE_HL32,1269886,30,24,5,US100_H8_REVERSION,0.2109295436068772,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721013300,2024-07-15T03:15:00,ONLINE_HL96,1269886,30,24,1,US100_H8_REVERSION,0.02880653072262606,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721013300,2024-07-15T03:15:00,ONLINE_HL256,1269886,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721014200,2024-07-15T03:30:00,ONLINE_HL32,1269910,30,20,5,US100_H8_REVERSION,0.19448651733445863,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721014200,2024-07-15T03:30:00,ONLINE_HL96,1269910,30,20,1,US100_H8_REVERSION,0.024673685742682628,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721014200,2024-07-15T03:30:00,ONLINE_HL256,1269910,30,20,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721015100,2024-07-15T03:45:00,ONLINE_HL32,1269940,30,30,7,US100_H8_REVERSION,0.17956669345360587,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721015100,2024-07-15T03:45:00,ONLINE_HL96,1269940,30,30,1,US100_H8_REVERSION,0.02095740382944392,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721015100,2024-07-15T03:45:00,ONLINE_HL256,1269940,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721016000,2024-07-15T04:00:00,ONLINE_HL32,1269968,30,24,7,US100_H8_REVERSION,0.16825671689049734,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721016000,2024-07-15T04:00:00,ONLINE_HL96,1269968,30,24,1,US100_H8_REVERSION,0.018360509721639724,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721016000,2024-07-15T04:00:00,ONLINE_HL256,1269968,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721016900,2024-07-15T04:15:00,ONLINE_HL32,1269992,30,24,6,US100_H8_REVERSION,0.15391855055918627,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721016900,2024-07-15T04:15:00,ONLINE_HL96,1269992,30,24,1,US100_H8_REVERSION,0.014692694885057353,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721016900,2024-07-15T04:15:00,ONLINE_HL256,1269992,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721017800,2024-07-15T04:30:00,ONLINE_HL32,1270012,30,24,5,US100_H8_REVERSION,0.14526216805060213,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721017800,2024-07-15T04:30:00,ONLINE_HL96,1270012,30,24,1,US100_H8_REVERSION,0.01283911145407966,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721017800,2024-07-15T04:30:00,ONLINE_HL256,1270012,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721018700,2024-07-15T04:45:00,ONLINE_HL32,1270042,30,20,5,US100_H8_REVERSION,0.1382819736055234,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721018700,2024-07-15T04:45:00,ONLINE_HL96,1270042,30,20,1,US100_H8_REVERSION,0.011495018649982954,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721018700,2024-07-15T04:45:00,ONLINE_HL256,1270042,30,20,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721019600,2024-07-15T05:00:00,ONLINE_HL32,1270066,30,20,6,US100_H8_REVERSION,0.1311789990005954,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721019600,2024-07-15T05:00:00,ONLINE_HL96,1270066,30,20,1,US100_H8_REVERSION,0.010068721772775933,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721019600,2024-07-15T05:00:00,ONLINE_HL256,1270066,30,20,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721020500,2024-07-15T05:15:00,ONLINE_HL32,1270090,30,18,5,US100_H8_REVERSION,0.13066770026917104,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721020500,2024-07-15T05:15:00,ONLINE_HL96,1270090,30,18,1,US100_H8_REVERSION,0.010804365711654034,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721020500,2024-07-15T05:15:00,ONLINE_HL256,1270090,30,18,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721021400,2024-07-15T05:30:00,ONLINE_HL32,1270114,30,16,4,US100_H8_REVERSION,0.12329142639693463,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721021400,2024-07-15T05:30:00,ONLINE_HL96,1270114,30,16,1,US100_H8_REVERSION,0.009235730854894274,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721021400,2024-07-15T05:30:00,ONLINE_HL256,1270114,30,16,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721022300,2024-07-15T05:45:00,ONLINE_HL32,1270134,30,14,3,US100_H16_REVERSION,0.10800061027985439,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721022300,2024-07-15T05:45:00,ONLINE_HL96,1270134,30,14,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721022300,2024-07-15T05:45:00,ONLINE_HL256,1270134,30,14,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721023200,2024-07-15T06:00:00,ONLINE_HL32,1270154,30,6,3,US100_H16_REVERSION,0.10627489418484636,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721023200,2024-07-15T06:00:00,ONLINE_HL96,1270154,30,6,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721023200,2024-07-15T06:00:00,ONLINE_HL256,1270154,30,6,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721024100,2024-07-15T06:15:00,ONLINE_HL32,1270172,30,12,3,US100_H16_REVERSION,0.10066246186089332,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721024100,2024-07-15T06:15:00,ONLINE_HL96,1270172,30,12,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721024100,2024-07-15T06:15:00,ONLINE_HL256,1270172,30,12,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721025000,2024-07-15T06:30:00,ONLINE_HL32,1270188,30,24,4,US100_H8_REVERSION,0.10776835114112443,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721025000,2024-07-15T06:30:00,ONLINE_HL96,1270188,30,24,1,US100_H8_REVERSION,0.00735306603819498,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721025000,2024-07-15T06:30:00,ONLINE_HL256,1270188,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721025900,2024-07-15T06:45:00,ONLINE_HL32,1270202,30,18,4,US100_H16_REVERSION,0.08742930111889413,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721025900,2024-07-15T06:45:00,ONLINE_HL96,1270202,30,18,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721025900,2024-07-15T06:45:00,ONLINE_HL256,1270202,30,18,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721026800,2024-07-15T07:00:00,ONLINE_HL32,1270208,30,8,3,US100_H16_REVERSION,0.08218897123913396,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721026800,2024-07-15T07:00:00,ONLINE_HL96,1270208,30,8,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721026800,2024-07-15T07:00:00,ONLINE_HL256,1270208,30,8,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721027700,2024-07-15T07:15:00,ONLINE_HL32,1270220,30,12,4,US100_H8_REVERSION,0.10776835114112443,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721027700,2024-07-15T07:15:00,ONLINE_HL96,1270220,30,12,1,US100_H8_REVERSION,0.00735306603819498,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721027700,2024-07-15T07:15:00,ONLINE_HL256,1270220,30,12,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721028600,2024-07-15T07:30:00,ONLINE_HL32,1270244,30,14,4,US100_H8_REVERSION,0.10437009439447624,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721028600,2024-07-15T07:30:00,ONLINE_HL96,1270244,30,14,1,US100_H8_REVERSION,0.006969889643572267,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721028600,2024-07-15T07:30:00,ONLINE_HL256,1270244,30,14,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721029500,2024-07-15T07:45:00,ONLINE_HL32,1270262,30,30,5,US100_H8_REVERSION,0.10437009439447624,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721029500,2024-07-15T07:45:00,ONLINE_HL96,1270262,30,30,1,US100_H8_REVERSION,0.006969889643572267,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721029500,2024-07-15T07:45:00,ONLINE_HL256,1270262,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721030400,2024-07-15T08:00:00,ONLINE_HL32,1270270,30,24,5,US100_H8_REVERSION,0.10437009439447624,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721030400,2024-07-15T08:00:00,ONLINE_HL96,1270270,30,24,1,US100_H8_REVERSION,0.006969889643572267,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721030400,2024-07-15T08:00:00,ONLINE_HL256,1270270,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721031300,2024-07-15T08:15:00,ONLINE_HL32,1270282,30,24,4,US100_H8_REVERSION,0.08832374397107652,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721031300,2024-07-15T08:15:00,ONLINE_HL96,1270282,30,24,1,US100_H8_REVERSION,0.0023507923363449788,1,0,MINIMUM_LOT_HARD_RISK_CAP,2.0164812499916853
1721031300,2024-07-15T08:15:00,ONLINE_HL256,1270282,30,24,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721032200,2024-07-15T08:30:00,ONLINE_HL32,1270296,30,30,4,US100_H8_REVERSION,0.07165710508050505,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721032200,2024-07-15T08:30:00,ONLINE_HL96,1270296,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721032200,2024-07-15T08:30:00,ONLINE_HL256,1270296,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721033100,2024-07-15T08:45:00,ONLINE_HL32,1270326,30,28,3,US100_H8_REVERSION,0.05233544525820012,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721033100,2024-07-15T08:45:00,ONLINE_HL96,1270326,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721033100,2024-07-15T08:45:00,ONLINE_HL256,1270326,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721034000,2024-07-15T09:00:00,ONLINE_HL32,1270350,30,26,1,US100_H8_REVERSION,0.03551564959879494,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721034000,2024-07-15T09:00:00,ONLINE_HL96,1270350,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721034000,2024-07-15T09:00:00,ONLINE_HL256,1270350,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721034900,2024-07-15T09:15:00,ONLINE_HL32,1270374,30,20,1,US100_H8_REVERSION,0.023790195425855188,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721034900,2024-07-15T09:15:00,ONLINE_HL96,1270374,30,20,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721034900,2024-07-15T09:15:00,ONLINE_HL256,1270374,30,20,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721035800,2024-07-15T09:30:00,ONLINE_HL32,1270404,30,22,1,US100_H8_REVERSION,0.010719698418188574,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721035800,2024-07-15T09:30:00,ONLINE_HL96,1270404,30,22,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721035800,2024-07-15T09:30:00,ONLINE_HL256,1270404,30,22,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721036700,2024-07-15T09:45:00,ONLINE_HL32,1270432,30,28,1,US100_H8_REVERSION,0.0045438722919948354,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721036700,2024-07-15T09:45:00,ONLINE_HL96,1270432,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721036700,2024-07-15T09:45:00,ONLINE_HL256,1270432,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721037600,2024-07-15T10:00:00,ONLINE_HL32,1270458,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,1.612867187494389
1721037600,2024-07-15T10:00:00,ONLINE_HL96,1270458,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721037600,2024-07-15T10:00:00,ONLINE_HL256,1270458,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721038500,2024-07-15T10:15:00,ONLINE_HL32,1270478,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,1.612867187494389
1721038500,2024-07-15T10:15:00,ONLINE_HL96,1270478,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721038500,2024-07-15T10:15:00,ONLINE_HL256,1270478,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721039400,2024-07-15T10:30:00,ONLINE_HL32,1270500,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,1.612867187494389
1721039400,2024-07-15T10:30:00,ONLINE_HL96,1270500,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721039400,2024-07-15T10:30:00,ONLINE_HL256,1270500,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721040300,2024-07-15T10:45:00,ONLINE_HL32,1270528,30,28,1,US100_H4_MOMENTUM,0.0019569497950989723,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721040300,2024-07-15T10:45:00,ONLINE_HL96,1270528,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721040300,2024-07-15T10:45:00,ONLINE_HL256,1270528,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721041200,2024-07-15T11:00:00,ONLINE_HL32,1270556,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,1.612867187494389
1721041200,2024-07-15T11:00:00,ONLINE_HL96,1270556,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721041200,2024-07-15T11:00:00,ONLINE_HL256,1270556,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721042100,2024-07-15T11:15:00,ONLINE_HL32,1270582,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,1.612867187494389
1721042100,2024-07-15T11:15:00,ONLINE_HL96,1270582,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721042100,2024-07-15T11:15:00,ONLINE_HL256,1270582,30,28,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721043000,2024-07-15T11:30:00,ONLINE_HL32,1270610,30,26,2,US30_H16_MOMENTUM,0.024027935583672246,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721043000,2024-07-15T11:30:00,ONLINE_HL96,1270610,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721043000,2024-07-15T11:30:00,ONLINE_HL256,1270610,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721043900,2024-07-15T11:45:00,ONLINE_HL32,1270638,30,30,4,US30_H16_MOMENTUM,0.054696213845096715,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721043900,2024-07-15T11:45:00,ONLINE_HL96,1270638,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721043900,2024-07-15T11:45:00,ONLINE_HL256,1270638,30,30,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721044800,2024-07-15T12:00:00,ONLINE_HL32,1270668,30,26,5,US30_H16_MOMENTUM,0.08475053122775739,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721044800,2024-07-15T12:00:00,ONLINE_HL96,1270668,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721044800,2024-07-15T12:00:00,ONLINE_HL256,1270668,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721045700,2024-07-15T12:15:00,ONLINE_HL32,1270696,30,26,6,US30_H16_MOMENTUM,0.11419946105374708,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
1721045700,2024-07-15T12:15:00,ONLINE_HL96,1270696,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,2.0164812499916853
1721045700,2024-07-15T12:15:00,ONLINE_HL256,1270696,30,26,0,,,1,0,NO_POSITIVE_CURRENT_EXPERT,3.7259945312422413
1721046600,2024-07-15T12:30:00,ONLINE_HL32,1270722,30,28,8,US30_H16_MOMENTUM,0.14305217033917797,1,0,MINIMUM_LOT_HARD_RISK_CAP,1.612867187494389
