lifecycle_id,period,component,component_id,book,birth_event,birth_server_time,birth_source_path,birth_source_row,final_event,final_server_time,final_source_path,final_source_row,deal_reason,planned_risk,stressed_net,stressed_r,stop,report_date,availability_anchor_date,nq_net_share,dj_net_share,relative_level,relative_flow,state,centered_stressed_r,centered_stop
P1_2022H2_2023:Return:0001,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.01 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,7,CLOSE,2022.08.01 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,15,DEAL_REASON_EXPERT,4,1.2490000000000145,0.31225000000000364,0,2022-07-19,2022-07-26,-0.09987986957267890852926033980,0.07793537887397056554007604136,-0.1778152484466494740693363812,0.0190543795291375978250714162,NQ_SHIFT,0.2402711329487352,-0.095238095238095233
P1_2022H2_2023:Cross:0001,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.01 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,12,CLOSE,2022.08.01 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,14,DEAL_REASON_EXPERT,4,-0.60499999999999998,-0.15125,0,2022-07-19,2022-07-26,-0.09987986957267890852926033980,0.07793537887397056554007604136,-0.1778152484466494740693363812,0.0190543795291375978250714162,NQ_SHIFT,-0.15995377220802234,-0.006993006993006993
P1_2022H2_2023:Cross:0002,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.02 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,20,CLOSE,2022.08.02 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,22,DEAL_REASON_EXPERT,4.0258000000000003,0.17499999999999999,0.043469620944905356,0,2022-07-19,2022-07-26,-0.09987986957267890852926033980,0.07793537887397056554007604136,-0.1778152484466494740693363812,0.0190543795291375978250714162,NQ_SHIFT,0.034765848736883015,-0.006993006993006993
P1_2022H2_2023:RC16:0001,P1_2022H2_2023,RC16,ZT-M30-US30-RANGE-COMP-61f61deaba,US30_BOOK,OPEN,2022.08.03 13:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,32,CLOSE,2022.08.03 17:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,41,DEAL_REASON_EXPERT,4.0327999999999999,0.83900000000001451,0.20804403888117798,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,0.13093172136089279,-0.025974025974025976
P1_2022H2_2023:Passive:0001,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.03 14:05:16,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,34,CLOSE,2022.08.03 15:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,35,DEAL_REASON_EXPERT,4.0327999999999999,-0.185,-0.045873834556635587,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.05252674865190108,-0.0093896713615023476
P1_2022H2_2023:Cross:0003,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.03 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,39,CLOSE,2022.08.03 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,42,DEAL_REASON_EXPERT,4.0254000000000003,1.4520000000000073,0.3607094947086022,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,0.35200572250057988,-0.006993006993006993
P1_2022H2_2023:Passive:0002,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.04 13:01:44,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,49,CLOSE,2022.08.04 15:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,55,DEAL_REASON_EXPERT,4.117,0.035000000000000003,0.0085013359242166638,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,0.0018484218289511693,-0.0093896713615023476
P1_2022H2_2023:RC16:0002,P1_2022H2_2023,RC16,ZT-M30-US30-RANGE-COMP-61f61deaba,US30_BOOK,OPEN,2022.08.04 13:30:01,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,53,CLOSE,2022.08.04 17:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,61,DEAL_REASON_EXPERT,4.1075999999999997,-1.6809999999999856,-0.40924140617391802,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.48635372369420321,-0.025974025974025976
P1_2022H2_2023:Cross:0004,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.04 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,59,CLOSE,2022.08.04 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,62,DEAL_REASON_EXPERT,4.0747999999999998,-0.105,-0.025768135859428686,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.034471908067451026,-0.006993006993006993
P1_2022H2_2023:Passive:0003,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.05 15:45:06,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,69,CLOSE,2022.08.05 17:15:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,80,DEAL_REASON_EXPERT,4.0469999999999997,0.94499999999999995,0.2335063009636768,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,0.22685338686841131,-0.0093896713615023476
P1_2022H2_2023:Return:0002,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.05 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,73,CLOSE,2022.08.05 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,82,DEAL_REASON_EXPERT,4.0347999999999997,2.0090000000000146,0.49791811242193285,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,0.42593924537066441,-0.095238095238095233
P1_2022H2_2023:Cross:0005,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.05 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,78,CLOSE,2022.08.05 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,81,DEAL_REASON_EXPERT,4.0469999999999997,-0.125,-0.030887076847047199,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.039590849055069544,-0.006993006993006993
P1_2022H2_2023:Cross:0006,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.08 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,87,EXTERNAL_CLOSE,2022.08.08 19:17:31,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,89,DEAL_REASON_SL,4.1600999999999999,-2.0950000000000002,-0.50359366361385549,1,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.51229743582187781,0.99300699300699302
P1_2022H2_2023:Passive:0004,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.09 14:30:03,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,96,CLOSE,2022.08.09 16:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,102,DEAL_REASON_EXPERT,4.0762999999999998,-0.074999999999999997,-0.018399038343595908,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.025051952438861401,-0.0093896713615023476
P1_2022H2_2023:Return:0003,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.09 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,100,CLOSE,2022.08.09 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,109,DEAL_REASON_EXPERT,4.0762999999999998,-0.65099999999998548,-0.15970365282240892,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.23168251987367736,-0.095238095238095233
P1_2022H2_2023:Cross:0007,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.09 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,106,CLOSE,2022.08.09 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,108,DEAL_REASON_EXPERT,4.0667999999999997,-0.26500000000000001,-0.065161797973836935,0,2022-07-26,2022-08-02,-0.1377087715883484679478061671,0.08229178037332168977185896736,-0.2200005519616701577196651345,-0.0421853035150206836503287533,DJ_SHIFT,-0.073865570181859283,-0.006993006993006993
