lifecycle_id,period,component,component_id,book,birth_event,birth_server_time,birth_source_path,birth_source_row,final_event,final_server_time,final_source_path,final_source_row,deal_reason,planned_risk,stressed_net,stressed_r,stop,report_date,availability_anchor_date,nq_net_share,dj_net_share,relative_level,relative_flow,state,centered_stressed_r,centered_stop
P1_2022H2_2023:Passive:0005,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.10 15:45:48,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,122,CLOSE,2022.08.10 18:45:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,128,DEAL_REASON_EXPERT,4.0366999999999997,-0.245,-0.060693140436495159,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,-0.067346054531760652,-0.0093896713615023476
P1_2022H2_2023:Cross:0008,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.10 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,126,CLOSE,2022.08.10 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,129,DEAL_REASON_EXPERT,4.0366999999999997,-0.56500000000000006,-0.13996581365967253,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,-0.14866958586769488,-0.006993006993006993
P1_2022H2_2023:RC4:0001,P1_2022H2_2023,RC4,ZT-M30-US30-RANGE-COMP-64efb16616,US30_BOOK,OPEN,2022.08.12 13:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,135,CLOSE,2022.08.12 19:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,143,DEAL_REASON_EXPERT,4.0042999999999997,0.3290000000000145,0.082161676198090686,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,-0.021304718905173659,-0.15094339622641509
P1_2022H2_2023:Cross:0009,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.12 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,140,CLOSE,2022.08.12 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,144,DEAL_REASON_EXPERT,4.0042999999999997,0.76500000000000001,0.19104462702594713,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,0.18234085481792478,-0.006993006993006993
P1_2022H2_2023:Passive:0006,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.15 12:34:25,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,151,CLOSE,2022.08.15 13:15:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,152,DEAL_REASON_EXPERT,4.048,0.185,0.045701581027667984,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,0.039048666932402491,-0.0093896713615023476
P1_2022H2_2023:Return:0004,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.15 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,162,CLOSE,2022.08.15 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,170,DEAL_REASON_EXPERT,4.0553999999999997,4.0190000000000143,0.99102431326133422,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,0.91904544621006579,-0.095238095238095233
P1_2022H2_2023:Cross:0010,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.15 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,167,CLOSE,2022.08.15 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,169,DEAL_REASON_EXPERT,4.0553999999999997,0.39499999999999996,0.09740099620259407,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,0.088697223994571722,-0.006993006993006993
P1_2022H2_2023:Return:0005,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.16 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,175,CLOSE,2022.08.16 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,183,DEAL_REASON_EXPERT,4.2320000000000002,2.7290000000000147,0.64484877126654405,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,0.57286990421527562,-0.095238095238095233
P1_2022H2_2023:Cross:0011,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.16 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,180,CLOSE,2022.08.16 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,182,DEAL_REASON_EXPERT,4.2320000000000002,-0.90500000000000003,-0.21384688090737239,0,2022-08-02,2022-08-09,-0.1391251310397407795673306014,0.06732397857310070367259257219,-0.2064491096128414832399231736,0.0135514423488286744797419609,NQ_SHIFT,-0.22255065311539474,-0.006993006993006993
P1_2022H2_2023:Passive:0007,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.17 12:18:20,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,190,CLOSE,2022.08.17 16:15:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,201,DEAL_REASON_EXPERT,4.3049999999999997,-0.65500000000000003,-0.15214866434378632,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.15880157843905182,-0.0093896713615023476
P1_2022H2_2023:Pressure:0001,P1_2022H2_2023,Pressure,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30_BOOK,OPEN,2022.08.17 15:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,194,CLOSE,2022.08.17 19:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,205,DEAL_REASON_EXPERT,4.2984,0.78900000000001458,0.18355667225014297,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.15504689945724373,-0.057142857142857141
P1_2022H2_2023:Return:0006,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.17 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,199,CLOSE,2022.08.17 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,206,DEAL_REASON_EXPERT,4.3048000000000002,1.3190000000000146,0.3064021557331385,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.23442328868187007,-0.095238095238095233
P1_2022H2_2023:Passive:0008,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.18 12:48:18,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,213,CLOSE,2022.08.18 15:45:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,214,DEAL_REASON_EXPERT,4.3631000000000002,-0.074999999999999997,-0.017189612889917719,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.023842526985183216,-0.0093896713615023476
P1_2022H2_2023:Cross:0012,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.18 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,218,CLOSE,2022.08.18 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,220,DEAL_REASON_EXPERT,4.3601000000000001,-0.93500000000000005,-0.21444462282975163,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.22314839503777398,-0.006993006993006993
P1_2022H2_2023:Passive:0009,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.19 12:58:22,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,227,CLOSE,2022.08.19 14:45:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,228,DEAL_REASON_EXPERT,4.3227000000000002,-0.17499999999999999,-0.040483956786267837,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.04713687088153333,-0.0093896713615023476
P1_2022H2_2023:Cross:0013,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.19 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,232,CLOSE,2022.08.19 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,234,DEAL_REASON_EXPERT,4.3156999999999996,0.315,0.072989318071228312,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.064285545863205965,-0.006993006993006993
P1_2022H2_2023:Passive:0010,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.22 12:30:54,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,241,CLOSE,2022.08.22 14:15:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,242,DEAL_REASON_EXPERT,4.3282999999999996,0.14500000000000002,0.033500450523300147,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.026847536428034655,-0.0093896713615023476
P1_2022H2_2023:Return:0007,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.22 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,246,EXTERNAL_CLOSE,2022.08.22 20:24:17,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,253,DEAL_REASON_SL,4.3341000000000003,-2.1909999999999852,-0.50552594540965479,1,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.57750481246092322,0.90476190476190477
P1_2022H2_2023:Cross:0014,P1_2022H2_2023,Cross,ZT-H1-US100-CROSS-IN-14b72317b7,US100_BOOK,OPEN,2022.08.22 17:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,251,CLOSE,2022.08.22 21:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,254,DEAL_REASON_EXPERT,4.3327999999999998,1.0050000000000001,0.23195162481536194,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.22324785260733959,-0.006993006993006993
P1_2022H2_2023:Passive:0011,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.23 12:15:26,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,261,CLOSE,2022.08.23 13:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,262,DEAL_REASON_EXPERT,4.2866,0.28499999999999998,0.066486259506368675,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,0.059833345411103182,-0.0093896713615023476
P1_2022H2_2023:Return:0008,P1_2022H2_2023,Return,ZT-H1-US30-RETURN-I-c870a788ec,US30_BOOK,OPEN,2022.08.23 16:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,271,CLOSE,2022.08.23 22:00:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,281,DEAL_REASON_EXPERT,4.298,-1.2509999999999855,-0.29106561191251407,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.3630444789637825,-0.095238095238095233
P1_2022H2_2023:Passive:0012,P1_2022H2_2023,Passive,ZT-M15-US100-IMPULSE-EXTENSION--311868f4e8,US100_BOOK,PASSIVE_FILL,2022.08.23 16:01:11,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,273,CLOSE,2022.08.23 16:30:00,lab/artifacts/ea-files/passive-refusal-depth-observation-v1/valid-p1-2022h2-2023/observation/events-a.csv,274,DEAL_REASON_EXPERT,4.298,0.014999999999999999,0.003489995346672871,0,2022-08-09,2022-08-16,-0.2098931927785334487448992210,0.08338859856221980528954558718,-0.2932817913407532540344448082,-0.0868326817279117707945216346,DJ_SHIFT,-0.0031629187485926235,-0.0093896713615023476
