"source_year","source_entry","Market_and_Exchange_Names","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","Open_Interest_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","FutOnly_or_Combined"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-10-24","124603","104581","10928","35405","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-10-24","209742","253055","47805","61689","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-10-31","124603","103936","11385","31843","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-10-31","209742","259306","50596","59168","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-11-07","124603","103306","13137","32986","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-11-07","209742","268597","61816","51674","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-11-14","124603","101030","9805","29022","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-11-14","209742","273787","46141","51049","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-11-21","124603","94498","8096","24387","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-11-21","209742","284312","43581","52647","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-11-28","124603","98357","11544","24209","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-11-28","209742","293315","46913","49046","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-12-05","124603","94870","19676","29113","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-12-05","209742","277746","46370","72326","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-12-12","124603","112076","17818","24271","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-12-12","209742","337236","54937","95751","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-12-19","124603","100329","22929","16882","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-12-19","209742","276654","44763","89538","FutOnly"
"2023","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2023-12-26","124603","98501","21798","16666","FutOnly"
"2023","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2023-12-26","209742","278055","48289","92731","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-01-02","124603","103364","27952","14898","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-01-02","209742","272832","46998","81924","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-01-09","124603","103318","30652","13501","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-01-09","209742","277732","51636","87809","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-01-16","124603","98165","29107","12039","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-01-16","209742","273460","55243","89270","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-01-23","124603","99697","28783","14871","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-01-23","209742","289392","57307","93684","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-01-30","124603","107896","31578","16138","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-01-30","209742","294510","60992","87647","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-02-06","124603","104421","26560","15910","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-02-06","209742","285062","56079","89201","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-02-13","124603","103437","24984","13618","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-02-13","209742","295946","61123","98093","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-02-20","124603","102374","25430","16778","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-02-20","209742","287130","58626","93252","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-02-27","124603","104051","25420","16042","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-02-27","209742","288075","58410","106124","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-03-05","124603","99156","22614","15965","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-03-05","209742","289047","53263","109546","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-03-12","124603","112366","21513","19780","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-03-12","209742","331912","57635","122592","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-03-19","124603","93851","30072","16897","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-03-19","209742","250194","54889","91538","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-03-26","124603","92741","28340","12856","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-03-26","209742","254474","53764","100006","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-04-02","124603","93520","28629","12682","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-04-02","209742","259439","53391","96408","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-04-09","124603","92484","27629","7274","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-04-09","209742","260430","50437","92245","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-04-16","124603","93614","24211","6804","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-04-16","209742","255698","47751","96158","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-04-23","124603","90835","19330","8742","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-04-23","209742","256222","48332","92589","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-04-30","124603","89960","18870","9862","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-04-30","209742","253154","45119","96418","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-05-07","124603","92752","17456","9661","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-05-07","209742","235162","42643","90577","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-05-14","124603","99207","23760","12670","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-05-14","209742","248611","43840","98807","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-05-21","124603","101346","26503","14170","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-05-21","209742","249754","42742","82648","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-05-28","124603","97243","19250","10448","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-05-28","209742","254317","40340","85768","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-06-04","124603","100634","20830","16078","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-06-04","209742","246536","35214","72013","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-06-11","124603","105519","25531","17345","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-06-11","209742","258002","36718","83929","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-06-18","124603","114233","14134","20346","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-06-18","209742","334035","42251","99864","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-06-25","124603","84823","15135","16763","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-06-25","209742","246417","41822","82230","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-07-02","124603","82128","15441","12431","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-07-02","209742","258776","45611","89413","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-07-09","124603","88307","17582","13438","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-07-09","209742","264298","41381","89388","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-07-16","124603","99652","24765","18557","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-07-16","209742","256571","39874","82573","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-07-23","124603","91047","19939","20009","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-07-23","209742","243913","39105","71478","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-07-30","124603","92185","21238","21794","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-07-30","209742","256592","38411","69285","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-08-06","124603","84440","19357","18936","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-08-06","209742","249366","35061","69129","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-08-13","124603","81881","16556","14807","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-08-13","209742","244061","27952","73278","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-08-20","124603","87145","18797","14473","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-08-20","209742","244230","27735","83485","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-08-27","124603","89659","17832","13940","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-08-27","209742","244523","27872","75488","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-09-03","124603","85167","16586","11962","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-09-03","209742","254089","26818","74640","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-09-10","124603","85971","17249","13121","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-09-10","209742","259424","34157","69636","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-09-17","124603","98131","22254","11319","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-09-17","209742","267450","24118","78630","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-09-24","124603","87645","20321","12484","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-09-24","209742","227746","26508","72809","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-10-01","124603","89570","23320","12014","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-10-01","209742","234108","23798","74932","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-10-08","124603","84731","20586","10172","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-10-08","209742","250139","31188","85147","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-10-15","124603","89377","19661","12680","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-10-15","209742","241191","28919","83858","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-10-22","124603","91035","17180","13663","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-10-22","209742","245897","30615","78317","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-10-29","124603","89974","16131","13916","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-10-29","209742","257382","41465","83795","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-11-05","124603","86343","17330","15200","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-11-05","209742","252753","36844","75555","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-11-12","124603","88312","16807","14757","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-11-12","209742","277197","39192","87654","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-11-19","124603","84631","14540","14869","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-11-19","209742","275071","36369","75604","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-11-26","124603","86688","17844","20019","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-11-26","209742","275658","37393","82327","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-12-03","124603","92337","16479","21878","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-12-03","209742","293572","45128","95752","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-12-10","124603","89712","14599","21483","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-12-10","209742","291787","45619","92847","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-12-17","124603","105423","18070","22879","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-12-17","209742","324728","46081","100499","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-12-24","124603","82150","15491","13234","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-12-24","209742","246014","35424","79764","FutOnly"
"2024","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2024-12-31","124603","83957","16481","10677","FutOnly"
"2024","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2024-12-31","209742","252471","40614","72668","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-01-07","124603","85367","17504","11695","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-01-07","209742","241165","37329","76409","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-01-14","124603","81768","17591","10051","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-01-14","209742","253879","44226","81635","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-01-21","124603","81691","15674","9958","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-01-21","209742","254361","40151","80303","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-01-28","124603","84167","15370","11483","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-01-28","209742","267882","44031","93956","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-02-04","124603","82475","13128","10132","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-02-04","209742","259061","42084","90836","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-02-11","124603","81382","13027","10161","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-02-11","209742","263509","39736","92040","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-02-18","124603","80427","12745","14080","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-02-18","209742","289760","40127","108348","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-02-25","124603","79313","14165","13914","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-02-25","209742","286114","56135","84006","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-03-04","124603","75169","14768","13687","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-03-04","209742","288147","66893","78548","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-03-11","124603","74843","16921","9803","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-03-11","209742","303084","79012","74346","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-03-18","124603","91941","17264","7857","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-03-18","209742","301517","67212","66155","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-03-25","124603","74443","7699","9365","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-03-25","209742","224189","30225","66115","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-04-01","124603","74497","8150","8069","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-04-01","209742","247658","48832","79374","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-04-08","124603","73838","11628","9125","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-04-08","209742","254563","67920","62300","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-04-15","124603","73931","9330","11195","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-04-15","209742","235406","50242","63635","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-04-22","124603","78992","9112","9073","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-04-22","209742","242084","55399","55727","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-04-29","124603","78341","9596","10534","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-04-29","209742","246874","51301","77657","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-05-06","124603","76175","8493","11464","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-05-06","209742","258249","58695","95365","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-05-13","124603","77515","9162","13530","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-05-13","209742","283667","63527","117514","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-05-20","124603","78995","10816","15267","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-05-20","209742","279368","59596","112289","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-05-27","124603","80388","12793","14035","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-05-27","209742","275143","59208","106976","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-06-03","124603","82788","14833","13177","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-06-03","209742","277034","55854","106034","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-06-10","124603","85743","15344","14516","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-06-10","209742","276888","57702","98617","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-06-17","124603","100802","15946","13330","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-06-17","209742","311779","55516","100288","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-06-24","124603","82269","10585","14147","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-06-24","209742","253330","48555","80565","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-07-01","124603","86845","11312","13529","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-07-01","209742","265393","58273","73957","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-07-08","124603","85138","10955","12824","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-07-08","209742","270422","58579","69668","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-07-15","124603","83480","11194","10928","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-07-15","209742","271661","54088","74562","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-07-22","124603","84378","12153","12112","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-07-22","209742","270972","49469","73398","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-07-29","124603","86736","12055","14704","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-07-29","209742","281762","61680","83165","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-08-05","124603","87993","11075","17378","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-08-05","209742","277507","58687","73312","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-08-12","124603","87098","9967","17542","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-08-12","209742","303576","70831","87121","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-08-19","124603","85223","9203","17737","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-08-19","209742","289577","56969","75708","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-08-26","124603","84505","9048","16650","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-08-26","209742","284355","61174","78075","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-09-02","124603","82004","6452","16007","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-09-02","209742","282221","64181","82811","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-09-09","124603","87037","7149","21569","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-09-09","209742","296970","70821","95846","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-09-16","124603","98350","6596","21782","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-09-16","209742","351421","75090","99094","FutOnly"
"2025","FinFutYY.txt","DJIA x $5 - CHICAGO BOARD OF TRADE","2025-09-23","124603","78112","14233","20567","FutOnly"
"2025","FinFutYY.txt","NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE","2025-09-23","209742","274695","50088","76172","FutOnly"
