time_epoch,time_server,open,high,low,close,tick_volume,spread,real_volume
1656637200,2022.07.01 01:00:00,3781.04,3782.3600000000001,3772.8600000000001,3776.8600000000001,2464,51,0
1656640800,2022.07.01 02:00:00,3776.8600000000001,3790.6100000000001,3775.3600000000001,3789.8600000000001,2415,51,0
1656644400,2022.07.01 03:00:00,3789.6100000000001,3793.3600000000001,3784.6100000000001,3785.2399999999998,4361,51,0
1656648000,2022.07.01 04:00:00,3785.2399999999998,3787.8600000000001,3772.1100000000001,3777.3600000000001,4493,51,0
1656651600,2022.07.01 05:00:00,3777.1100000000001,3784.6100000000001,3761.3600000000001,3764.3600000000001,4183,51,0
1656655200,2022.07.01 06:00:00,3764.3600000000001,3765.1100000000001,3748.6100000000001,3755.1100000000001,4308,51,0
1656658800,2022.07.01 07:00:00,3755.1100000000001,3758.8600000000001,3746.1100000000001,3751.1100000000001,3488,51,0
1656662400,2022.07.01 08:00:00,3751.1100000000001,3759.1100000000001,3745.8600000000001,3753.9899999999998,3933,51,0
1656666000,2022.07.01 09:00:00,3754.1100000000001,3762.3600000000001,3749.8600000000001,3756.2399999999998,4678,51,0
1656669600,2022.07.01 10:00:00,3756.3600000000001,3768.1100000000001,3744.3600000000001,3759.1100000000001,9622,51,0
1656673200,2022.07.01 11:00:00,3759.7399999999998,3778.8600000000001,3752.8600000000001,3776.3600000000001,5838,51,0
1656676800,2022.07.01 12:00:00,3776.3600000000001,3787.8600000000001,3773.7399999999998,3786.8600000000001,4685,51,0
1656680400,2022.07.01 13:00:00,3786.8600000000001,3788.6100000000001,3770.8600000000001,3773.6100000000001,3596,51,0
1656684000,2022.07.01 14:00:00,3773.6100000000001,3780.3600000000001,3763.1100000000001,3768.3600000000001,5161,51,0
1656687600,2022.07.01 15:00:00,3768.3600000000001,3783.3600000000001,3764.8600000000001,3780.8600000000001,4750,51,0
1656691200,2022.07.01 16:00:00,3780.8600000000001,3813.1100000000001,3773.1100000000001,3802.7399999999998,23949,51,0
1656694800,2022.07.01 17:00:00,3802.6100000000001,3815.8600000000001,3753.1100000000001,3769.3600000000001,31548,51,0
1656698400,2022.07.01 18:00:00,3769.1100000000001,3790.6100000000001,3761.8600000000001,3769.6100000000001,19427,51,0
1656702000,2022.07.01 19:00:00,3769.6100000000001,3786.8600000000001,3764.3600000000001,3772.3600000000001,12760,51,0
1656705600,2022.07.01 20:00:00,3772.3600000000001,3798.8600000000001,3770.1100000000001,3798.1100000000001,11178,51,0
1656709200,2022.07.01 21:00:00,3798.1100000000001,3817.8600000000001,3788.6100000000001,3814.8600000000001,8465,51,0
1656712800,2022.07.01 22:00:00,3815.1100000000001,3833.1100000000001,3805.3600000000001,3827.8600000000001,11862,51,0
1656716400,2022.07.01 23:00:00,3827.8600000000001,3829.8600000000001,3824.6100000000001,3826.3600000000001,1097,51,0
1656896400,2022.07.04 01:00:00,3827.7399999999998,3827.7399999999998,3819.5599999999999,3822.8099999999999,1515,51,0
1656900000,2022.07.04 02:00:00,3822.8099999999999,3825.5599999999999,3809.8099999999999,3812.0599999999999,1920,51,0
1656903600,2022.07.04 03:00:00,3812.0599999999999,3814.5599999999999,3802.3099999999999,3804.0599999999999,4330,51,0
1656907200,2022.07.04 04:00:00,3804.0599999999999,3806.3099999999999,3793.5599999999999,3804.0599999999999,5020,51,0
1656910800,2022.07.04 05:00:00,3804.0599999999999,3808.5599999999999,3796.3099999999999,3801.5599999999999,3967,51,0
1656914400,2022.07.04 06:00:00,3801.3099999999999,3806.3099999999999,3801.0599999999999,3805.0599999999999,2304,51,0
1656918000,2022.07.04 07:00:00,3805.0599999999999,3805.5599999999999,3798.5599999999999,3803.3099999999999,1558,51,0
1656921600,2022.07.04 08:00:00,3803.3099999999999,3809.8099999999999,3800.5599999999999,3809.3099999999999,2437,51,0
1656925200,2022.07.04 09:00:00,3809.3099999999999,3816.71,3806.0599999999999,3810.21,2970,51,0
1656928800,2022.07.04 10:00:00,3810.46,3813.21,3797.21,3799.96,5973,51,0
1656932400,2022.07.04 11:00:00,3800.0900000000001,3804.46,3797.96,3800.71,3190,51,0
1656936000,2022.07.04 12:00:00,3800.71,3817.46,3798.21,3815.5900000000001,3099,51,0
1656939600,2022.07.04 13:00:00,3815.71,3818.21,3809.96,3816.3400000000001,2068,51,0
1656943200,2022.07.04 14:00:00,3816.21,3820.46,3812.21,3816.5900000000001,1755,51,0
1656946800,2022.07.04 15:00:00,3816.46,3819.71,3814.96,3818.46,1914,51,0
1656950400,2022.07.04 16:00:00,3818.46,3821.96,3811.21,3811.71,2013,51,0
1656954000,2022.07.04 17:00:00,3811.71,3812.21,3805.46,3809.96,2068,51,0
1656957600,2022.07.04 18:00:00,3810.21,3816.71,3809.96,3810.71,1502,51,0
1656961200,2022.07.04 19:00:00,3810.96,3815.96,3810.21,3813.6399999999999,1999,51,0
1656982800,2022.07.05 01:00:00,3814.4400000000001,3833.7600000000002,3813.6900000000001,3832.2600000000002,1876,51,0
1656986400,2022.07.05 02:00:00,3832.2600000000002,3856.0100000000002,3832.2600000000002,3846.1399999999999,3614,51,0
1656990000,2022.07.05 03:00:00,3846.2600000000002,3849.7600000000002,3843.0100000000002,3845.7600000000002,3151,51,0
1656993600,2022.07.05 04:00:00,3845.7600000000002,3848.7600000000002,3837.7600000000002,3848.0100000000002,3580,51,0
1656997200,2022.07.05 05:00:00,3848.0100000000002,3848.7600000000002,3837.0100000000002,3838.7600000000002,3056,51,0
1657000800,2022.07.05 06:00:00,3838.8899999999999,3843.0100000000002,3835.0100000000002,3835.5100000000002,2248,51,0
1657004400,2022.07.05 07:00:00,3835.5100000000002,3842.2600000000002,3835.5100000000002,3842.2600000000002,1636,51,0
1657008000,2022.07.05 08:00:00,3842.0100000000002,3845.7600000000002,3839.2600000000002,3842.7600000000002,1929,51,0
1657011600,2022.07.05 09:00:00,3842.7600000000002,3848.7600000000002,3841.0100000000002,3843.7600000000002,2754,51,0
1657015200,2022.07.05 10:00:00,3843.7600000000002,3844.1399999999999,3829.7600000000002,3830.0100000000002,6777,51,0
1657018800,2022.07.05 11:00:00,3829.7600000000002,3835.0100000000002,3803.0100000000002,3804.5100000000002,7627,51,0
1657022400,2022.07.05 12:00:00,3804.7600000000002,3808.7600000000002,3799.2600000000002,3807.7600000000002,5743,51,0
1657026000,2022.07.05 13:00:00,3807.7600000000002,3813.5100000000002,3806.2600000000002,3808.7600000000002,3166,51,0
1657029600,2022.07.05 14:00:00,3809.0100000000002,3811.0100000000002,3792.5100000000002,3793.8899999999999,3706,51,0
1657033200,2022.07.05 15:00:00,3793.8899999999999,3794.7600000000002,3774.1100000000001,3775.8600000000001,6920,51,0
1657036800,2022.07.05 16:00:00,3775.8600000000001,3780.6100000000001,3747.3600000000001,3753.2399999999998,21864,51,0
1657040400,2022.07.05 17:00:00,3753.2399999999998,3777.3600000000001,3743.6100000000001,3756.1100000000001,28967,51,0
1657044000,2022.07.05 18:00:00,3756.1100000000001,3772.3600000000001,3745.1100000000001,3767.3600000000001,20870,51,0
1657047600,2022.07.05 19:00:00,3767.6100000000001,3786.3600000000001,3763.6100000000001,3769.1100000000001,15173,51,0
1657051200,2022.07.05 20:00:00,3769.1100000000001,3795.6100000000001,3768.1100000000001,3789.8600000000001,12095,51,0
1657054800,2022.07.05 21:00:00,3790.1100000000001,3820.3600000000001,3787.3600000000001,3814.1100000000001,11139,51,0
1657058400,2022.07.05 22:00:00,3814.1100000000001,3835.6100000000001,3808.1100000000001,3835.3600000000001,12722,51,0
1657062000,2022.07.05 23:00:00,3835.3600000000001,3835.6100000000001,3828.3600000000001,3833.04,1999,51,0
1657069200,2022.07.06 01:00:00,3836.79,3841.3600000000001,3832.1100000000001,3833.8600000000001,1555,51,0
1657072800,2022.07.06 02:00:00,3833.8600000000001,3836.1100000000001,3823.1100000000001,3825.1100000000001,1552,51,0
1657076400,2022.07.06 03:00:00,3825.1100000000001,3844.6100000000001,3825.1100000000001,3842.2399999999998,3924,51,0
1657080000,2022.07.06 04:00:00,3842.3600000000001,3848.9099999999999,3825.1100000000001,3829.4899999999998,4852,51,0
1657083600,2022.07.06 05:00:00,3829.6100000000001,3834.1100000000001,3821.3600000000001,3825.1100000000001,3452,51,0
1657087200,2022.07.06 06:00:00,3825.3600000000001,3835.8600000000001,3822.8600000000001,3835.3600000000001,2590,51,0
1657090800,2022.07.06 07:00:00,3835.1100000000001,3835.3600000000001,3826.3600000000001,3828.1100000000001,1791,51,0
1657094400,2022.07.06 08:00:00,3828.3600000000001,3829.6100000000001,3817.6100000000001,3817.8600000000001,2954,51,0
1657098000,2022.07.06 09:00:00,3817.8600000000001,3827.9899999999998,3808.6100000000001,3827.3600000000001,4457,51,0
1657101600,2022.07.06 10:00:00,3827.3600000000001,3846.8600000000001,3827.1100000000001,3838.2399999999998,9082,51,0
1657105200,2022.07.06 11:00:00,3837.8600000000001,3840.1100000000001,3819.8600000000001,3821.6100000000001,5673,51,0
1657108800,2022.07.06 12:00:00,3821.4899999999998,3833.8600000000001,3817.1100000000001,3832.1100000000001,4617,51,0
1657112400,2022.07.06 13:00:00,3832.1100000000001,3837.3600000000001,3826.3600000000001,3829.3600000000001,3655,51,0
1657116000,2022.07.06 14:00:00,3829.3600000000001,3829.46,3817.21,3821.71,3537,51,0
1657119600,2022.07.06 15:00:00,3821.71,3837.3600000000001,3814.96,3831.3600000000001,4051,51,0
1657123200,2022.07.06 16:00:00,3831.3600000000001,3851.8600000000001,3823.3600000000001,3836.4899999999998,23293,51,0
1657126800,2022.07.06 17:00:00,3836.4899999999998,3850.3600000000001,3821.6100000000001,3831.3600000000001,33367,51,0
1657130400,2022.07.06 18:00:00,3831.3600000000001,3832.6100000000001,3811.1100000000001,3822.4899999999998,16587,51,0
1657134000,2022.07.06 19:00:00,3822.3600000000001,3826.0100000000002,3814.2600000000002,3824.7600000000002,9794,51,0
1657137600,2022.07.06 20:00:00,3825.0100000000002,3836.2600000000002,3824.5100000000002,3834.2600000000002,6807,51,0
1657141200,2022.07.06 21:00:00,3834.1399999999999,3866.5100000000002,3821.7600000000002,3861.0100000000002,26291,51,0
1657144800,2022.07.06 22:00:00,3861.2600000000002,3874.5100000000002,3840.7600000000002,3849.0100000000002,14211,51,0
1657148400,2022.07.06 23:00:00,3849.0100000000002,3853.5100000000002,3847.8899999999999,3853.4400000000001,1567,51,0
1657155600,2022.07.07 01:00:00,3852.4400000000001,3854.2600000000002,3848.7600000000002,3849.5100000000002,871,51,0
1657159200,2022.07.07 02:00:00,3849.5100000000002,3853.7600000000002,3848.0100000000002,3851.2600000000002,1055,51,0
1657162800,2022.07.07 03:00:00,3851.0100000000002,3851.2600000000002,3840.5100000000002,3845.7600000000002,2874,51,0
1657166400,2022.07.07 04:00:00,3845.7600000000002,3846.0100000000002,3832.0100000000002,3838.5100000000002,4421,51,0
1657170000,2022.07.07 05:00:00,3838.5100000000002,3853.2600000000002,3838.2600000000002,3852.7600000000002,3453,51,0
1657173600,2022.07.07 06:00:00,3852.7600000000002,3854.0100000000002,3848.2600000000002,3848.6399999999999,2309,51,0
1657177200,2022.07.07 07:00:00,3848.7600000000002,3854.2600000000002,3848.0100000000002,3854.0100000000002,1235,51,0
1657180800,2022.07.07 08:00:00,3853.8899999999999,3865.0100000000002,3852.5100000000002,3858.2600000000002,2276,51,0
