time_epoch,time_server,open,high,low,close,tick_volume,spread,real_volume
1764550800,2025.12.01 01:00:00,25466.099999999999,25483.099999999999,25427.349999999999,25458.970000000001,2294,140,0
1764551700,2025.12.01 01:15:00,25459.220000000001,25481.349999999999,25450.220000000001,25455.349999999999,2148,140,0
1764552600,2025.12.01 01:30:00,25455.349999999999,25457.470000000001,25401.599999999999,25402.099999999999,2403,140,0
1764553500,2025.12.01 01:45:00,25402.220000000001,25434.849999999999,25401.220000000001,25424.220000000001,2276,140,0
1764554400,2025.12.01 02:00:00,25425.220000000001,25427.349999999999,25359.349999999999,25372.470000000001,3659,140,0
1764555300,2025.12.01 02:15:00,25372.349999999999,25382.849999999999,25315.470000000001,25348.099999999999,3491,140,0
1764556200,2025.12.01 02:30:00,25348.099999999999,25353.349999999999,25293.970000000001,25303.720000000001,3449,140,0
1764557100,2025.12.01 02:45:00,25304.599999999999,25304.720000000001,25265.099999999999,25278.349999999999,3924,140,0
1764558000,2025.12.01 03:00:00,25278.599999999999,25286.220000000001,25224.099999999999,25256.220000000001,4661,140,0
1764558900,2025.12.01 03:15:00,25256.220000000001,25284.599999999999,25252.099999999999,25266.720000000001,3794,140,0
1764559800,2025.12.01 03:30:00,25267.099999999999,25290.599999999999,25253.970000000001,25288.970000000001,3857,140,0
1764560700,2025.12.01 03:45:00,25289.099999999999,25301.849999999999,25283.970000000001,25288.099999999999,1567,140,0
1764566100,2025.12.01 05:15:00,25211.369999999999,25218.869999999999,25206.25,25214.119999999999,386,60,0
1764567000,2025.12.01 05:30:00,25213.869999999999,25215.619999999999,25196.369999999999,25211.75,2189,60,0
1764567900,2025.12.01 05:45:00,25211.75,25227.5,25209.5,25217.5,2075,60,0
1764568800,2025.12.01 06:00:00,25217.5,25223.25,25206.619999999999,25207.25,1846,60,0
1764569700,2025.12.01 06:15:00,25207.119999999999,25216.119999999999,25201.119999999999,25205.869999999999,1858,60,0
1764570600,2025.12.01 06:30:00,25206,25219.25,25199.619999999999,25209.119999999999,1642,60,0
1764571500,2025.12.01 06:45:00,25209,25210.75,25185.25,25188.369999999999,1922,60,0
1764572400,2025.12.01 07:00:00,25188.369999999999,25192.75,25164.5,25177.5,2629,60,0
1764573300,2025.12.01 07:15:00,25176.869999999999,25181.369999999999,25162.369999999999,25163.5,2040,60,0
1764574200,2025.12.01 07:30:00,25163.619999999999,25177.369999999999,25151.869999999999,25175.369999999999,2265,60,0
1764575100,2025.12.01 07:45:00,25175.619999999999,25215,25175,25210.119999999999,2161,60,0
1764576000,2025.12.01 08:00:00,25209.869999999999,25216.75,25190.75,25208,2255,60,0
1764576900,2025.12.01 08:15:00,25208.369999999999,25225.75,25204.5,25218.75,1871,60,0
1764577800,2025.12.01 08:30:00,25219.5,25227.25,25205.869999999999,25226.75,2108,60,0
1764578700,2025.12.01 08:45:00,25227,25228.5,25216,25226.119999999999,1412,60,0
1764579600,2025.12.01 09:00:00,25226.25,25232.75,25206.5,25209.119999999999,2188,60,0
1764580500,2025.12.01 09:15:00,25209.75,25242.369999999999,25196.369999999999,25233.75,2215,60,0
1764581400,2025.12.01 09:30:00,25233.619999999999,25240.119999999999,25220.369999999999,25228.75,1820,60,0
1764582300,2025.12.01 09:45:00,25228.869999999999,25241.5,25225.369999999999,25236.869999999999,1816,60,0
1764583200,2025.12.01 10:00:00,25237,25271.75,25226.25,25268.369999999999,3359,60,0
1764584100,2025.12.01 10:15:00,25269.5,25300.619999999999,25269.5,25289.119999999999,3057,60,0
1764585000,2025.12.01 10:30:00,25289.119999999999,25292.5,25271.75,25287.75,2564,60,0
1764585900,2025.12.01 10:45:00,25287.869999999999,25290,25264.5,25266.5,2182,60,0
1764586800,2025.12.01 11:00:00,25266.25,25297.75,25256.75,25280.119999999999,2869,60,0
1764587700,2025.12.01 11:15:00,25280.119999999999,25291.369999999999,25260.369999999999,25276.5,2466,60,0
1764588600,2025.12.01 11:30:00,25276.75,25276.869999999999,25241.75,25250.75,2524,60,0
1764589500,2025.12.01 11:45:00,25250.619999999999,25258,25230.5,25239.119999999999,2750,60,0
1764590400,2025.12.01 12:00:00,25239.369999999999,25276.5,25239.369999999999,25270.75,2467,60,0
1764591300,2025.12.01 12:15:00,25270.619999999999,25282.119999999999,25261.25,25270.619999999999,2267,60,0
