position_identifier,entry_time_server,close_time_server,bar_time_server,held_bars,incumbent_direction,state,range_scale,raw_shadow_pass,seen_subthreshold_before,distinct_rearm_episode,limit_price,proxy_touch,proxy_touch_time,mark16_range
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 14:00:00,5,-1,0.52434431020259531,67.324999999998909,0,1,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 14:15:00,6,-1,0.53520623389445154,67.324999999998909,0,1,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 14:30:00,7,-1,0.4472625963450817,67.324999999998909,0,1,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 14:45:00,8,-1,0.74616394443499323,67.324999999998909,0,1,0,,,,
538,2026.06.12 12:56:04,2026.06.12 15:15:00,2026.06.12 15:00:00,9,-1,0.67859442557405603,67.324999999998909,0,1,0,,,,
544,2026.06.16 13:50:28,2026.06.16 15:00:00,2026.06.16 14:00:00,1,-1,1.2009638160086871,37.425000000001091,1,0,0,,,,
544,2026.06.16 13:50:28,2026.06.16 15:00:00,2026.06.16 14:15:00,2,-1,1.1304450302638156,36.875,1,0,0,,,,
544,2026.06.16 13:50:28,2026.06.16 15:00:00,2026.06.16 14:30:00,3,-1,0.60921426187457695,37.425000000001091,0,0,0,,,,
544,2026.06.16 13:50:28,2026.06.16 15:00:00,2026.06.16 14:45:00,4,-1,0.8676706760327294,37.675000000001091,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 13:30:00,1,1,-0.86276982290483628,37.635000000000218,0,0,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 13:45:00,2,1,-0.7278450870939619,37.635000000000218,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 14:00:00,3,1,-0.96635719039371748,37.610000000000582,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 14:15:00,4,1,-0.57451472239621759,37.635000000000218,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 14:30:00,5,1,-0.48578098408692871,37.700000000000728,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 14:45:00,6,1,-0.47231390769752796,37.700000000000728,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 15:00:00,7,1,-0.9073246564498253,38.375,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 15:15:00,8,1,-0.43100348946246142,39.25,0,1,0,,,,
549,2026.06.17 13:19:48,2026.06.17 15:45:00,2026.06.17 15:30:00,9,1,-0.51555867469503769,39.25,0,1,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 12:30:00,1,1,-0.71041790478701761,61.549999999999272,0,0,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 12:45:00,2,1,-0.95043381190752485,61.549999999999272,0,1,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 13:00:00,3,1,-0.56418515058399887,61.549999999999272,0,1,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 13:15:00,4,1,-1.2116169092550249,61.549999999999272,1,1,1,29606.060000000001,1,2026.06.23 13:15:00,2.5140536149471941
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 13:30:00,5,1,-1.2349139374826166,62.174999999999272,1,1,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 13:45:00,6,1,-1.1437173618499505,62.659999999998035,1,1,0,,,,
557,2026.06.23 12:18:08,2026.06.23 14:15:00,2026.06.23 14:00:00,7,1,-0.59947898640221509,62.984999999998763,0,1,0,,,,
581,2026.07.02 14:38:06,2026.07.02 15:00:00,2026.07.02 14:45:00,1,-1,0.5210372192710605,53.5,0,0,0,,,,
583,2026.07.02 15:30:03,2026.07.02 17:30:00,2026.07.02 15:45:00,1,-1,1.5829054610218722,55.25,1,0,0,,,,
583,2026.07.02 15:30:03,2026.07.02 17:30:00,2026.07.02 16:00:00,2,-1,1.4509631637452256,55.75,1,0,0,,,,
585,2026.07.06 12:15:10,2026.07.06 12:45:00,2026.07.06 12:30:00,1,-1,0.82828864995638829,34.75,0,0,0,,,,
592,2026.07.08 13:30:31,2026.07.08 14:45:00,2026.07.08 13:45:00,1,1,-1.8741816359384318,55.424999999999272,1,0,0,,,,
592,2026.07.08 13:30:31,2026.07.08 14:45:00,2026.07.08 14:00:00,2,1,-1.9606921243153588,56.309999999999491,1,0,0,,,,
592,2026.07.08 13:30:31,2026.07.08 14:45:00,2026.07.08 14:15:00,3,1,-2.2027031017075811,56.309999999999491,1,0,0,,,,
592,2026.07.08 13:30:31,2026.07.08 14:45:00,2026.07.08 14:30:00,4,1,-0.49565467463339713,56.309999999999491,0,0,0,,,,
595,2026.07.08 15:29:27,2026.07.08 18:15:00,2026.07.08 15:30:00,1,-1,1.1792900471487253,57.309999999999491,1,0,0,,,,
595,2026.07.08 15:29:27,2026.07.08 18:15:00,2026.07.08 15:45:00,2,-1,1.0650010064751827,57.309999999999491,1,0,0,,,,
595,2026.07.08 15:29:27,2026.07.08 18:15:00,2026.07.08 16:00:00,3,-1,1.069996689956096,57.309999999999491,1,0,0,,,,
606,2026.07.14 15:46:28,2026.07.14 18:45:00,2026.07.14 16:00:00,1,-1,1.2186829390162954,59.5,1,0,0,,,,
612,2026.07.16 13:01:08,2026.07.16 14:00:00,2026.07.16 13:15:00,1,1,-0.51452415087556602,51.375,0,0,0,,,,
612,2026.07.16 13:01:08,2026.07.16 14:00:00,2026.07.16 13:30:00,2,1,-0.61179155290757448,51.375,0,1,0,,,,
612,2026.07.16 13:01:08,2026.07.16 14:00:00,2026.07.16 13:45:00,3,1,-0.35587118373450616,51.375,0,1,0,,,,
614,2026.07.16 15:03:55,2026.07.16 17:15:00,2026.07.16 15:15:00,1,1,-1.4676594772322282,52.450000000000728,1,0,0,,,,
614,2026.07.16 15:03:55,2026.07.16 17:15:00,2026.07.16 15:30:00,2,1,-1.5029039871364445,53.325000000000728,1,0,0,,,,
614,2026.07.16 15:03:55,2026.07.16 17:15:00,2026.07.16 15:45:00,3,1,-1.519025215240287,54.324999999998909,1,0,0,,,,
614,2026.07.16 15:03:55,2026.07.16 17:15:00,2026.07.16 16:00:00,4,1,-0.99909943075775476,55.049999999999272,0,0,0,,,,
629,2026.07.22 15:48:31,2026.07.22 16:45:00,2026.07.22 16:00:00,1,1,-1.2181116057789541,38.75,1,0,0,,,,
634,2026.07.23 15:00:34,2026.07.23 18:04:25,2026.07.23 15:15:00,1,1,-1.2458008455912157,45.875,1,0,0,,,,
634,2026.07.23 15:00:34,2026.07.23 18:04:25,2026.07.23 15:30:00,2,1,-1.6983505586210252,46.25,1,0,0,,,,
634,2026.07.23 15:00:34,2026.07.23 18:04:25,2026.07.23 15:45:00,3,1,-2.1448972362547418,46.25,1,0,0,,,,
634,2026.07.23 15:00:34,2026.07.23 18:04:25,2026.07.23 16:00:00,4,1,-1.9875799733913515,46.25,1,0,0,,,,
654,2026.07.29 12:38:52,2026.07.29 13:45:03,2026.07.29 12:45:00,1,-1,0.47950200298372825,72,0,0,0,,,,
654,2026.07.29 12:38:52,2026.07.29 13:45:03,2026.07.29 13:00:00,2,-1,0.46668287405346159,71.75,0,1,0,,,,
654,2026.07.29 12:38:52,2026.07.29 13:45:03,2026.07.29 13:15:00,3,-1,0.4562653714954153,71.75,0,1,0,,,,
654,2026.07.29 12:38:52,2026.07.29 13:45:03,2026.07.29 13:30:00,4,-1,0.36555991562495005,71.75,0,1,0,,,,
654,2026.07.29 12:38:52,2026.07.29 13:45:03,2026.07.29 13:45:00,5,-1,0.24425832338702927,71.75,0,1,0,,,,
661,2026.07.30 15:03:37,2026.07.30 16:51:11,2026.07.30 15:15:00,1,-1,0.94938155419810566,76.925000000001091,0,0,0,,,,
661,2026.07.30 15:03:37,2026.07.30 16:51:11,2026.07.30 15:30:00,2,-1,0.77288308430452901,76.925000000001091,0,1,0,,,,
661,2026.07.30 15:03:37,2026.07.30 16:51:11,2026.07.30 15:45:00,3,-1,0.97419324678633112,76.925000000001091,0,1,0,,,,
661,2026.07.30 15:03:37,2026.07.30 16:51:11,2026.07.30 16:00:00,4,-1,1.2108130158807833,77.25,1,1,1,27707.52,1,2026.07.30 16:00:00,-3.9181877022653757
678,2026.08.04 14:49:37,2026.08.04 18:02:15,2026.08.04 15:00:00,1,-1,1.4026049003545413,42.375,1,0,0,,,,
678,2026.08.04 14:49:37,2026.08.04 18:02:15,2026.08.04 15:15:00,2,-1,1.4387917515582189,43.25,1,0,0,,,,
678,2026.08.04 14:49:37,2026.08.04 18:02:15,2026.08.04 15:30:00,3,-1,1.4811765566780186,42.375,1,0,0,,,,
678,2026.08.04 14:49:37,2026.08.04 18:02:15,2026.08.04 15:45:00,4,-1,1.2042091392233139,41.325000000000728,1,0,0,,,,
678,2026.08.04 14:49:37,2026.08.04 18:02:15,2026.08.04 16:00:00,5,-1,1.0556689712982974,40.635000000000218,1,0,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 12:30:00,1,1,-0.55788296796140646,41.125,0,0,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 12:45:00,2,1,-0.47185431546185208,41.25,0,1,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 13:00:00,3,1,-0.93480888506309268,41.125,0,1,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 13:15:00,4,1,-0.92533333732555045,41.175000000001091,0,1,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 13:30:00,5,1,-0.40843664049626072,41.050000000001091,0,1,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 13:45:00,6,1,-0.25051032738407308,41.050000000001091,0,1,0,,,,
684,2026.08.05 12:15:57,2026.08.05 14:15:00,2026.08.05 14:00:00,7,1,-0.3315019056171668,41.050000000001091,0,1,0,,,,
696,2026.08.07 15:45:12,2026.08.07 17:15:00,2026.08.07 16:00:00,1,-1,1.8779834205829122,43.849999999998545,1,0,0,,,,
702,2026.08.10 15:30:20,2026.08.10 17:15:00,2026.08.10 15:45:00,1,1,-0.97278224061576712,38.925000000001091,0,0,0,,,,
702,2026.08.10 15:30:20,2026.08.10 17:15:00,2026.08.10 16:00:00,2,1,-1.1186278468208188,39.050000000001091,1,1,1,29677.880000000001,1,2026.08.10 16:30:00,0.48066581306017703
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 12:30:00,1,-1,1.3530377565473641,28.100000000002183,1,0,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 12:45:00,2,-1,1.3264000081334548,28.100000000002183,1,0,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 13:00:00,3,-1,0.9466980084628398,28.025000000001455,0,0,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 13:15:00,4,-1,1.1629517079960034,28.100000000002183,1,1,1,29761.630000000001,0,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 13:30:00,5,-1,1.1956395067953525,28.100000000002183,1,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 13:45:00,6,-1,1.2017702609514473,28.025000000001455,1,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 14:00:00,7,-1,0.76906071617242411,28.025000000001455,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 14:15:00,8,-1,0.59671550665712925,28.100000000002183,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 14:30:00,9,-1,0.28980805697817352,28.100000000002183,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 14:45:00,10,-1,0.64031907985052183,28.025000000001455,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 15:00:00,11,-1,0.63881678368866623,28.025000000001455,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 15:15:00,12,-1,0.26877375971153056,28.025000000001455,0,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 15:30:00,13,-1,1.0416919924194505,28.025000000001455,1,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 15:45:00,14,-1,1.0669207835210377,28.025000000001455,1,1,0,,,,
710,2026.08.12 12:22:55,2026.08.12 16:15:00,2026.08.12 16:00:00,15,-1,1.2615154890546836,28.100000000002183,1,1,0,,,,
719,2026.08.17 15:49:11,2026.08.17 18:30:00,2026.08.17 16:00:00,1,1,-1.1819135458200212,23.75,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 12:45:00,1,1,-2.1625949819151766,31.25,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 13:00:00,2,1,-2.2568371316371674,31.25,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 13:15:00,3,1,-1.9552315038432049,31.5,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 13:30:00,4,1,-1.6621798860693437,31.5,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 13:45:00,5,1,-1.3732758890367514,31.56000000000131,1,0,0,,,,
724,2026.08.18 12:31:19,2026.08.18 14:15:00,2026.08.18 14:00:00,6,1,-1.0084057185046744,31.56000000000131,1,0,0,,,,
733,2026.08.20 12:35:08,2026.08.20 14:00:00,2026.08.20 12:45:00,1,1,-1.1367993878346598,41.375,1,0,0,,,,
733,2026.08.20 12:35:08,2026.08.20 14:00:00,2026.08.20 13:00:00,2,1,-1.2051877337406505,41.375,1,0,0,,,,
733,2026.08.20 12:35:08,2026.08.20 14:00:00,2026.08.20 13:15:00,3,1,-0.67145831996252336,41.375,0,0,0,,,,
733,2026.08.20 12:35:08,2026.08.20 14:00:00,2026.08.20 13:30:00,4,1,-0.6488342465756487,41.5,0,1,0,,,,
733,2026.08.20 12:35:08,2026.08.20 14:00:00,2026.08.20 13:45:00,5,1,-0.67238764017431074,41.5,0,1,0,,,,
736,2026.08.20 15:30:29,2026.08.20 17:45:00,2026.08.20 15:45:00,1,1,-1.904793795512858,42.375,1,0,0,,,,
736,2026.08.20 15:30:29,2026.08.20 17:45:00,2026.08.20 16:00:00,2,1,-1.4106020419585588,42.625,1,0,0,,,,
