window,period,server_time,component_id,symbol,direction,candidate_order_price,control_entry_price,control_exit_price,control_exit_time_server,control_exit_class,candidate_volume,control_volume,volume_ratio,candidate_attempted_risk_usd,control_planned_risk_usd,control_actual_net_usd,control_stressed_net_usd,actual_r,stressed_r,shadow_actual_usd,shadow_stressed_usd
selection,E1,2022.10.17 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,11029.42,11029.42,11083.8,2022.10.17 21:00:00,NATIVE,0.02,0.01,2.0,9.339733333333328,6.0068000000000215,0.54,0.525,0.08989811546913466,0.08740094559499204,1.08,1.05
selection,E1,2022.10.26 17:00:05,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,11479.9,11479.9,11491.42,2022.10.26 21:00:00,NATIVE,0.02,0.01,2.0,10.52399999999999,6.514920000000024,-0.12,-0.1480000000000109,-0.018419259177395817,-0.022717086318789846,-0.24,-0.2960000000000218
selection,E1,2022.11.07 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,10855.05,10855.05,10908.92,2022.11.07 21:00:00,NATIVE,0.02,0.01,2.0,11.259733333333378,6.770880000000024,-0.54,-0.555,-0.07975329646958713,-0.08196866581596456,-1.08,-1.11
selection,E1,2022.11.17 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,33201.5,33201.5,33511.55,2022.11.17 22:00:00,NATIVE,0.02,0.01,2.0,12.673066666666708,7.178320000000024,3.1,3.079000000000015,0.4318559217198439,0.4289304461210986,6.2,6.15800000000003
selection,E1,2022.11.23 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,11816.8,11816.8,11790.3,2022.11.23 21:00:00,NATIVE,0.02,0.01,2.0,12.442400000000005,7.196760000000026,-0.27,-0.3079999999999927,-0.037516882597168594,-0.04279703644417649,-0.54,-0.6159999999999854
selection,E1,2022.12.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,11459.35,11459.35,11320.85,2022.12.15 21:00:00,NATIVE,0.02,0.01,2.0,12.846399999999996,7.416720000000033,1.3900000000000001,1.3750000000000002,0.18741438263814653,0.18539192527154782,2.7800000000000002,2.7500000000000004
selection,E1,2022.12.19 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,11158.8,11158.8,11084.15,2022.12.19 21:00:00,NATIVE,0.04,0.01,4.0,13.779733333333375,7.733280000000033,0.75,0.735,0.09698342747191319,0.09504375892247492,3.0,2.94
selection,E1,2022.12.21 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,11126.0,11126.0,11245.42,2022.12.21 21:00:00,NATIVE,0.04,0.01,4.0,13.47306666666671,7.663760000000034,1.19,1.175,0.15527626126079036,0.15331899746338545,4.76,4.7
selection,E1,2023.01.04 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,10888.85,10888.85,10935.0,2023.01.04 21:00:00,NATIVE,0.02,0.01,2.0,12.723199999999972,7.3414000000000375,-0.46,-0.5160000000000037,-0.06265834854387414,-0.07028632141008541,-0.92,-1.0320000000000074
selection,E1,2023.01.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,10786.75,10786.75,10795.05,2023.01.05 21:00:00,NATIVE,0.02,0.01,2.0,12.246399999999994,7.09664000000004,-0.08,-0.095,-0.011272940433782686,-0.013386616765116939,-0.16,-0.19
selection,E1,2023.01.12 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,11284.9,11284.9,11492.9,2023.01.12 21:00:00,NATIVE,0.02,0.01,2.0,11.91306666666666,7.171800000000042,-2.08,-2.095,-0.2900248194316612,-0.2921163445717934,-4.16,-4.19
selection,E1,2023.01.13 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,33933.0,33933.0,34239.05,2023.01.13 22:00:00,NATIVE,0.02,0.01,2.0,12.148533333333326,7.175920000000043,3.06,3.039000000000015,0.42642615859708327,0.42349970456749747,6.12,6.07800000000003
selection,E1,2023.01.19 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,33043.0,33043.0,33175.05,2023.01.19 22:00:00,NATIVE,0.02,0.01,2.0,11.309333333333294,7.045060000000044,1.32,1.2990000000000146,0.18736533116822168,0.1843845190814566,2.64,2.598000000000029
selection,E1,2023.01.27 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,12077.0,12077.0,12200.85,2023.01.27 21:00:00,NATIVE,0.02,0.01,2.0,11.753066666666662,7.208700000000049,1.24,1.2170000000000072,0.17201437152329707,0.1688237823740756,2.48,2.4340000000000144
selection,E1,2023.02.03 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,12679.45,12679.45,12630.15,2023.02.03 21:00:00,NATIVE,0.02,0.01,2.0,12.523733333333366,7.52070000000005,-0.49,-0.5385000000000036,-0.06515350964670798,-0.07160237743827037,-0.98,-1.0770000000000073
selection,E1,2023.02.15 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,33962.0,33962.0,34016.05,2023.02.15 22:00:00,NATIVE,0.03,0.01,3.0,10.641600000000034,8.018060000000053,0.54,0.5190000000000146,0.0673479619758391,0.06472887456566939,1.62,1.5570000000000437
selection,E1,2023.02.21 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,12203.85,12203.85,12110.47,2023.02.21 21:00:00,NATIVE,0.04,0.01,4.0,14.459733333333377,8.092100000000055,-0.93,-0.9450000000000001,-0.11492690401749776,-0.11678056375971547,-3.72,-3.7800000000000002
selection,E1,2023.03.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,12130.25,12130.25,12111.25,2023.03.14 21:00:00,NATIVE,0.04,0.01,4.0,16.006400000000042,8.351780000000067,-0.19,-0.20500000000000002,-0.02274964139381048,-0.024545665714374464,-0.76,-0.8200000000000001
selection,E1,2023.03.17 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,12638.1,12638.1,12548.42,2023.03.17 21:00:00,NATIVE,0.04,0.01,4.0,17.880533333333346,8.716580000000071,-0.9,-0.9985000000000037,-0.10325150460386902,-0.11455180816329288,-3.6,-3.994000000000015
selection,E1,2023.04.27 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,12946.95,12946.95,13127.82,2023.04.27 21:00:00,NATIVE,0.04,0.01,4.0,17.886399999999945,8.92962000000008,-1.81,-1.825,-0.20269619535881525,-0.20437599808278334,-7.24,-7.3
selection,E1,2023.05.08 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,13214.52,13214.52,13287.87,2023.05.08 21:00:00,NATIVE,0.04,0.01,4.0,18.35306666666671,8.983260000000083,0.73,0.715,0.08126225891268796,0.07959248646927657,2.92,2.86
selection,E2,2023.06.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14593.75,14593.75,14615.62,2023.06.05 21:00:00,NATIVE,0.04,0.01,4.0,17.906666666666666,8.822060000000093,0.22,0.20500000000000002,0.024937486256044243,0.023237203102223047,0.88,0.8200000000000001
selection,E2,2023.06.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14943.9,14943.9,14956.6,2023.06.14 21:00:01,NATIVE,0.04,0.01,4.0,17.445333333333355,8.804500000000095,0.13,0.09149999999999636,0.01476517689817691,0.010392412970639489,0.52,0.36599999999998545
selection,E2,2023.07.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,15236.75,15236.75,15230.25,2023.07.05 21:00:00,NATIVE,0.04,0.01,4.0,15.379733333333377,8.448220000000099,-0.07,-0.085,-0.00828576907324847,-0.010061291017515999,-0.28,-0.34
selection,E2,2023.07.31 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,15739.4,15739.4,15751.9,2023.07.31 21:00:00,NATIVE,0.04,0.01,4.0,17.27306666666671,8.8829000000001,-0.13,-0.14500000000000002,-0.01463486023708457,-0.016323497956748177,-0.52,-0.5800000000000001
selection,E2,2023.08.10 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,15356.62,15356.62,15078.2,2023.08.10 21:00:00,NATIVE,0.04,0.01,4.0,17.63306666666671,8.944420000000099,-2.7800000000000002,-2.7950000000000004,-0.310808302830141,-0.31248532604685036,-11.120000000000001,-11.180000000000001
selection,E2,2023.08.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,15124.9,15124.9,15101.9,2023.08.15 21:00:00,NATIVE,0.04,0.01,4.0,18.641066666666692,9.057280000000098,0.23,0.21500000000000002,0.025393937252684858,0.023737810910118458,0.92,0.8600000000000001
selection,E2,2023.08.23 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,15057.75,15057.75,15193.25,2023.08.23 21:00:00,NATIVE,0.04,0.01,4.0,18.174933333333367,9.067040000000102,1.3599999999999999,1.345,0.14999382378372486,0.14833948013905143,5.4399999999999995,5.38
selection,E2,2023.08.25 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14912.05,14912.05,14842.75,2023.08.25 21:00:00,NATIVE,0.04,0.01,4.0,18.48373333333332,9.169720000000103,-0.69,-0.7384999999999854,-0.07524766296026403,-0.08053681028428099,-2.76,-2.9539999999999416
selection,E2,2023.09.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,15329.7,15329.7,15217.07,2023.09.15 21:00:00,NATIVE,0.04,0.01,4.0,18.56639999999995,9.242780000000092,1.13,1.115,0.12225758916689444,0.12063470081512152,4.52,4.46
selection,E2,2023.10.02 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14772.5,14772.5,14766.57,2023.10.02 21:00:00,NATIVE,0.04,0.01,4.0,16.13706666666665,8.73386000000009,-0.06,-0.10100000000000364,-0.0068698147210969,-0.011564188113846867,-0.24,-0.40400000000001457
selection,E2,2023.10.03 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14807.3,14807.3,14554.75,2023.10.03 21:00:00,NATIVE,0.04,0.01,4.0,16.286399999999947,8.739060000000087,-2.5300000000000002,-2.5450000000000004,-0.28950482088462315,-0.2912212526289984,-10.120000000000001,-10.180000000000001
selection,E2,2023.10.27 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,14246.05,14246.05,14159.2,2023.10.27 21:00:00,NATIVE,0.04,0.01,4.0,18.006399999999946,9.264440000000066,-0.87,-0.8979999999999927,-0.0939074568997148,-0.09692976585740598,-3.48,-3.5919999999999708
selection,E2,2024.01.09 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,16537.15,16537.15,16668.05,2024.01.09 21:00:00,NATIVE,0.06,0.01,6.0,24.24640000000014,9.84468000000003,1.31,1.2954999999999928,0.13306679343564198,0.13159391671440704,7.86,7.772999999999957
selection,E2,2024.01.19 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,17088.25,17088.25,17262.65,2024.01.19 21:00:00,NATIVE,0.06,0.01,6.0,24.52399999999994,9.835880000000017,1.74,1.715,0.17690333757630197,0.1743616229559528,10.44,10.290000000000001
selection,E2,2024.01.22 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,17415.3,17415.3,17355.8,2024.01.22 21:00:00,NATIVE,0.06,0.01,6.0,24.312799999999985,9.884760000000016,0.6,0.5854999999999927,0.060699501050101266,0.05923259644138975,3.5999999999999996,3.5129999999999564
selection,E2,2024.02.01 17:00:05,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,17176.5,17176.5,17272.5,2024.02.01 21:00:00,NATIVE,0.06,0.02,3.0,24.912000000000116,10.0266,-1.92,-1.9549999999999998,-0.19149063491113635,-0.19498134961003727,-5.76,-5.864999999999999
selection,E2,2024.02.09 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,17859.25,17859.25,17953.55,2024.02.09 21:00:00,NATIVE,0.06,0.02,3.0,25.419200000000128,10.15795999999999,1.8900000000000001,1.8540000000000147,0.18606098074810315,0.18251696206718834,5.67,5.562000000000044
selection,E2,2024.02.26 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,17934.5,17934.5,17963.4,2024.02.26 21:00:00,NATIVE,0.06,0.01,6.0,23.991199999999953,9.986699999999974,-0.29,-0.31,-0.029038621366417407,-0.031041284908928955,-1.7399999999999998,-1.8599999999999999
selection,E2,2024.03.04 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18255.0,18255.0,18260.95,2024.03.04 21:00:00,NATIVE,0.06,0.02,3.0,24.75279999999999,10.158759999999969,-0.12,-0.14900000000001454,-0.011812465300883214,-0.014667144415264757,-0.36,-0.4470000000000436
selection,E2,2024.03.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18014.5,18014.5,17845.0,2024.03.05 21:00:00,NATIVE,0.06,0.02,3.0,25.179200000000126,10.279119999999963,3.39,3.35,0.3297947684237573,0.32590338472554187,10.17,10.05
selection,E2,2024.03.13 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18073.75,18073.75,18123.65,2024.03.13 21:00:00,NATIVE,0.06,0.02,3.0,24.787999999999883,10.345399999999959,-1.0,-1.05,-0.09666131807373364,-0.10149438397742032,-3.0,-3.1500000000000004
selection,E2,2024.03.20 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18009.75,18009.75,18025.0,2024.03.20 21:00:00,NATIVE,0.06,0.02,3.0,24.482399999999902,10.241839999999957,-0.31,-0.33900000000001457,-0.03026799871898031,-0.033099521179789565,-0.9299999999999999,-1.0170000000000436
selection,E2,2024.04.01 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18352.5,18352.5,18239.85,2024.04.01 21:00:00,NATIVE,0.06,0.02,3.0,24.739200000000128,10.377019999999941,-2.25,-2.3,-0.2168252542637494,-0.22164359324738825,-6.75,-6.8999999999999995
selection,E2,2024.04.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18008.95,18008.95,18088.55,2024.04.05 21:00:00,NATIVE,0.06,0.02,3.0,24.75279999999999,10.268739999999923,1.5899999999999999,1.5609999999999853,0.15483886046389447,0.1520147554617214,4.77,4.682999999999955
selection,E2,2024.04.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18129.05,18129.05,17746.25,2024.04.15 21:00:00,NATIVE,0.06,0.02,3.0,24.166400000000138,10.249199999999917,7.66,7.630999999999986,0.7473754049096576,0.7445459157787971,22.98,22.892999999999958
selection,E2,2024.04.16 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,17732.7,17732.7,17717.1,2024.04.16 21:00:00,NATIVE,0.06,0.02,3.0,23.912799999999987,10.54721999999991,-0.31,-0.33900000000001457,-0.02939163115968024,-0.032141170848813,-0.9299999999999999,-1.0170000000000436
selection,E2,2024.04.19 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,17298.9,17298.9,17133.75,2024.04.19 21:00:00,NATIVE,0.06,0.02,3.0,23.92,10.586819999999912,3.3,3.2709999999999853,0.3117083316803372,0.3089690766443571,9.899999999999999,9.812999999999956
selection,E2,2024.04.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,17741.3,17741.3,17598.55,2024.04.30 21:00:00,NATIVE,0.06,0.02,3.0,25.97440000000002,11.083179999999897,-2.86,-2.8880000000000288,-0.25804868277877163,-0.2605750335192657,-8.58,-8.664000000000087
selection,E2,2024.05.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18191.25,18191.25,18230.15,2024.05.14 21:00:00,NATIVE,0.06,0.02,3.0,24.125599999999977,10.535579999999877,0.78,0.725,0.07403484193561334,0.06881443641451239,2.34,2.175
selection,E2,2024.05.24 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18681.4,18681.4,18833.25,2024.05.24 21:00:00,NATIVE,0.06,0.02,3.0,23.628000000000174,10.367079999999866,3.04,3.0,0.2932358967038008,0.28937752964190866,9.120000000000001,9.0
selection,E2,2024.05.28 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18808.96,18808.96,18848.46,2024.05.28 21:00:00,NATIVE,0.06,0.02,3.0,23.6024000000002,10.480119999999863,-0.79,-0.8150000000000001,-0.0753808162501966,-0.07776628511887371,-2.37,-2.4450000000000003
selection,E2,2024.05.29 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18779.7,18779.7,18807.2,2024.05.29 21:00:00,NATIVE,0.06,0.02,3.0,23.2448000000001,10.372059999999864,0.55,0.525,0.05302707466019356,0.050616753084730216,1.6500000000000001,1.5750000000000002
selection,E3,2024.07.09 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20534.78,20534.78,20443.53,2024.07.09 21:00:00,NATIVE,0.06,0.02,3.0,26.56639999999985,11.195319999999873,-1.83,-1.855,-0.16346116055637722,-0.16569423652026213,-5.49,-5.5649999999999995
selection,E3,2024.07.18 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,19880.74,19880.74,19687.24,2024.07.18 21:00:00,NATIVE,0.08,0.02,4.0,30.54719999999972,12.258439999999878,3.87,3.845,0.3157008559001014,0.31366144468627644,15.48,15.38
selection,E3,2024.07.26 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,40252.79,40252.79,40670.19,2024.07.26 19:00:00,NATIVE,0.1,0.02,5.0,38.02933333333349,12.311939999999876,8.35,8.32800000000003,0.6782034350394889,0.6764165517375909,41.75,41.64000000000015
selection,E3,2024.07.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,19078.78,19078.78,18790.66,2024.07.30 21:00:00,NATIVE,0.06,0.02,3.0,29.192799999999988,12.36901999999988,5.76,5.734999999999999,0.46567957687836675,0.46365839815927656,17.28,17.205
selection,E3,2024.08.05 17:00:01,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,17775.33,17775.33,17949.71,2024.08.05 21:00:00,NATIVE,0.06,0.02,3.0,28.68160000000003,12.56129999999988,3.49,3.4650000000000003,0.2778374849736917,0.2758472451099833,10.47,10.395000000000001
selection,E3,2024.08.07 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,39318.52,39318.52,39266.17,2024.08.07 19:00:00,NATIVE,0.08,0.02,4.0,38.282666666666046,12.816339999999883,-1.05,-1.071999999999971,-0.0819266654910848,-0.08364322419661001,-4.2,-4.287999999999884
selection,E3,2024.08.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,19533.86,19533.86,19386.61,2024.08.30 21:00:00,NATIVE,0.08,0.02,4.0,32.872533333333365,13.484059999999895,-2.95,-2.975,-0.2187768372433839,-0.2206308782369719,-11.8,-11.9
selection,E3,2024.09.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,19998.0,19998.0,19998.43,2024.09.30 21:00:00,NATIVE,0.08,0.02,4.0,36.48640000000014,13.961379999999897,0.01,-0.014000000000014551,0.000716261572996371,-0.0010027662021959616,0.04,-0.056000000000058205
selection,E3,2024.10.16 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,20060.36,20060.36,20173.93,2024.10.16 21:00:00,NATIVE,0.08,0.02,4.0,32.12266666666643,13.099939999999888,-2.27,-2.2940000000000147,-0.1732832364117713,-0.17511530587163257,-9.08,-9.176000000000059
selection,E3,2024.10.18 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,43178.24,43178.24,43289.09,2024.10.18 22:00:00,NATIVE,0.06,0.02,3.0,25.003200000000067,13.241619999999894,2.22,2.1919999999999713,0.16765320255376742,0.1655386576566907,6.66,6.5759999999999135
selection,E3,2024.10.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,20508.58,20508.58,20455.28,2024.10.30 21:00:00,NATIVE,0.08,0.02,4.0,32.75093333333304,13.115379999999885,1.07,1.0460000000000582,0.08158360642238421,0.07975369375497068,4.28,4.184000000000233
selection,E3,2024.11.01 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20051.16,20051.16,20038.96,2024.11.01 21:00:00,NATIVE,0.08,0.02,4.0,33.95306666666681,13.457059999999883,-0.24,-0.26400000000001456,-0.01783450471351113,-0.019617955184863325,-0.96,-1.0560000000000582
selection,E3,2024.11.06 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20573.1,20573.1,20757.52,2024.11.06 21:00:00,NATIVE,0.1,0.02,5.0,37.77866666666669,14.116979999999884,3.69,3.6659999999999853,0.2613873505523157,0.2596872702235191,18.45,18.329999999999927
selection,E3,2024.11.07 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21009.0,21009.0,21076.65,2024.11.07 21:00:01,NATIVE,0.1,0.02,5.0,37.884000000000135,14.275299999999891,1.35,1.1900000000000002,0.09456894075781318,0.08336077000133162,6.75,5.950000000000001
selection,E3,2024.11.21 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,43573.34,43573.34,43814.19,2024.11.21 19:00:00,NATIVE,0.13,0.02,6.5,50.99293333333247,14.814739999999867,4.82,4.792000000000117,0.3253516430258002,0.3234616334812599,31.330000000000002,31.14800000000076
selection,E3,2024.11.25 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,20884.51,20884.51,20793.08,2024.11.25 21:00:00,NATIVE,0.1,0.02,5.0,37.898666666666884,14.84561999999988,1.83,1.8059999999999856,0.1232686812676072,0.12165204282475237,9.15,9.029999999999928
selection,E3,2024.11.26 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20925.7,20925.7,20912.0,2024.11.26 21:00:00,NATIVE,0.1,0.02,5.0,38.938666666666784,15.073619999999888,-0.27,-0.2940000000000146,-0.017912087474674432,-0.01950427302797979,-1.35,-1.470000000000073
selection,E3,2024.12.18 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,43621.53,43621.53,43630.63,2024.12.18 19:00:00,NATIVE,0.13,0.02,6.5,49.48,14.897699999999878,0.18,0.15199999999997088,0.012082401981514024,0.01020291722883211,1.17,0.9879999999998107
selection,E3,2024.12.19 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,21280.27,21280.27,21299.1,2024.12.19 21:00:00,NATIVE,0.1,0.02,5.0,38.310666666666414,14.949699999999876,-0.38,-0.40400000000001457,-0.025418570272313368,-0.027023953657934134,-1.9,-2.020000000000073
selection,E3,2024.12.23 17:00:02,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21344.58,21344.58,21455.25,2024.12.23 21:00:00,NATIVE,0.08,0.02,4.0,36.1130666666668,14.556099999999876,2.21,2.1859999999999853,0.15182638206662627,0.15017758877721393,8.84,8.743999999999941
selection,E3,2025.01.02 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,42787.97,42787.97,42415.82,2025.01.02 18:03:20,STOP,0.1,0.02,5.0,45.13600000000054,14.865219999999885,-7.44,-7.468000000000029,-0.5004971335775762,-0.5023807249405046,-37.2,-37.340000000000146
selection,E3,2025.01.08 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,-1,42338.14,42338.14,42462.29,2025.01.08 19:00:00,NATIVE,0.13,0.02,6.5,49.093333333333334,14.774259999999877,-2.48,-2.508000000000029,-0.16785950700745897,-0.1697546949898032,-16.12,-16.302000000000188
selection,E3,2025.01.08 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21110.11,21110.11,21089.66,2025.01.08 21:00:00,NATIVE,0.1,0.02,5.0,37.763999999999946,14.795299999999877,-0.41,-0.43400000000001454,-0.027711502977297072,-0.029333639736944715,-2.05,-2.1700000000000728
selection,E3,2025.01.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,20767.39,20767.39,20785.09,2025.01.14 21:00:00,NATIVE,0.08,0.02,4.0,33.57973333333347,13.836899999999872,-0.35,-0.37400000000001454,-0.02529468305762152,-0.02702917561014519,-1.4,-1.4960000000000582
