window,period,server_time,component_id,symbol,direction,candidate_order_price,control_entry_price,control_exit_price,control_exit_time_server,control_exit_class,candidate_volume,control_volume,volume_ratio,candidate_attempted_risk_usd,control_planned_risk_usd,control_actual_net_usd,control_stressed_net_usd,actual_r,stressed_r,shadow_actual_usd,shadow_stressed_usd
selection,E3,2025.01.21 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,43616.71,43616.71,43856.31,2025.01.21 19:00:00,NATIVE,0.13,0.02,6.5,49.3531999999993,14.81953999999988,4.79,4.761999999999971,0.3232219083723273,0.3213325109956186,31.135,30.95299999999981
selection,E3,2025.01.22 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21831.37,21831.37,21843.67,2025.01.22 21:00:00,NATIVE,0.1,0.02,5.0,38.20266666666672,15.045939999999874,0.25,0.22599999999998543,0.01661577807700962,0.015020663381615727,1.25,1.129999999999927
selection,E3,2025.01.30 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,44638.32,44638.32,44941.17,2025.01.30 22:00:00,NATIVE,0.06,0.02,3.0,27.845599999999976,14.89809999999987,6.06,6.031999999999971,0.4067632785388776,0.404883844248597,18.18,18.09599999999991
selection,E3,2025.01.31 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21716.68,21716.68,21599.73,2025.01.31 21:00:00,NATIVE,0.08,0.02,4.0,36.40640000000014,15.004339999999868,-2.34,-2.3640000000000145,-0.1559548770555733,-0.15755441425614425,-9.36,-9.456000000000058
selection,E3,2025.02.10 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,44481.72,44481.72,44343.57,2025.02.10 19:00:00,NATIVE,0.13,0.02,6.5,50.393200000000554,15.38905999999986,-2.76,-2.7880000000000287,-0.17934818630897695,-0.18116766066283801,-17.939999999999998,-18.122000000000185
selection,E3,2025.02.20 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,21920.26,21920.26,21979.58,2025.02.20 21:00:00,NATIVE,0.1,0.02,5.0,41.21733333333347,15.84937999999985,-1.19,-1.2140000000000144,-0.07508180130705498,-0.07659605612333263,-5.949999999999999,-6.070000000000072
selection,E3,2025.02.21 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,-1,43965.88,43965.88,43769.53,2025.02.21 19:00:00,NATIVE,0.13,0.02,6.5,55.16160000000091,15.95897999999985,3.93,3.9019999999999713,0.24625633969088484,0.24450184159639327,25.545,25.362999999999815
selection,E3,2025.02.27 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,20942.33,20942.33,20987.53,2025.02.27 21:00:00,NATIVE,0.1,0.02,5.0,41.19199999999983,15.525699999999855,-0.9,-0.9239999999999419,-0.05796840078064167,-0.05951422480145504,-4.5,-4.61999999999971
selection,E3,2025.03.05 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,-1,42581.6,42581.6,42584.25,2025.03.05 19:00:00,NATIVE,0.13,0.02,6.5,56.511866666666464,15.725139999999854,-0.05,-0.0780000000000291,-0.003179621930234037,-0.004960210211166948,-0.325,-0.5070000000001892
selection,E3,2025.03.06 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20235.03,20235.03,20074.45,2025.03.06 21:00:00,NATIVE,0.1,0.02,5.0,44.6586666666665,15.99441999999985,-3.21,-3.2340000000000146,-0.2006949923785939,-0.20219551568609834,-16.05,-16.170000000000073
selection,E3,2025.03.07 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,42441.79,42441.79,42750.39,2025.03.07 22:00:00,NATIVE,0.08,0.02,4.0,33.853866666666384,15.867939999999853,6.17,6.141999999999971,0.3888343414457111,0.38706977717334623,24.68,24.567999999999884
selection,E3,2025.03.11 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,19422.91,19422.91,19294.96,2025.03.11 21:00:00,NATIVE,0.1,0.03,3.3333333333333335,44.16399999999994,16.499059999999847,3.84,3.797999999999956,0.23274053188484892,0.23019493231735574,12.8,12.659999999999854
selection,E3,2025.04.02 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,19351.76,19351.76,19565.19,2025.04.02 21:00:00,NATIVE,0.1,0.02,5.0,41.093333333333334,15.940219999999865,4.27,4.245999999999985,0.26787585114885715,0.2663702257559821,21.349999999999998,21.229999999999926
selection,E3,2025.04.03 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,18783.92,18783.92,18634.22,2025.04.03 21:00:00,NATIVE,0.1,0.03,3.3333333333333335,42.01866666666659,16.266219999999873,-4.49,-4.525999999999913,-0.2760321697358105,-0.27824534526152656,-14.966666666666669,-15.086666666666376
selection,E3,2025.04.08 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,39052.53,39052.53,38663.13,2025.04.08 18:16:49,STOP,0.13,0.02,6.5,54.454399999999346,15.557019999999874,-7.79,-7.818000000000029,-0.5007385733257438,-0.5025384038845545,-50.635,-50.817000000000185
selection,E3,2025.04.17 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,18325.03,18325.03,18312.36,2025.04.17 21:00:00,NATIVE,0.16,0.03,5.333333333333334,66.5258666666667,19.442699999999856,0.38,0.34399999999997816,0.019544610573634463,0.017693015887710075,2.026666666666667,1.8346666666665503
selection,E3,2025.04.25 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,19140.62,19140.62,19307.67,2025.04.25 21:00:00,NATIVE,0.18,0.03,6.0,74.92559999999968,20.661759999999855,5.01,4.973999999999978,0.2424769235534647,0.24073457440218127,30.06,29.843999999999866
selection,E3,2025.05.07 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,19845.83,19845.83,19729.05,2025.05.07 21:00:00,NATIVE,0.2,0.03,6.666666666666667,77.48,20.918859999999842,3.5,3.3725,0.16731313274241646,0.16121815433537132,23.333333333333336,22.483333333333334
selection,E3,2025.05.09 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,20168.05,20168.05,20068.97,2025.05.09 21:00:00,NATIVE,0.18,0.03,6.0,73.92,20.600079999999856,-2.9699999999999998,-3.0060000000000215,-0.14417419738175874,-0.1459217634106296,-17.82,-18.03600000000013
selection,E3,2025.05.20 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,21325.53,21325.53,21363.35,2025.05.20 21:00:00,NATIVE,0.18,0.03,6.0,69.68640000000013,19.89135999999987,-1.13,-1.1660000000000217,-0.0568085842295352,-0.058618415231539184,-6.779999999999999,-6.99600000000013
selection,E3,2025.05.22 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21223.45,21223.45,21228.13,2025.05.22 21:00:00,NATIVE,0.16,0.03,5.333333333333334,65.96479999999981,19.233839999999883,0.14,0.1039999999999782,0.007278837715193683,0.005407136588428459,0.7466666666666668,0.5546666666665504
selection,E3,2025.05.26 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,42056.35,42056.35,42065.05,2025.05.26 19:00:00,NATIVE,0.2,0.03,6.666666666666667,82.9653333333321,19.50431999999989,0.26,0.21799999999995634,0.013330380141425156,0.011177011041654238,1.7333333333333334,1.4533333333330423
selection,E3,2025.05.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,21221.4,21221.4,21131.85,2025.05.30 21:00:00,NATIVE,0.18,0.03,6.0,69.51119999999936,19.696599999999894,2.69,2.6540000000000874,0.13657179411675185,0.1347440675040414,16.14,15.924000000000525
selection,E4,2025.06.09 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,21765.08,21765.08,21841.38,2025.06.09 21:00:00,NATIVE,0.18,0.03,6.0,71.25840000000083,19.80787999999989,2.29,2.2539999999999782,0.11561055499124655,0.11379309648483284,13.74,13.52399999999987
selection,E4,2025.06.16 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,42416.95,42416.95,42559.95,2025.06.16 19:00:00,NATIVE,0.2,0.03,6.666666666666667,85.33866666666582,19.536079999999885,4.29,4.245,0.21959369535751416,0.21729026498663115,28.6,28.3
selection,E4,2025.07.21 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,23236.7,23236.7,23268.37,2025.07.21 21:00:04,NATIVE,0.18,0.03,6.0,73.3751999999999,20.622859999999896,0.95,0.9139999999999782,0.04606538569335217,0.044319750024971453,5.699999999999999,5.4839999999998685
selection,E4,2025.08.04 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,23143.31,23143.31,23163.73,2025.08.04 21:00:00,NATIVE,0.18,0.03,6.0,73.22880000000062,20.49057999999991,0.61,0.5739999999999782,0.02976977713661608,0.02801287225642128,3.66,3.4439999999998694
selection,E4,2025.08.08 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,23550.99,23550.99,23606.04,2025.08.08 21:00:00,NATIVE,0.18,0.03,6.0,73.93333333333334,20.662259999999925,1.65,1.6139999999999781,0.07985573698133727,0.0781134299926525,9.899999999999999,9.68399999999987
selection,E4,2025.08.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,23857.08,23857.08,23883.0,2025.08.14 21:00:00,NATIVE,0.16,0.03,5.333333333333334,69.08,20.01441999999994,0.78,0.7439999999999782,0.03897190125919224,0.037173198124151506,4.160000000000001,3.9679999999998845
selection,E4,2025.09.04 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,23444.23,23444.23,23551.33,2025.09.04 21:00:00,NATIVE,0.18,0.03,6.0,70.84559999999969,20.158019999999954,-3.21,-3.5549999999999997,-0.15924183029880948,-0.17635660645241982,-19.259999999999998,-21.33
selection,E4,2025.09.22 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,24641.83,24641.83,24756.13,2025.09.22 21:00:00,NATIVE,0.2,0.03,6.666666666666667,78.60000000000001,21.162939999999967,3.43,3.3939999999999784,0.16207577964120323,0.1603746927411779,22.866666666666667,22.626666666666523
selection,E4,2025.10.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,24405.01,24405.01,24758.59,2025.10.14 19:47:19,STOP,0.18,0.03,6.0,76.96560000000055,21.209839999999986,-10.61,-10.646000000000022,-0.500239511472034,-0.5019368368644002,-63.66,-63.87600000000013
selection,E4,2025.10.15 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,46561.6,46561.6,46419.55,2025.10.15 19:00:00,NATIVE,0.25,0.03,8.333333333333334,98.73666666666638,21.292159999999992,-4.26,-4.295999999999912,-0.20007364212930964,-0.20176440530222928,-35.5,-35.79999999999927
selection,E4,2025.10.21 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,25086.35,25086.35,25165.8,2025.10.21 21:00:00,NATIVE,0.2,0.03,6.666666666666667,81.38933333333408,21.52848000000001,-2.38,-2.4160000000000217,-0.11055123259979334,-0.11222343611811056,-15.866666666666667,-16.10666666666681
selection,E4,2025.11.10 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,25545.49,25545.49,25553.41,2025.11.10 21:00:00,NATIVE,0.2,0.03,6.666666666666667,83.31200000000051,21.72404000000001,0.24,0.20399999999997817,0.011047668849808777,0.009390518522336458,1.6,1.3599999999998544
selection,E4,2025.11.14 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,24869.7,24869.7,25087.12,2025.11.14 21:00:00,NATIVE,0.22,0.04,5.5,87.39999999999999,21.82120000000001,8.7,8.65199999999997,0.39869484721280196,0.3964951515040404,47.849999999999994,47.58599999999984
selection,E4,2025.11.18 16:00:00,ZT-H1-US30-RETURN-I-c870a788ec,US30,1,46259.64,46259.64,46345.64,2025.11.18 22:00:00,NATIVE,0.15,0.03,5.0,60.54666666666666,21.16332000000001,2.58,2.535,0.12190903884645693,0.1197827184014606,12.9,12.675
selection,E4,2025.12.23 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,25488.1,25488.1,25571.0,2025.12.23 21:00:00,NATIVE,0.26,0.04,6.5,105.09893333333274,24.775800000000018,3.32,3.276000000000058,0.1340017274921495,0.13222580098321973,21.58,21.294000000000377
selection,E4,2025.12.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,25575.95,25575.95,25551.7,2025.12.30 21:00:00,NATIVE,0.28,0.04,7.000000000000001,111.42666666666666,25.845000000000073,-0.97,-0.9940000000000873,-0.0375314374153607,-0.03846005029986784,-6.790000000000001,-6.958000000000611
selection,E4,2026.01.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,25721.35,25721.35,25740.2,2026.01.15 21:00:00,NATIVE,0.3,0.04,7.5,119.67200000000012,26.893420000000116,-0.75,-0.7740000000000873,-0.027887862532916852,-0.028780274133973438,-5.625,-5.805000000000654
selection,E4,2026.01.22 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,25457.2,25457.2,25551.7,2026.01.22 21:00:00,NATIVE,0.34,0.05,6.8,134.44506666666655,28.896780000000142,-4.73,-4.949999999999891,-0.16368605775453104,-0.1712993627663659,-32.164,-33.65999999999926
selection,E4,2026.01.26 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,49140.7,49140.7,49268.45,2026.01.26 19:00:00,NATIVE,0.43,0.05,8.6,176.793066666667,29.34678000000018,6.39,6.320000000000291,0.2177410945936815,0.21535582438687487,54.95399999999999,54.3520000000025
selection,E4,2026.02.06 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,24778.15,24778.15,25007.15,2026.02.06 21:00:00,NATIVE,0.42,0.05,8.399999999999999,170.0831999999986,32.56364000000029,-11.45,-11.90749999999989,-0.35161916788172015,-0.3656685800481698,-96.17999999999998,-100.02299999999906
selection,E4,2026.03.06 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,24681.2,24681.2,24792.0,2026.03.06 21:00:00,NATIVE,0.52,0.06,8.666666666666668,201.0944000000006,34.215580000000465,6.65,6.613999999999869,0.19435590453237706,0.19330375226723556,57.63333333333335,57.321333333332205
selection,E4,2026.03.13 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,24728.7,24728.7,24433.6,2026.03.13 18:41:35,STOP,0.54,0.06,9.000000000000002,213.93360000000075,35.39786000000051,-17.71,-17.806000000000132,-0.5003127307695929,-0.5030247591238531,-159.39000000000004,-160.2540000000012
selection,E4,2026.03.16 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,24746.5,24746.5,24693.6,2026.03.16 21:00:00,NATIVE,0.5,0.06,8.333333333333334,204.88,34.060740000000486,3.17,3.1340000000000874,0.09306902903459979,0.09201209368909902,26.416666666666668,26.116666666667395
selection,E4,2026.03.30 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,23138.95,23138.95,23048.55,2026.03.30 21:00:00,NATIVE,0.5,0.06,8.333333333333334,198.78666666666686,33.427780000000524,5.42,5.384000000000087,0.1621405908498834,0.16106364227597533,45.16666666666667,44.8666666666674
selection,E4,2026.03.31 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,45711.84,45711.84,45637.99,2026.03.31 19:00:00,NATIVE,0.63,0.05,12.6,255.29333333333332,33.91690000000053,-3.69,-3.794999999999927,-0.1087953203270329,-0.11189112212495446,-46.494,-47.816999999999084
selection,E4,2026.04.02 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,23738.3,23738.3,23931.7,2026.04.02 21:00:00,NATIVE,0.54,0.06,9.000000000000002,214.37333333333333,34.65982000000052,11.6,11.564000000000087,0.33468148420851074,0.33364281753338343,104.40000000000002,104.0760000000008
selection,E4,2026.04.08 15:00:00,ZT-M30-US30-INTRADAY-R-2eb111fc46,US30,1,47875.84,47875.84,47830.49,2026.04.08 19:00:00,NATIVE,0.63,0.05,12.6,255.87239999999437,33.9208600000005,-2.27,-2.374999999999927,-0.06692047312479596,-0.07001591351162359,-28.602,-29.92499999999908
selection,E4,2026.05.01 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,27765.85,27765.85,27775.75,2026.05.01 21:00:00,NATIVE,0.68,0.06,11.333333333333334,270.18666666666667,39.845220000000594,0.59,0.5240000000000873,0.014807296835103212,0.01315088735863623,6.6866666666666665,5.938666666667657
selection,E4,2026.05.05 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,1,27987.95,27987.95,28061.6,2026.05.05 21:00:00,NATIVE,0.64,0.06,10.666666666666668,257.91146666666805,38.780900000000635,4.42,4.353999999999869,0.11397363134945108,0.11227176264603961,47.14666666666667,46.44266666666527
selection,E4,2026.05.06 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,28374.45,28374.45,28505.3,2026.05.06 21:00:00,NATIVE,0.66,0.06,11.000000000000002,264.65333333333336,39.47738000000065,-7.85,-7.885999999999912,-0.19884804918664487,-0.19975996380711644,-86.35000000000001,-86.74599999999904
selection,E4,2026.05.15 17:00:00,ZT-H1-US100-CROSS-IN-14b72317b7,US100,-1,29064.65,29064.65,29370.15,2026.05.15 21:00:00,NATIVE,0.64,0.06,10.666666666666668,256.7509333333311,38.6147400000007,-18.33,-18.366000000000128,-0.4746891989949865,-0.4756214854741944,-195.52,-195.9040000000014
